 INPUT STRING:	عاوزه
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P116W1
      OFFSETS:	0-6
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimobAriH_1]
   UNSPLITVOC:	(AimobAriH)
          POS:	NOUN
          VOC:	AimobAriH
        GLOSS:	yesterday

 INPUT STRING:	ايوا
     IS_TRANS:	AywA
        INDEX:	P117W1
      OFFSETS:	0-4
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AywA_1]
   UNSPLITVOC:	(AywA)
          POS:	INTERJ
          VOC:	AywA
        GLOSS:	yes

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P117W2
      OFFSETS:	5-9
       TOKENS:	P117W2-P117W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	العمرة
     IS_TRANS:	AlEmrp
        INDEX:	P117W3
      OFFSETS:	10-16
       TOKENS:	P117W3-P117W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumorap_1]
   UNSPLITVOC:	(AlEumorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eumor+ap
        GLOSS:	the+umrat+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P117W4
      OFFSETS:	17-19
       TOKENS:	P117W4-P117W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P117W5
      OFFSETS:	20-23
       TOKENS:	P117W5-P117W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P117W6
      OFFSETS:	23-24
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P117W7
      OFFSETS:	24-25
       TOKENS:	P117W7-P117W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	اقترحت
     IS_TRANS:	AqtrHt
        INDEX:	P118W1
      OFFSETS:	0-6
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiqotaraH_1]
   UNSPLITVOC:	(AiqotaraHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AiqotaraH+t
        GLOSS:	suggest+I

 INPUT STRING:	نجنب
     IS_TRANS:	njnb
        INDEX:	P118W2
      OFFSETS:	7-11
       TOKENS:	P118W2-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jan~ab_1]
   UNSPLITVOC:	(nujan~ibu)
          POS:	IV1P+IV+IVSUFF_MOOD:I
          VOC:	nu+jan~ib+u
        GLOSS:	we+help avoid/shield from+[ind.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P118W3
      OFFSETS:	12-14
       TOKENS:	P118W3-P118W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P118W4
      OFFSETS:	15-18
       TOKENS:	P118W4-P118W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	٥٠٠٠
     IS_TRANS:	&#x665;&#x660;&#x660;&#x660;
        INDEX:	P118W5
      OFFSETS:	19-23
       TOKENS:	P118W5-P118W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5000)
          POS:	NOUN_NUM
          VOC:	5000
        GLOSS:	5000

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P118W6
      OFFSETS:	24-26
       TOKENS:	P118W6-P118W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P118W7
      OFFSETS:	27-31
       TOKENS:	P118W7-P118W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(wa>aHad)
          POS:	PREP+NOUN
          VOC:	wa+>aHad
        GLOSS:	and+one (of)/someone/anyone/no-one/ones/Sunday/Sundays

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P118W8
      OFFSETS:	32-35
       TOKENS:	P118W9-P118W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P118W9
      OFFSETS:	36-39
       TOKENS:	P118W11-P118W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	many

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P118W10
      OFFSETS:	40-43
       TOKENS:	P118W12-P118W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P118W11
      OFFSETS:	44-48
       TOKENS:	P118W13-P118W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	نعمل
     IS_TRANS:	nEml
        INDEX:	P118W12
      OFFSETS:	49-53
       TOKENS:	P118W14-P118W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(niEomil)
          POS:	IV1P+IV
          VOC:	ni+Eomil
        GLOSS:	we+function/make/act/do

 INPUT STRING:	عمره
     IS_TRANS:	Emrh
        INDEX:	P118W13
      OFFSETS:	54-58
       TOKENS:	P118W15-P118W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumorap_1]
   UNSPLITVOC:	(Eumorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eumor+ap
        GLOSS:	umrat+[fem.sg.]

 INPUT STRING:	إحنا
     IS_TRANS:	<HnA
        INDEX:	P118W14
      OFFSETS:	59-63
       TOKENS:	P118W16-P118W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	والعيال
     IS_TRANS:	wAlEyAl
        INDEX:	P118W15
      OFFSETS:	64-71
       TOKENS:	P118W17-P118W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(wiAlEiyAl)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+EiyAl
        GLOSS:	and+the+family/household

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P118W16
      OFFSETS:	72-74
       TOKENS:	P118W19-P118W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P118W17
      OFFSETS:	75-78
       TOKENS:	P118W20-P118W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	نمسك
     IS_TRANS:	nmsk
        INDEX:	P118W18
      OFFSETS:	79-83
       TOKENS:	P118W21-P118W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masak_1]
   UNSPLITVOC:	(nimosik)
          POS:	IV1P+IV
          VOC:	ni+mosik
        GLOSS:	we+seize/hold/be seized/be held/catch/grab

 INPUT STRING:	نفسنا
     IS_TRANS:	nfsnA
        INDEX:	P118W19
      OFFSETS:	84-89
       TOKENS:	P118W22-P118W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafos+nA
        GLOSS:	same/self/selves/soul/souls+our

 INPUT STRING:	ونحج
     IS_TRANS:	wnHj
        INDEX:	P118W20
      OFFSETS:	90-94
       TOKENS:	P118W24-P118W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haj~_1]
   UNSPLITVOC:	(winiHij~)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+Hij~
        GLOSS:	and+we+make a pilgrimage/confute

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P119W1
      OFFSETS:	0-2
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سلام
     IS_TRANS:	slAm
        INDEX:	P119W2
      OFFSETS:	3-7
       TOKENS:	P119W2-P119W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(salAm)
          POS:	NOUN
          VOC:	salAm
        GLOSS:	peace/greeting/salute/salutation/greetings/salutations/anthem/song

 INPUT STRING:	ونشوف
     IS_TRANS:	wn$wf
        INDEX:	P120W1
      OFFSETS:	0-5
       TOKENS:	P120W1-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wini$uwf)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+$uwf
        GLOSS:	and+we+look

 INPUT STRING:	طسب
     IS_TRANS:	Tsb
        INDEX:	P121W1
      OFFSETS:	0-3
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Tsb)
          POS:	TYPO
          VOC:	Tsb
        GLOSS:	nogloss

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P121W2
      OFFSETS:	4-8
       TOKENS:	P121W2-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	عموما
     IS_TRANS:	EmwmA
        INDEX:	P122W1
      OFFSETS:	0-5
       TOKENS:	P122W1-P122W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(EumuwmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eumuwm+AF
        GLOSS:	generality/totality/in general/generally/(House of) Commons+[acc.indef.]

 INPUT STRING:	أفلح
     IS_TRANS:	>flH
        INDEX:	P122W2
      OFFSETS:	6-10
       TOKENS:	P122W2-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>afolaH_1]
   UNSPLITVOC:	(>afolaH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>a+folaH
        GLOSS:	be successful+he/it

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P122W3
      OFFSETS:	11-13
       TOKENS:	P122W3-P122W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	صدق
     IS_TRANS:	Sdq
        INDEX:	P122W4
      OFFSETS:	14-17
       TOKENS:	P122W4-P122W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadaq_1]
   UNSPLITVOC:	(Sadaq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Sadaq+(null)
        GLOSS:	be sincere/tell the truth/be correct+he/it

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P123W1
      OFFSETS:	0-3
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	احوشهوملكوا
     IS_TRANS:	AHw$hwmlkwA
        INDEX:	P123W2
      OFFSETS:	4-15
       TOKENS:	P123W2-P123W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AHw$hwmlkwA)
          POS:	NO_FUNC
          VOC:	AHw$hwmlkwA
        GLOSS:	nogloss

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P124W1
      OFFSETS:	0-3
       TOKENS:	P124W1-P124W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	طلبتوهم
     IS_TRANS:	Tlbtwhm
        INDEX:	P124W2
      OFFSETS:	4-11
       TOKENS:	P124W3-P124W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talabtuwhum)
          POS:	PV+PVSUFF_SUBJ:2P+PVSUFF_DO:3P
          VOC:	Talab+tuwA+hum
        GLOSS:	request/be requested+you+them

 INPUT STRING:	نش
     IS_TRANS:	n$
        INDEX:	P124W3
      OFFSETS:	12-14
       TOKENS:	P124W5-P124W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(n$)
          POS:	TYPO
          VOC:	n$
        GLOSS:	nogloss

 INPUT STRING:	حاديهملكوا
     IS_TRANS:	HAdyhmlkwA
        INDEX:	P124W4
      OFFSETS:	15-25
       TOKENS:	P124W6-P124W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(HAdyhmlkwA)
          POS:	NO_FUNC
          VOC:	HAdyhmlkwA
        GLOSS:	nogloss

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P124W5
      OFFSETS:	26-29
       TOKENS:	P124W7-P124W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P124W6
      OFFSETS:	30-33
       TOKENS:	P124W8-P124W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	المهلة
     IS_TRANS:	Almhlp
        INDEX:	P124W7
      OFFSETS:	34-40
       TOKENS:	P124W9-P124W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muholap_1]
   UNSPLITVOC:	(Almuholap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muhol+ap
        GLOSS:	the+delay/respite/extension+[fem.sg.]

 INPUT STRING:	تخلص
     IS_TRANS:	txlS
        INDEX:	P124W8
      OFFSETS:	41-45
       TOKENS:	P124W10-P124W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiliS_1]
   UNSPLITVOC:	(tixolaS)
          POS:	IV3FS+IV
          VOC:	ti+xolaS
        GLOSS:	it/they/she+finish

 INPUT STRING:	
     IS_TRANS:	&#xe409;
        INDEX:	P124W9
      OFFSETS:	46-47
       TOKENS:	P124W11-P124W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe409;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P125W1
      OFFSETS:	0-4
       TOKENS:	P125W1-P125W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يسهل
     IS_TRANS:	yshl
        INDEX:	P125W2
      OFFSETS:	5-9
       TOKENS:	P125W3-P125W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~il_1]
   UNSPLITVOC:	(yisah~il)
          POS:	IV3MS+IV
          VOC:	yi+sah~il
        GLOSS:	he/it+facilitate

 INPUT STRING:	شيليهم
     IS_TRANS:	$ylyhm
        INDEX:	P125W3
      OFFSETS:	10-16
       TOKENS:	P125W4-P125W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	($ylyhm)
          POS:	NO_FUNC
          VOC:	$ylyhm
        GLOSS:	nogloss

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P125W4
      OFFSETS:	17-21
       TOKENS:	P125W5-P125W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	NOUN
          VOC:	<inotiy
        GLOSS:	you

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P126W1
      OFFSETS:	0-5
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+ADJ
          VOC:	Al+muhim~
        GLOSS:	the+important/serious

 INPUT STRING:	النية
     IS_TRANS:	Alnyp
        INDEX:	P126W2
      OFFSETS:	6-11
       TOKENS:	P126W2-P126W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niy~ap_1]
   UNSPLITVOC:	(Alniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+niy~+ap
        GLOSS:	the+intention/purpose/desire/intentions/desires+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P127W1
      OFFSETS:	0-2
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P127W2
      OFFSETS:	3-5
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P127W3
      OFFSETS:	6-8
       TOKENS:	P127W3-P127W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	القصة
     IS_TRANS:	AlqSp
        INDEX:	P127W4
      OFFSETS:	9-14
       TOKENS:	P127W4-P127W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiS~ap_1]
   UNSPLITVOC:	(AlqiS~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qiS~+ap
        GLOSS:	the+story/stories+[fem.sg.]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P127W5
      OFFSETS:	15-19
       TOKENS:	P127W5-P127W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in~nA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نبعدهم
     IS_TRANS:	nbEdhm
        INDEX:	P127W6
      OFFSETS:	20-26
       TOKENS:	P127W7-P127W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboEad_1]
   UNSPLITVOC:	(niboEidhum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	ni+boEid+hum
        GLOSS:	we+remove/expel+them

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P127W7
      OFFSETS:	27-29
       TOKENS:	P127W9-P127W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	ايدينا
     IS_TRANS:	AydynA
        INDEX:	P127W8
      OFFSETS:	30-36
       TOKENS:	P127W10-P127W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iydiynA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	<iydiy+nA
        GLOSS:	hands/hand+our

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P127W9
      OFFSETS:	37-42
       TOKENS:	P127W12-P127W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	عالم
     IS_TRANS:	EAlm
        INDEX:	P127W10
      OFFSETS:	43-47
       TOKENS:	P127W15-P127W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(EAlim)
          POS:	ADJ.VN
          VOC:	EAlim
        GLOSS:	knowing

 INPUT STRING:	بالنية
     IS_TRANS:	bAlnyp
