 INPUT STRING:	اخبار
      COMMENT:	[]
        LEMMA:	[dahan_1]
   UNSPLITVOC:	(Aidohiniy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aidohin+iy
        GLOSS:	paint/varnish+you

 INPUT STRING:	الطبق
     IS_TRANS:	AlTbq
        INDEX:	P93W5
      OFFSETS:	21-26
       TOKENS:	P93W8-P93W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tabaq_1]
   UNSPLITVOC:	(AlTabaq)
          POS:	DET+NOUN
          VOC:	Al+Tabaq
        GLOSS:	the+dish/course/meal/dishes/saucers

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P93W6
      OFFSETS:	27-30
       TOKENS:	P93W9-P93W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyt_1]
   UNSPLITVOC:	(ziyt)
          POS:	NOUN
          VOC:	ziyt
        GLOSS:	oil/oils

 INPUT STRING:	وحطيه
     IS_TRANS:	wHTyh
        INDEX:	P93W7
      OFFSETS:	31-36
       TOKENS:	P93W10-P93W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(wiHuT~iyh)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	wi+HuT~+iy+uh
        GLOSS:	and+descend/land/set down/lower+you+it/him

 INPUT STRING:	يخمر
     IS_TRANS:	yxmr
        INDEX:	P93W8
      OFFSETS:	37-41
       TOKENS:	P93W13-P93W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xamar_1]
   UNSPLITVOC:	(yixomar)
          POS:	IV3MS+IV
          VOC:	yi+xomar
        GLOSS:	he/it+cover/conceal/ferment

 INPUT STRING:	تكات
     IS_TRANS:	tkAt
        INDEX:	P94W1
      OFFSETS:	0-4
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tak~ap_1]
   UNSPLITVOC:	(tak~At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	tak~+At
        GLOSS:	ticking/tricks+[fem.pl.]

 INPUT STRING:	مهمة
     IS_TRANS:	mhmp
        INDEX:	P94W2
      OFFSETS:	5-9
       TOKENS:	P94W2-P94W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(muhim~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muhim~+ap
        GLOSS:	important/serious+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P94W3
      OFFSETS:	10-12
       TOKENS:	P94W3-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P95W1
      OFFSETS:	0-4
       TOKENS:	P95W1-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as/when

 INPUT STRING:	يخمر
     IS_TRANS:	yxmr
        INDEX:	P95W2
      OFFSETS:	5-9
       TOKENS:	P95W3-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xamar_1]
   UNSPLITVOC:	(yixomar)
          POS:	IV3MS+IV
          VOC:	yi+xomar
        GLOSS:	he/it+cover/conceal/ferment

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P95W3
      OFFSETS:	10-12
       TOKENS:	P95W4-P95W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	تبروميه
     IS_TRANS:	tbrwmyh
        INDEX:	P95W4
      OFFSETS:	13-20
       TOKENS:	P95W5-P95W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(tbrwmyh)
          POS:	TYPO
          VOC:	tbrwmyh
        GLOSS:	nogloss

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P95W5
      OFFSETS:	21-23
       TOKENS:	P95W6-P95W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	مابيقولوا
     IS_TRANS:	mAbyqwlwA
        INDEX:	P95W6
      OFFSETS:	24-33
       TOKENS:	P95W7-P95W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(mA_biyiquwluwA)
          POS:	SUB_CONJ+PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	mA+bi+yi+quwl+uwA
        GLOSS:	that+[present-tense]+they+said/say/be said/(for example)+[pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P96W1
      OFFSETS:	0-4
       TOKENS:	P96W1-P96W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P96W2
      OFFSETS:	5-9
       TOKENS:	P96W3-P96W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	خفيف
     IS_TRANS:	xfyf
        INDEX:	P96W3
      OFFSETS:	10-14
       TOKENS:	P96W4-P96W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xafiyf_1]
   UNSPLITVOC:	(xafiyf)
          POS:	ADJ
          VOC:	xafiyf
        GLOSS:	light/slight/sparse

 INPUT STRING:	يدوب
     IS_TRANS:	ydwb
        INDEX:	P97W1
      OFFSETS:	0-4
       TOKENS:	P97W1-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwb_1]
   UNSPLITVOC:	(yA_duwb)
          POS:	VOC_PART+ADV
          VOC:	yA+duwb
        GLOSS:	O/oh+little/yet/still/just

 INPUT STRING:	تطبقيه
     IS_TRANS:	tTbqyh
        INDEX:	P97W2
      OFFSETS:	5-11
       TOKENS:	P97W3-P97W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tab~aq_1]
   UNSPLITVOC:	(tiTab~aqiyh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	ti+Tab~aq+iy+uh
        GLOSS:	you+apply/implement+you+it/him

 INPUT STRING:	وتدهني
     IS_TRANS:	wtdhny
        INDEX:	P98W1
      OFFSETS:	0-6
       TOKENS:	P98W1-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dahan_1]
   UNSPLITVOC:	(witidohiniy)
          POS:	CONJ+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+ti+dohin+iy
        GLOSS:	and+you+paint/varnish+you

 INPUT STRING:	الصاج
     IS_TRANS:	AlSAj
        INDEX:	P98W2
      OFFSETS:	7-12
       TOKENS:	P98W3-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAj_1]
   UNSPLITVOC:	(AlSAj)
          POS:	DET+NOUN
          VOC:	Al+SAj
        GLOSS:	the+sheet metal

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P98W3
      OFFSETS:	13-16
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyt_1]
   UNSPLITVOC:	(ziyt)
          POS:	NOUN
          VOC:	ziyt
        GLOSS:	oil/oils

 INPUT STRING:	فرن
     IS_TRANS:	frn
        INDEX:	P99W1
      OFFSETS:	0-3
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furon_1]
   UNSPLITVOC:	(furon)
          POS:	NOUN
          VOC:	furon
        GLOSS:	oven/furnace/ovens/furnaces

 INPUT STRING:	عالي
     IS_TRANS:	EAly
        INDEX:	P99W2
      OFFSETS:	4-8
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAliy_1]
   UNSPLITVOC:	(EAliy)
          POS:	ADJ
          VOC:	EAliy
        GLOSS:	high/elevated

 INPUT STRING:	٤٥٠
     IS_TRANS:	&#x664;&#x665;&#x660;
        INDEX:	P99W3
      OFFSETS:	9-12
       TOKENS:	P99W3-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(450)
          POS:	NOUN_NUM
          VOC:	450
        GLOSS:	450

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P100W1
      OFFSETS:	0-1
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الشبكه
     IS_TRANS:	Al$bkh
        INDEX:	P100W2
      OFFSETS:	2-8
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abakap_1]
   UNSPLITVOC:	(Al$abakap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$abak+ap
        GLOSS:	the+network/system/networks/systems/nets+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P100W3
      OFFSETS:	9-13
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P100W4
      OFFSETS:	14-17
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P100W5
      OFFSETS:	18-21
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W6
      OFFSETS:	22-24
       TOKENS:	P100W6-P100W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	لونه
     IS_TRANS:	lwnh
        INDEX:	P100W7
      OFFSETS:	25-29
       TOKENS:	P100W7-P100W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[luwn_1]
   UNSPLITVOC:	(luwnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	luwn+uh
        GLOSS:	color/tint/colors/tints/type/sort/types/sorts+his/its

 INPUT STRING:	يحمر
     IS_TRANS:	yHmr
        INDEX:	P100W8
      OFFSETS:	30-34
       TOKENS:	P100W9-P100W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHomar~_1]
   UNSPLITVOC:	(yiHomar~)
          POS:	IV3MS+IV
          VOC:	yi+Homar~
        GLOSS:	he/it+turn red/blush

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P100W9
      OFFSETS:	35-37
       TOKENS:	P100W10-P100W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P100W10
      OFFSETS:	38-41
       TOKENS:	P100W11-P100W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	حطيه
     IS_TRANS:	HTyh
        INDEX:	P100W11
      OFFSETS:	42-46
       TOKENS:	P100W12-P100W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(HuT~iyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	HuT~+iy+uh
        GLOSS:	descend/land/set down/lower+you+it/him

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P100W12
      OFFSETS:	47-50
       TOKENS:	P100W14-P100W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	الشوايه
     IS_TRANS:	Al$wAyh
        INDEX:	P100W13
      OFFSETS:	51-58
       TOKENS:	P100W15-P100W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~Ayap_1]
   UNSPLITVOC:	(Al$aw~Ayap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$aw~Ay+ap
        GLOSS:	the+grill/gridiron+[fem.sg.]

 INPUT STRING:	يحمر
     IS_TRANS:	yHmr
        INDEX:	P100W14
      OFFSETS:	59-63
       TOKENS:	P100W16-P100W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHomar~_1]
   UNSPLITVOC:	(yiHomar~)
          POS:	IV3MS+IV
          VOC:	yi+Homar~
        GLOSS:	he/it+turn red/blush

 INPUT STRING:	دقيقتين
     IS_TRANS:	dqyqtyn
        INDEX:	P101W1
      OFFSETS:	0-7
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(dqyqtyn)
          POS:	NO_FUNC
          VOC:	dqyqtyn
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P101W2
      OFFSETS:	8-10
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيفيب
     IS_TRANS:	byfyb
        INDEX:	P101W3
      OFFSETS:	11-16
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(byfyb)
          POS:	TYPO
          VOC:	byfyb
        GLOSS:	nogloss

 INPUT STRING:	بيغيب
     IS_TRANS:	bygyb
        INDEX:	P102W1
      OFFSETS:	0-5
       TOKENS:	P102W1-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAb_1]
   UNSPLITVOC:	(biyigiyb)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+giyb
        GLOSS:	[present-tense]+he/it+be absent

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P103W1
      OFFSETS:	0-2
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P104W1
      OFFSETS:	0-4
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P104W2
      OFFSETS:	5-8
       TOKENS:	P104W2-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	شاطرة
     IS_TRANS:	$ATrp
        INDEX:	P104W3
      OFFSETS:	9-14
       TOKENS:	P104W3-P104W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ATir_1]
   UNSPLITVOC:	($ATorap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$ATor+ap
        GLOSS:	clever/smart/cute+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P104W4
      OFFSETS:	15-17
       TOKENS:	P104W4-P104W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مي
     IS_TRANS:	my
        INDEX:	P104W5
      OFFSETS:	18-20
       TOKENS:	P104W5-P104W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~_1]
   UNSPLITVOC:	(may~)
          POS:	NOUN_PROP
          VOC:	may~
        GLOSS:	Mayy

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P105W1
      OFFSETS:	0-4
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يخليكي
     IS_TRANS:	yxlyky
        INDEX:	P105W2
      OFFSETS:	5-11
       TOKENS:	P105W2-P105W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+xal~iy+ik
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

