 INPUT STRING:	ناريمان
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P400W3
      OFFSETS:	7-11
       TOKENS:	P400W3-P400W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حتعدي
     IS_TRANS:	HtEdy
        INDEX:	P400W4
      OFFSETS:	12-17
       TOKENS:	P400W4-P400W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(HatiEad~iy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+Ead~iy
        GLOSS:	will+it/they/she+traverse/cross/be traversed/be crossed

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P400W5
      OFFSETS:	18-21
       TOKENS:	P400W6-P400W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P400W6
      OFFSETS:	22-25
       TOKENS:	P400W7-P400W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xiyr
        GLOSS:	good

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P401W1
      OFFSETS:	0-2
       TOKENS:	P401W1-P401W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	حتعدي
     IS_TRANS:	HtEdy
        INDEX:	P401W2
      OFFSETS:	3-8
       TOKENS:	P401W2-P401W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(HatiEad~iy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+Ead~iy
        GLOSS:	will+it/they/she+traverse/cross/be traversed/be crossed

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P401W3
      OFFSETS:	8-9
       TOKENS:	P401W4-P401W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P401W4
      OFFSETS:	10-12
       TOKENS:	P401W5-P401W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P401W5
      OFFSETS:	13-15
       TOKENS:	P401W6-P401W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P401W6
      OFFSETS:	16-19
       TOKENS:	P401W7-P401W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P401W7
      OFFSETS:	20-23
       TOKENS:	P401W8-P401W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xiyr
        GLOSS:	good

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P401W8
      OFFSETS:	24-28
       TOKENS:	P401W9-P401W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P401W9
      OFFSETS:	29-30
       TOKENS:	P401W10-P401W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P402W1
      OFFSETS:	0-2
       TOKENS:	P402W1-P402W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	]
     IS_TRANS:	]
        INDEX:	P403W1
      OFFSETS:	2-3
       TOKENS:	P403W1-P403W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(])
          POS:	PUNC
          VOC:	]
        GLOSS:	]

 INPUT STRING:	توطير
     IS_TRANS:	twTyr
        INDEX:	P403W2
      OFFSETS:	3-8
       TOKENS:	P403W2-P403W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twTyr)
          POS:	FOREIGN
          VOC:	twTyr
        GLOSS:	nogloss

 INPUT STRING:	[
     IS_TRANS:	[
        INDEX:	P403W3
      OFFSETS:	8-9
       TOKENS:	P403W3-P403W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	([)
          POS:	PUNC
          VOC:	[
        GLOSS:	[

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P403W4
      OFFSETS:	9-10
       TOKENS:	P403W4-P403W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	@
     IS_TRANS:	@
        INDEX:	P403W5
      OFFSETS:	11-12
       TOKENS:	P403W5-P403W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(@)
          POS:	PUNC
          VOC:	@
        GLOSS:	@

 INPUT STRING:	ليكابوستيل
     IS_TRANS:	lykAbwstyl
        INDEX:	P403W6
      OFFSETS:	12-22
       TOKENS:	P403W6-P403W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lykAbwstyl)
          POS:	FOREIGN
          VOC:	lykAbwstyl
        GLOSS:	nogloss

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P403W7
      OFFSETS:	22-23
       TOKENS:	P403W7-P403W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	تتركه
     IS_TRANS:	ttrkh
        INDEX:	P403W8
      OFFSETS:	24-29
       TOKENS:	P403W8-P403W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarak_1]
   UNSPLITVOC:	(titorukuh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+toruk+uh
        GLOSS:	it/they/she+leave/quit/be left/be abandoned+it/him

 INPUT STRING:	يسرق
     IS_TRANS:	ysrq
        INDEX:	P403W9
      OFFSETS:	30-34
       TOKENS:	P403W10-P403W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(yisoraq)
          POS:	IV3MS+IV
          VOC:	yi+soraq
        GLOSS:	he/it+steal/rob

 INPUT STRING:	قلبها
     IS_TRANS:	qlbhA
        INDEX:	P403W10
      OFFSETS:	35-40
       TOKENS:	P403W11-P403W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	qalob+hA
        GLOSS:	overthrowing/toppling/reversal/inversion/heart/center/essence/hearts+its/their/her

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P403W11
      OFFSETS:	41-42
       TOKENS:	P403W13-P403W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	hy
     IS_TRANS:	hy
        INDEX:	P403W12
      OFFSETS:	43-45
       TOKENS:	P403W14-P403W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	تشاهده
     IS_TRANS:	t$Ahdh
        INDEX:	P403W13
      OFFSETS:	46-52
       TOKENS:	P403W15-P403W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	(ti$Ahiduh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+$Ahid+uh
        GLOSS:	it/they/she+witness/be observed/watch/observe/see+it/him

 INPUT STRING:	مبتسمة
     IS_TRANS:	mbtsmp
        INDEX:	P404W1
      OFFSETS:	0-6
       TOKENS:	P404W1-P404W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubotasim_1]
   UNSPLITVOC:	(mubotasimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mubotasim+ap
        GLOSS:	smiling+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P404W2
      OFFSETS:	6-7
       TOKENS:	P404W2-P404W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حلوين
     IS_TRANS:	Hlwyn
        INDEX:	P405W1
      OFFSETS:	0-5
       TOKENS:	P405W1-P405W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	Hilow+iyn
        GLOSS:	sweet/pleasant+[pl.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P405W2
      OFFSETS:	6-9
       TOKENS:	P405W2-P405W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Aawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	عجبوني
     IS_TRANS:	Ejbwny
        INDEX:	P406W1
      OFFSETS:	0-6
       TOKENS:	P406W1-P406W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(Eajabuwniy)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:1S
          VOC:	Eajab+uwA+niy
        GLOSS:	delight/admire/like/be amazed/liked/arouse admiration/please+they+me

 INPUT STRING:	فقلت
     IS_TRANS:	fqlt
        INDEX:	P407W1
      OFFSETS:	0-4
       TOKENS:	P407W1-P407W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(faqult)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	fa+qul+t
        GLOSS:	so/and+said/say/be said/(for example)+I

 INPUT STRING:	أوريهم
     IS_TRANS:	>wryhm
        INDEX:	P407W2
      OFFSETS:	5-11
       TOKENS:	P407W3-P407W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(Aawar~iyhum)
          POS:	IV1S+IV+IVSUFF_DO:3P
          VOC:	Aa+war~iy+hum
        GLOSS:	I+stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+them

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P407W3
      OFFSETS:	12-14
       TOKENS:	P407W5-P407W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	حلوين
     IS_TRANS:	Hlwyn
        INDEX:	P408W1
      OFFSETS:	0-5
       TOKENS:	P408W1-P408W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	Hilow+iyn
        GLOSS:	sweet/pleasant+[pl.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P408W2
      OFFSETS:	6-9
       TOKENS:	P408W2-P408W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Aawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P409W1
      OFFSETS:	0-3
       TOKENS:	P409W1-P409W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P409W2
      OFFSETS:	4-9
       TOKENS:	P409W2-P409W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	مصدقك
     IS_TRANS:	mSdqk
        INDEX:	P409W3
      OFFSETS:	10-15
       TOKENS:	P409W4-P409W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSad~aq_1]
   UNSPLITVOC:	(miSad~aqik)
          POS:	ADJ+POSS_PRON_2FS
          VOC:	miSad~aq+ik
        GLOSS:	credible/believing/reliable+your

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P409W4
      OFFSETS:	15-16
       TOKENS:	P409W6-P409W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P410W1
      OFFSETS:	0-1
       TOKENS:	P410W1-P410W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P411W1
      OFFSETS:	0-3
       TOKENS:	P411W1-P411W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P411W2
      OFFSETS:	4-7
       TOKENS:	P411W2-P411W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P411W3
      OFFSETS:	8-12
       TOKENS:	P411W3-P411W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baq+iyt
        GLOSS:	become/begin/start/be/begin a new day+I

 INPUT STRING:	بأمر
     IS_TRANS:	b>mr
        INDEX:	P411W4
      OFFSETS:	13-17
       TOKENS:	P411W4-P411W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mar~_1]
   UNSPLITVOC:	(bi>amur~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+mur~
        GLOSS:	[present-tense]+I+pass/go through

 INPUT STRING:	بمشكلة
     IS_TRANS:	bm$klp
        INDEX:	P411W5
      OFFSETS:	18-24
       TOKENS:	P411W6-P411W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(bimu$okilap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+mu$okil+ap
        GLOSS:	with/by+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P411W6
      OFFSETS:	25-28
       TOKENS:	P411W8-P411W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P411W7
      OFFSETS:	29-31
       TOKENS:	P411W10-P411W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياتي
     IS_TRANS:	HyAty
        INDEX:	P411W8
      OFFSETS:	32-37
       TOKENS:	P411W11-P411W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HayA+ap+iy
        GLOSS:	life/lives+[fem.sg.]+my

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P412W1
      OFFSETS:	0-2
       TOKENS:	P412W1-P412W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P412W2
      OFFSETS:	3-8
       TOKENS:	P412W2-P412W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P412W3
      OFFSETS:	9-12
       TOKENS:	P412W3-P412W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P412W4
      OFFSETS:	12-13
       TOKENS:	P412W5-P412W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P412W5
      OFFSETS:	14-18
       TOKENS:	P412W6-P412W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P412W6
      OFFSETS:	19-23
       TOKENS:	P412W8-P412W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	خلقتها
     IS_TRANS:	xlqthA
        INDEX:	P412W7
      OFFSETS:	24-30
       TOKENS:	P412W9-P412W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalaq_1]
   UNSPLITVOC:	(xalaqtahA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	xalaq+t+hA
        GLOSS:	create/shape/mold/be created+I+it/them/her

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P412W8
      OFFSETS:	31-35
       TOKENS:	P412W11-P412W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P412W9
      OFFSETS:	35-36
       TOKENS:	P412W12-P412W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تحس
     IS_TRANS:	tHs
        INDEX:	P413W1
      OFFSETS:	0-3
       TOKENS:	P413W1-P413W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tHs)
          POS:	FOREIGN
          VOC:	tHs
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P413W2
      OFFSETS:	4-6
       TOKENS:	P413W2-P413W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|h)
          POS:	FOREIGN
          VOC:	|h
        GLOSS:	nogloss

 INPUT STRING:	جونا
     IS_TRANS:	jwnA
        INDEX:	P413W3
      OFFSETS:	7-11
       TOKENS:	P413W3-P413W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jwnA)
          POS:	FOREIGN
          VOC:	jwnA
        GLOSS:	nogloss

 INPUT STRING:	بسو
     IS_TRANS:	bsw
        INDEX:	P413W4
      OFFSETS:	12-15
       TOKENS:	P413W4-P413W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bsw)
          POS:	FOREIGN
          VOC:	bsw
        GLOSS:	nogloss

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P413W5
      OFFSETS:	16-18
       TOKENS:	P413W5-P413W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hr)
          POS:	FOREIGN
          VOC:	Hr
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P413W6
      OFFSETS:	18-19
       TOKENS:	P413W6-P413W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تحمل
     IS_TRANS:	tHml
