 INPUT STRING:	بتاع
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P152W5
      OFFSETS:	21-23
       TOKENS:	P152W10-P152W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P152W6
      OFFSETS:	24-27
       TOKENS:	P152W11-P152W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	علاء
     IS_TRANS:	ElA'
        INDEX:	P152W7
      OFFSETS:	28-32
       TOKENS:	P152W12-P152W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalA'_1]
   UNSPLITVOC:	(EalA')
          POS:	NOUN_PROP
          VOC:	EalA'
        GLOSS:	Alaa

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P153W1
      OFFSETS:	0-2
       TOKENS:	P153W1-P153W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P153W2
      OFFSETS:	3-6
       TOKENS:	P153W2-P153W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	جمايلك
     IS_TRANS:	jmAylk
        INDEX:	P153W3
      OFFSETS:	7-13
       TOKENS:	P153W3-P153W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jimiyl_1]
   UNSPLITVOC:	(jamAyolak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	jamAyol+ak
        GLOSS:	favour+your

 INPUT STRING:	مغرقانا
     IS_TRANS:	mgrqAnA
        INDEX:	P153W4
      OFFSETS:	14-21
       TOKENS:	P153W5-P153W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[migar~aq_1]
   UNSPLITVOC:	(migar~aqAnA)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	migar~aq+ap+nA
        GLOSS:	immersed/engrossed+[fem.sg.]+our

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P153W5
      OFFSETS:	22-26
       TOKENS:	P153W7-P153W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P154W1
      OFFSETS:	0-1
       TOKENS:	P154W1-P154W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	كذاب
     IS_TRANS:	k*Ab
        INDEX:	P155W1
      OFFSETS:	0-4
       TOKENS:	P155W1-P155W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*~Ab_1]
   UNSPLITVOC:	(ka*~Ab)
          POS:	NOUN
          VOC:	ka*~Ab
        GLOSS:	liar

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P155W2
      OFFSETS:	5-8
       TOKENS:	P155W2-P155W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P155W3
      OFFSETS:	9-10
       TOKENS:	P155W3-P155W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P156W1
      OFFSETS:	0-3
       TOKENS:	P156W1-P156W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P156W2
      OFFSETS:	4-8
       TOKENS:	P156W2-P156W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	كذاب
     IS_TRANS:	k*Ab
        INDEX:	P156W3
      OFFSETS:	9-13
       TOKENS:	P156W3-P156W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*~Ab_1]
   UNSPLITVOC:	(ka*~Ab)
          POS:	NOUN
          VOC:	ka*~Ab
        GLOSS:	liar

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P156W4
      OFFSETS:	13-14
       TOKENS:	P156W4-P156W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P156W5
      OFFSETS:	15-17
       TOKENS:	P156W5-P156W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ابني
     IS_TRANS:	Abny
        INDEX:	P156W6
      OFFSETS:	18-22
       TOKENS:	P156W6-P156W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aiboniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Aibon+iy
        GLOSS:	son/children/sons+my

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P156W7
      OFFSETS:	23-27
       TOKENS:	P156W8-P156W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P156W8
      OFFSETS:	28-30
       TOKENS:	P156W9-P156W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حسبنا
     IS_TRANS:	HsbnA
        INDEX:	P156W9
      OFFSETS:	31-36
       TOKENS:	P156W10-P156W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(HasabnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Hasab+nA
        GLOSS:	compute/charge/be computed/be charged+we

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P156W10
      OFFSETS:	37-39
       TOKENS:	P156W11-P156W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN
          VOC:	qad~
        GLOSS:	size/physique

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P156W11
      OFFSETS:	40-43
       TOKENS:	P156W12-P156W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	دفعت
     IS_TRANS:	dfEt
        INDEX:	P156W12
      OFFSETS:	44-48
       TOKENS:	P156W13-P156W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(dafaEt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	dafaE+t
        GLOSS:	push/motivate/pay/be pushed/be motivated/be paid+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P156W13
      OFFSETS:	49-51
       TOKENS:	P156W14-P156W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	آدي
     IS_TRANS:	|dy
        INDEX:	P156W14
      OFFSETS:	52-55
       TOKENS:	P156W16-P156W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(|dy)
          POS:	TYPO
          VOC:	|dy
        GLOSS:	nogloss

 INPUT STRING:	ثمن
     IS_TRANS:	vmn
        INDEX:	P156W15
      OFFSETS:	56-59
       TOKENS:	P156W17-P156W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vaman_1]
   UNSPLITVOC:	(vaman)
          POS:	NOUN
          VOC:	vaman
        GLOSS:	value/price

 INPUT STRING:	بروفسيونال
     IS_TRANS:	brwfsywnAl
        INDEX:	P156W16
      OFFSETS:	60-70
       TOKENS:	P156W18-P156W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brwfsywnAl)
          POS:	FOREIGN
          VOC:	brwfsywnAl
        GLOSS:	nogloss

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P156W17
      OFFSETS:	71-75
       TOKENS:	P156W19-P156W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P156W18
      OFFSETS:	76-77
       TOKENS:	P156W20-P156W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P157W1
      OFFSETS:	0-1
       TOKENS:	P157W1-P157W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P158W1
      OFFSETS:	0-6
       TOKENS:	P158W1-P158W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+fils (small coin)/fils (small coins)/money

 INPUT STRING:	بتروح
     IS_TRANS:	btrwH
        INDEX:	P158W2
      OFFSETS:	7-12
       TOKENS:	P158W2-P158W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(bitiruwH)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+ruwH
        GLOSS:	[present-tense]+it/they/she+begin/go

 INPUT STRING:	وتيجي
     IS_TRANS:	wtyjy
        INDEX:	P158W3
      OFFSETS:	13-18
       TOKENS:	P158W4-P158W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(witiyojiy)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+yojiy
        GLOSS:	and+it/they/she+came/come

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P159W1
      OFFSETS:	0-2
       TOKENS:	P159W1-P159W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P159W2
      OFFSETS:	3-5
       TOKENS:	P159W2-P159W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ولد
     IS_TRANS:	wld
        INDEX:	P159W3
      OFFSETS:	6-9
       TOKENS:	P159W3-P159W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wilod_1]
   UNSPLITVOC:	(wilod)
          POS:	NOUN
          VOC:	wilod
        GLOSS:	child/son/children/boy/young boy/youth/young boys/youths

 INPUT STRING:	عمي
     IS_TRANS:	Emy
        INDEX:	P159W4
      OFFSETS:	10-13
       TOKENS:	P159W4-P159W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eam~+iy
        GLOSS:	paternal uncle/paternal uncles+my

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P160W1
      OFFSETS:	0-4
       TOKENS:	P160W1-P160W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	حطيت
     IS_TRANS:	HTyt
        INDEX:	P160W2
      OFFSETS:	5-9
       TOKENS:	P160W2-P160W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(HaT~iyt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	HaT~+iyt
        GLOSS:	descend/land/set down/lower+you

 INPUT STRING:	دب
     IS_TRANS:	db
        INDEX:	P160W3
      OFFSETS:	10-12
       TOKENS:	P160W3-P160W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(db)
          POS:	FOREIGN
          VOC:	db
        GLOSS:	nogloss

 INPUT STRING:	لنفسك
     IS_TRANS:	lnfsk
        INDEX:	P160W4
      OFFSETS:	13-18
       TOKENS:	P160W4-P160W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(linafosak)
          POS:	PREP+NOUN+POSS_PRON_2MS
          VOC:	li+nafos+ak
        GLOSS:	for/to+same/self/selves/soul/souls+your

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P160W5
      OFFSETS:	19-20
       TOKENS:	P160W7-P160W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وإيه
     IS_TRANS:	w<yh
        INDEX:	P161W1
      OFFSETS:	0-4
       TOKENS:	P161W1-P161W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(wi<iyh)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+<iyh
        GLOSS:	and+what

 INPUT STRING:	37
     IS_TRANS:	37
        INDEX:	P161W2
      OFFSETS:	5-7
       TOKENS:	P161W3-P161W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(37)
          POS:	NOUN_NUM
          VOC:	37
        GLOSS:	37

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P161W3
      OFFSETS:	8-10
       TOKENS:	P161W4-P161W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P161W4
      OFFSETS:	11-12
       TOKENS:	P161W5-P161W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P162W1
      OFFSETS:	0-5
       TOKENS:	P162W1-P162W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	active/operating/working+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P162W2
      OFFSETS:	6-9
       TOKENS:	P162W2-P162W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P162W3
      OFFSETS:	10-11
       TOKENS:	P162W3-P162W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بأنام
     IS_TRANS:	b>nAm
        INDEX:	P163W1
      OFFSETS:	0-5
       TOKENS:	P163W1-P163W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(bAanAm)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+nAm
        GLOSS:	[present-tense]+I+sleep/lie down

 INPUT STRING:	تصبح
     IS_TRANS:	tSbH
        INDEX:	P164W1
      OFFSETS:	0-4
       TOKENS:	P164W1-P164W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SibiH_1]
   UNSPLITVOC:	(tiSobaH)
          POS:	IV2MS+IV
          VOC:	ti+SobaH
        GLOSS:	you+become/begin/start/be/begin a new day

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P164W2
      OFFSETS:	5-8
       TOKENS:	P164W2-P164W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P164W3
      OFFSETS:	9-12
       TOKENS:	P164W3-P164W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xiyr
        GLOSS:	good

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P164W4
      OFFSETS:	13-14
       TOKENS:	P164W4-P164W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P165W1
      OFFSETS:	0-3
       TOKENS:	P165W1-P165W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wl)
          POS:	FOREIGN
          VOC:	>wl
        GLOSS:	nogloss

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P165W2
      OFFSETS:	4-8
       TOKENS:	P165W2-P165W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P165W3
      OFFSETS:	9-11
       TOKENS:	P165W4-P165W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أهله
     IS_TRANS:	>hlh
        INDEX:	P165W4
      OFFSETS:	12-16
       TOKENS:	P165W5-P165W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>ahol+uh
        GLOSS:	family/people/families/folk/indigenous people/qualified/welcome!+his/its

 INPUT STRING:	حتعمل
     IS_TRANS:	HtEml
        INDEX:	P166W1
      OFFSETS:	0-5
       TOKENS:	P166W1-P166W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HatiEomil)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+Eomil
        GLOSS:	will+you+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P166W2
      OFFSETS:	6-9
       TOKENS:	P166W3-P166W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	النهار
     IS_TRANS:	AlnhAr
        INDEX:	P166W3
      OFFSETS:	10-16
       TOKENS:	P166W4-P166W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(AlnahAr)
          POS:	DET+NOUN
          VOC:	Al+nahAr
        GLOSS:	the+daytime/day/by day/during the day

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P166W4
      OFFSETS:	17-19
       TOKENS:	P166W5-P166W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P167W1
      OFFSETS:	0-3
       TOKENS:	P167W1-P167W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P167W2
      OFFSETS:	4-6
       TOKENS:	P167W2-P167W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P167W3
      OFFSETS:	7-11
       TOKENS:	P167W3-P167W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P167W4
      OFFSETS:	11-12
       TOKENS:	P167W4-P167W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
