 INPUT STRING:	كلت
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lAnY)
          POS:	NO_FUNC
          VOC:	lAnY
        GLOSS:	nogloss

 INPUT STRING:	اصغر
     IS_TRANS:	ASgr
        INDEX:	P70W3
      OFFSETS:	13-17
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSogar_1]
   UNSPLITVOC:	(>aSogar)
          POS:	ADJ_COMP
          VOC:	>aSogar
        GLOSS:	smaller/smallest/younger/youngest/minor/lesser

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P70W4
      OFFSETS:	18-21
       TOKENS:	P70W4-P70W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+gloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P70W5
      OFFSETS:	22-24
       TOKENS:	P70W6-P70W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هرد
     IS_TRANS:	hrd
        INDEX:	P70W6
      OFFSETS:	25-28
       TOKENS:	P70W7-P70W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(harud~)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+rud~
        GLOSS:	will+I+answer/reply/return/be returned/be given back

 INPUT STRING:	عليكى
     IS_TRANS:	ElykY
        INDEX:	P70W7
      OFFSETS:	29-34
       TOKENS:	P70W9-P70W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P71W1
      OFFSETS:	0-2
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P71W2
      OFFSETS:	3-6
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P71W3
      OFFSETS:	7-9
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end/extent/limit/level/border/frontier/someone

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P71W4
      OFFSETS:	10-14
       TOKENS:	P71W4-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+our

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P71W5
      OFFSETS:	15-18
       TOKENS:	P71W6-P71W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	function/make/act/do+he/it

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P71W6
      OFFSETS:	19-23
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P71W7
      OFFSETS:	24-26
       TOKENS:	P71W8-P71W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P71W8
      OFFSETS:	27-31
       TOKENS:	P71W9-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry/questions/inquiries

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P71W9
      OFFSETS:	32-34
       TOKENS:	P71W10-P71W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	شيخه
     IS_TRANS:	$yxh
        INDEX:	P71W10
      OFFSETS:	35-39
       TOKENS:	P71W11-P71W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iyxap_1]
   UNSPLITVOC:	($iyxap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iyx+ap
        GLOSS:	matron/elderly woman+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P72W1
      OFFSETS:	0-2
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P72W2
      OFFSETS:	3-5
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P72W3
      OFFSETS:	6-10
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry/questions/inquiries

 INPUT STRING:	هنشكر
     IS_TRANS:	hn$kr
        INDEX:	P72W4
      OFFSETS:	11-16
       TOKENS:	P72W4-P72W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$akar_1]
   UNSPLITVOC:	(hanu$okur)
          POS:	FUT_PART+IV1P+IV
          VOC:	ha+nu+$okur
        GLOSS:	will+we+thank/give thanks

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P72W5
      OFFSETS:	17-22
       TOKENS:	P72W6-P72W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P72W6
      OFFSETS:	23-26
       TOKENS:	P72W7-P72W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الشغلانه
     IS_TRANS:	Al$glAnh
        INDEX:	P72W7
      OFFSETS:	27-35
       TOKENS:	P72W8-P72W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugolAnap_1]
   UNSPLITVOC:	(Al$ugolAnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$ugolAn+ap
        GLOSS:	the+business/work/job/task/function/subject/theme/issue+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P72W8
      OFFSETS:	36-38
       TOKENS:	P72W9-P72W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P73W1
      OFFSETS:	0-2
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P73W2
      OFFSETS:	3-7
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	روحى
     IS_TRANS:	rwHY
        INDEX:	P74W1
      OFFSETS:	0-4
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruwHiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	ruwH+iy
        GLOSS:	begin/go+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P74W2
      OFFSETS:	5-7
       TOKENS:	P74W2-P74W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مها
     IS_TRANS:	mhA
        INDEX:	P74W3
      OFFSETS:	8-11
       TOKENS:	P74W3-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahA_1]
   UNSPLITVOC:	(mahA)
          POS:	NOUN_PROP
          VOC:	mahA
        GLOSS:	Maha

 INPUT STRING:	شوفى
     IS_TRANS:	$wfY
        INDEX:	P74W4
      OFFSETS:	12-16
       TOKENS:	P74W4-P74W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look+you

 INPUT STRING:	كنتى
     IS_TRANS:	kntY
        INDEX:	P74W5
      OFFSETS:	17-21
       TOKENS:	P74W5-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kuntiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	kun+tiy
        GLOSS:	be/was/were+you

 INPUT STRING:	بتعملى
     IS_TRANS:	btEmlY
        INDEX:	P74W6
      OFFSETS:	22-28
       TOKENS:	P74W6-P74W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P74W7
      OFFSETS:	29-32
       TOKENS:	P74W8-P74W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P75W1
      OFFSETS:	0-2
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حركات
     IS_TRANS:	HrkAt
        INDEX:	P75W2
      OFFSETS:	3-8
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harakap_1]
   UNSPLITVOC:	(HarakAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Harak+At
        GLOSS:	movement/activity/organization+[fem.pl.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P75W3
      OFFSETS:	9-11
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P75W4
      OFFSETS:	12-17
       TOKENS:	P75W4-P75W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P75W5
      OFFSETS:	18-21
       TOKENS:	P75W6-P75W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اطلب
     IS_TRANS:	ATlb
        INDEX:	P75W6
      OFFSETS:	22-26
       TOKENS:	P75W7-P75W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(AaTolub)
          POS:	IV1S+IV
          VOC:	Aa+Tolub
        GLOSS:	I+request/be requested

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P75W7
      OFFSETS:	27-31
       TOKENS:	P75W8-P75W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تانيه
     IS_TRANS:	tAnyh
        INDEX:	P75W8
      OFFSETS:	32-37
       TOKENS:	P75W9-P75W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	
     IS_TRANS:	&#xe415;
        INDEX:	P75W9
      OFFSETS:	38-39
       TOKENS:	P75W10-P75W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe415;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ماشى
     IS_TRANS:	mA$Y
        INDEX:	P76W1
      OFFSETS:	0-4
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	بتجرى
     IS_TRANS:	btjrY
        INDEX:	P76W2
      OFFSETS:	5-10
       TOKENS:	P76W2-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jar~_1]
   UNSPLITVOC:	(bitijur~iy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+jur~+iy
        GLOSS:	[present-tense]+you+pull/drag+you

 INPUT STRING:	ناعم
     IS_TRANS:	nAEm
        INDEX:	P76W3
      OFFSETS:	11-15
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAEim_1]
   UNSPLITVOC:	(nAEim)
          POS:	ADJ
          VOC:	nAEim
        GLOSS:	smooth/soft

 INPUT STRING:	براحتك
     IS_TRANS:	brAHtk
        INDEX:	P76W4
      OFFSETS:	16-22
       TOKENS:	P76W5-P76W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(birAHtik)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	bi+rAH+ap+ik
        GLOSS:	with/by+rest/repose/leisure/palm of the hand+[fem.sg.]+your

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P77W1
      OFFSETS:	0-4
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P77W2
      OFFSETS:	5-7
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P77W3
      OFFSETS:	8-11
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	
     IS_TRANS:	&#xe405;
        INDEX:	P77W4
      OFFSETS:	12-13
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe405;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	<Media
     IS_TRANS:	<Media
        INDEX:	P78W1
      OFFSETS:	0-6
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(<Media)
          POS:	TRANSLIT_ERR
          VOC:	<Media
        GLOSS:	<Media

 INPUT STRING:	omitted>
     IS_TRANS:	omitted>
        INDEX:	P78W2
      OFFSETS:	7-15
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(omitted>)
          POS:	TRANSLIT_ERR
          VOC:	omitted>
        GLOSS:	omitted>

 INPUT STRING:	ماشاء
     IS_TRANS:	mA$A'
        INDEX:	P79W1
      OFFSETS:	0-5
       TOKENS:	P79W1-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	(mA_$A')
          POS:	SUB_CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+$A'+(null)
        GLOSS:	that+want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P79W2
      OFFSETS:	6-10
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P79W3
      OFFSETS:	11-14
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الحلاوة
     IS_TRANS:	AlHlAwp
        INDEX:	P79W4
      OFFSETS:	15-22
       TOKENS:	P79W5-P79W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HalAwap_1]
   UNSPLITVOC:	(AlHalAwap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HalAw+ap
        GLOSS:	the+sweetness/candies+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P79W5
      OFFSETS:	23-25
       TOKENS:	P79W6-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P79W6
      OFFSETS:	26-28
       TOKENS:	P79W7-P79W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ياربي
     IS_TRANS:	yArby
        INDEX:	P79W7
      OFFSETS:	29-34
       TOKENS:	P79W8-P79W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab~iy)
          POS:	VOC_PART+NOUN+POSS_PRON_1S
          VOC:	yA+rab~+iy
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors+my

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P80W1
      OFFSETS:	0-4
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	شايفاه
     IS_TRANS:	$AyfAh
        INDEX:	P80W2
      OFFSETS:	5-11
       TOKENS:	P80W2-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($AyofAh)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_3MS
          VOC:	$Ayof+ap+uh
        GLOSS:	viewer/observer/onlooker/onloker+[fem.sg.]+him

 INPUT STRING:	شبه
     IS_TRANS:	$bh
        INDEX:	P80W3
      OFFSETS:	12-15
       TOKENS:	P80W4-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	($abah)
          POS:	NOUN
          VOC:	$abah
        GLOSS:	like/almost/semi-/similar

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P80W4
      OFFSETS:	16-19
       TOKENS:	P80W5-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	حجزتي
     IS_TRANS:	Hjzty
        INDEX:	P81W1
      OFFSETS:	0-5
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hajaz_1]
   UNSPLITVOC:	(Hajaztiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Hajaz+tiy
        GLOSS:	retain/reserve/restrain/block+you

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P81W2
      OFFSETS:	6-9
       TOKENS:	P81W2-P81W2
