 INPUT STRING:	هوبا
 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P64W9
      OFFSETS:	32-34
       TOKENS:	P64W11-P64W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هتتعودى
     IS_TRANS:	httEwdY
        INDEX:	P64W10
      OFFSETS:	35-42
       TOKENS:	P64W12-P64W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(httEwdY)
          POS:	NO_FUNC
          VOC:	httEwdY
        GLOSS:	nogloss

 INPUT STRING:	احسنلك
     IS_TRANS:	AHsnlk
        INDEX:	P64W11
      OFFSETS:	43-49
       TOKENS:	P64W13-P64W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan_lik)
          POS:	ADJ_COMP+PREP+PRON_2FS
          VOC:	>aHosan+li+ik
        GLOSS:	better/best+to/for+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P64W12
      OFFSETS:	50-51
       TOKENS:	P64W16-P64W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	احسنلو
     IS_TRANS:	AHsnlw
        INDEX:	P64W13
      OFFSETS:	52-58
       TOKENS:	P64W17-P64W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan_luh)
          POS:	ADJ_COMP+PREP+PRON_3MS
          VOC:	>aHosan+li+uh
        GLOSS:	better/best+to/for+him

 INPUT STRING:	قعده
     IS_TRANS:	qEdh
        INDEX:	P65W1
      OFFSETS:	0-4
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEodap_1]
   UNSPLITVOC:	(qaEodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaEod+ap
        GLOSS:	sitting place/seat+[fem.sg.]

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P65W2
      OFFSETS:	5-10
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	هتخليه
     IS_TRANS:	htxlyh
        INDEX:	P65W3
      OFFSETS:	11-17
       TOKENS:	P65W3-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(Hatixal~iyh)
          POS:	FUT_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	Ha+ti+xal~iy+uh
        GLOSS:	will+it/they/she+release/evacuate/allow/be released/be evacuated/be allowed+it/him

 INPUT STRING:	انطوائي
     IS_TRANS:	AnTwA}y
        INDEX:	P65W4
      OFFSETS:	18-25
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AinTwA}iy_1]
   UNSPLITVOC:	(AinTwA}iy)
          POS:	ADJ
          VOC:	AinTwA}iy
        GLOSS:	shy

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P65W5
      OFFSETS:	26-27
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	متعلق
     IS_TRANS:	mtElq
        INDEX:	P65W6
      OFFSETS:	28-33
       TOKENS:	P65W8-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoEal~aq_1]
   UNSPLITVOC:	(mitoEal~aq)
          POS:	ADJ.VN
          VOC:	mitoEal~aq
        GLOSS:	attached/connected/concerning/clinging

 INPUT STRING:	بيكى
     IS_TRANS:	bykY
        INDEX:	P65W7
      OFFSETS:	34-38
       TOKENS:	P65W9-P65W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bikiy)
          POS:	PREP+PRON_2FS
          VOC:	bi+ik
        GLOSS:	with/by/him/them/her+you

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P65W8
      OFFSETS:	39-43
       TOKENS:	P65W11-P65W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	NOUN
          VOC:	<inotiy
        GLOSS:	you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P65W9
      OFFSETS:	44-46
       TOKENS:	P65W12-P65W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P65W10
      OFFSETS:	47-51
       TOKENS:	P65W13-P65W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	that+gloss+gloss

 INPUT STRING:	مبيشفش
     IS_TRANS:	mby$f$
        INDEX:	P65W11
      OFFSETS:	52-58
       TOKENS:	P65W16-P65W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mabiy$uf$)
          POS:	NEG_PART+PROG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+bi+y+$uwf+$
        GLOSS:	not+[present-tense]+he/it+see/look+not

 INPUT STRING:	غيرك
     IS_TRANS:	gyrk
        INDEX:	P65W12
      OFFSETS:	59-63
       TOKENS:	P65W20-P65W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyrak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	giyr+ak
        GLOSS:	not/other+your

 INPUT STRING:	وبحس
     IS_TRANS:	wbHs
        INDEX:	P66W1
      OFFSETS:	0-4
       TOKENS:	P66W1-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(wibAaHis~)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+His~
        GLOSS:	and+[present-tense]+I+feel

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P66W2
      OFFSETS:	5-10
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dAyim_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P66W3
      OFFSETS:	11-13
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الاطفال
     IS_TRANS:	AlATfAl
        INDEX:	P66W4
      OFFSETS:	14-21
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(Al>aTofAl)
          POS:	DET+NOUN
          VOC:	Al+>aTofAl
        GLOSS:	the+child/boy/girl/children/infants

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P66W5
      OFFSETS:	22-25
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بتنزل
     IS_TRANS:	btnzl
        INDEX:	P66W6
      OFFSETS:	26-31
       TOKENS:	P66W8-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(bitinozil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+nozil
        GLOSS:	[present-tense]+it/they/she+descend/stay

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P66W7
      OFFSETS:	32-34
       TOKENS:	P66W10-P66W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	امها
     IS_TRANS:	AmhA
        INDEX:	P66W8
      OFFSETS:	35-39
       TOKENS:	P66W11-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>um~+hA
        GLOSS:	mother/maternal/mothers+its/their/her

 INPUT STRING:	الشغل
     IS_TRANS:	Al$gl
        INDEX:	P66W9
      OFFSETS:	40-45
       TOKENS:	P66W13-P66W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	بتبقى
     IS_TRANS:	btbqY
        INDEX:	P66W10
      OFFSETS:	46-51
       TOKENS:	P66W14-P66W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	واعية
     IS_TRANS:	wAEyp
        INDEX:	P66W11
      OFFSETS:	52-57
       TOKENS:	P66W16-P66W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAEiy_1]
   UNSPLITVOC:	(wAEoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAEoy+ap
        GLOSS:	aware/alert/conscious+[fem.sg.]

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P66W12
      OFFSETS:	58-61
       TOKENS:	P66W17-P66W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	وشاطرة
     IS_TRANS:	w$ATrp
        INDEX:	P66W13
      OFFSETS:	62-68
       TOKENS:	P66W18-P66W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ATir_1]
   UNSPLITVOC:	(wi$ATorap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+$ATor+ap
        GLOSS:	and+clever/smart/cute+[fem.sg.]

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P67W1
      OFFSETS:	0-3
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P67W2
      OFFSETS:	4-6
       TOKENS:	P67W2-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P67W3
      OFFSETS:	7-10
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P67W4
      OFFSETS:	11-14
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	حيصعب
     IS_TRANS:	HySEb
        INDEX:	P67W5
      OFFSETS:	15-20
       TOKENS:	P67W5-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiEib_1]
   UNSPLITVOC:	(HayiSoEab)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+SoEab
        GLOSS:	will+he/it+be difficult

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P67W6
      OFFSETS:	21-26
       TOKENS:	P67W7-P67W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P68W1
      OFFSETS:	0-6
       TOKENS:	P68W1-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaboT_1]
   UNSPLITVOC:	(biAlDaboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DaboT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	غصب
     IS_TRANS:	gSb
        INDEX:	P68W2
      OFFSETS:	7-10
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gaSob_1]
   UNSPLITVOC:	(gaSob)
          POS:	NOUN
          VOC:	gaSob
        GLOSS:	extortion/coercion/usurpation/forcibly/by force

 INPUT STRING:	عنى
     IS_TRANS:	EnY
        INDEX:	P68W3
      OFFSETS:	11-14
       TOKENS:	P68W4-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Ean~_1]
   UNSPLITVOC:	(Ean~iy)
          POS:	PREP+PRON_1S
          VOC:	Ean~+iy
        GLOSS:	(away) from/off/about/on/over+me

 INPUT STRING:	مقدرش
     IS_TRANS:	mqdr$
        INDEX:	P68W4
      OFFSETS:	15-20
       TOKENS:	P68W6-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(mA_Aaqodari$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+qodar+$
        GLOSS:	not+I+be able/be able to/be capable of/no capacity+not

 INPUT STRING:	الاقيه
     IS_TRANS:	AlAqyh
        INDEX:	P68W5
      OFFSETS:	21-27
       TOKENS:	P68W9-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(AalAqiyuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+lAqiy+uh
        GLOSS:	I+meet/encounter/be met/be encountered+it/him

 INPUT STRING:	بيعيط
     IS_TRANS:	byEyT
        INDEX:	P68W6
      OFFSETS:	28-33
       TOKENS:	P68W11-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(biyiEay~aT)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eay~aT
        GLOSS:	[present-tense]+he/it+scream/shout

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P68W7
      OFFSETS:	34-35
       TOKENS:	P68W13-P68W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	مشلوش
     IS_TRANS:	m$lw$
        INDEX:	P68W8
      OFFSETS:	36-41
       TOKENS:	P68W14-P68W14
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(m$lw$)
          POS:	NO_FUNC
          VOC:	m$lw$
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P68W9
      OFFSETS:	42-45
       TOKENS:	P68W15-P68W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P69W1
      OFFSETS:	0-2
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P69W2
      OFFSETS:	3-5
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P69W3
      OFFSETS:	6-8
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P69W4
      OFFSETS:	9-12
       TOKENS:	P69W4-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwm)
          POS:	NOUN
          VOC:	yuwm
        GLOSS:	today/day/some day/ever/days

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P69W5
      OFFSETS:	13-15
       TOKENS:	P69W5-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الايام
     IS_TRANS:	AlAyAm
        INDEX:	P69W6
      OFFSETS:	16-22
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ay~Am_1]
   UNSPLITVOC:	(Al>ay~Am)
          POS:	DET+NOUN
          VOC:	Al+>ay~Am
        GLOSS:	the+period/days

 INPUT STRING:	حيروح
     IS_TRANS:	HyrwH
        INDEX:	P69W7
      OFFSETS:	23-28
       TOKENS:	P69W7-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HayiruwH)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+ruwH
        GLOSS:	will+he/it+begin/go

 INPUT STRING:	المدرسة
     IS_TRANS:	Almdrsp
        INDEX:	P69W8
      OFFSETS:	29-36
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(Almadorasap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+madoras+ap
        GLOSS:	the+school/schools+[fem.sg.]

 INPUT STRING:	وحيقعد
     IS_TRANS:	wHyqEd
        INDEX:	P69W9
      OFFSETS:	37-43
       TOKENS:	P69W10-P69W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(wiHayiqoEud)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+qoEud
        GLOSS:	and+will+he/it+sit down/be seated/remain

 INPUT STRING:	يعيط
     IS_TRANS:	yEyT
        INDEX:	P69W10
      OFFSETS:	44-48
       TOKENS:	P69W13-P69W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(yiEay~aT)
          POS:	IV3MS+IV
          VOC:	yi+Eay~aT
        GLOSS:	he/it+scream/shout

 INPUT STRING:	وعاوزك
     IS_TRANS:	wEAwzk
        INDEX:	P69W11
      OFFSETS:	49-55
       TOKENS:	P69W14-P69W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(waEAwizik)
          POS:	PREP+ADJ+PRON_2FS
          VOC:	wa+EAwiz+ik
        GLOSS:	and+wanting/needing+you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P69W12
      OFFSETS:	56-58
       TOKENS:	P69W17-P69W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P69W13
      OFFSETS:	59-63
       TOKENS:	P69W18-P69W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	حتسبيه
     IS_TRANS:	Htsbyh
        INDEX:	P69W14
      OFFSETS:	64-70
       TOKENS:	P69W19-P69W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(Hatisibiyh)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	Ha+ti+sib+iy+uh
        GLOSS:	will+you+leave+you+it/him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P70W1
      OFFSETS:	0-1
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	امشى
     IS_TRANS:	Am$Y
        INDEX:	P70W2
      OFFSETS:	2-6
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(Aimo$iy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aimo$iy+(null)
        GLOSS:	walk/proceed+you

 INPUT STRING:	
     IS_TRANS:	&#xe058;
        INDEX:	P70W3
      OFFSETS:	6-7
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe058;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

