 INPUT STRING:	سيقي
        INDEX:	P69W6
      OFFSETS:	18-23
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyif_1]
   UNSPLITVOC:	(xAyofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xAyof+ap
        GLOSS:	frightened/fearful/afraid+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P69W7
      OFFSETS:	24-26
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P69W8
      OFFSETS:	27-30
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P70W1
      OFFSETS:	0-4
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AyAm)
          POS:	FOREIGN
          VOC:	AyAm
        GLOSS:	nogloss

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P70W2
      OFFSETS:	5-7
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hr)
          POS:	FOREIGN
          VOC:	Hr
        GLOSS:	nogloss

 INPUT STRING:	بيزيد
     IS_TRANS:	byzyd
        INDEX:	P70W3
      OFFSETS:	8-13
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(byzyd)
          POS:	FOREIGN
          VOC:	byzyd
        GLOSS:	nogloss

 INPUT STRING:	يو
     IS_TRANS:	yw
        INDEX:	P70W4
      OFFSETS:	14-16
       TOKENS:	P70W4-P70W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yw)
          POS:	FOREIGN
          VOC:	yw
        GLOSS:	nogloss

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P70W5
      OFFSETS:	17-19
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	سببورت
     IS_TRANS:	sbbwrt
        INDEX:	P70W6
      OFFSETS:	20-26
       TOKENS:	P70W6-P70W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(sbbwrt)
          POS:	FOREIGN
          VOC:	sbbwrt
        GLOSS:	nogloss

 INPUT STRING:	وعن
     IS_TRANS:	wEn
        INDEX:	P70W7
      OFFSETS:	27-30
       TOKENS:	P70W7-P70W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wEn)
          POS:	FOREIGN
          VOC:	wEn
        GLOSS:	nogloss

 INPUT STRING:	وأتفر
     IS_TRANS:	w>tfr
        INDEX:	P70W8
      OFFSETS:	31-36
       TOKENS:	P70W8-P70W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w>tfr)
          POS:	FOREIGN
          VOC:	w>tfr
        GLOSS:	nogloss

 INPUT STRING:	ديسيسيون
     IS_TRANS:	dysysywn
        INDEX:	P70W9
      OFFSETS:	37-45
       TOKENS:	P70W9-P70W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dysysywn)
          POS:	FOREIGN
          VOC:	dysysywn
        GLOSS:	nogloss

 INPUT STRING:	وتك
     IS_TRANS:	wtk
        INDEX:	P70W10
      OFFSETS:	46-49
       TOKENS:	P70W10-P70W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wtk)
          POS:	FOREIGN
          VOC:	wtk
        GLOSS:	nogloss

 INPUT STRING:	ميرسي
     IS_TRANS:	myrsy
        INDEX:	P71W1
      OFFSETS:	0-5
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyrsiy_1]
   UNSPLITVOC:	(miyrsiy)
          POS:	INTERJ
          VOC:	miyrsiy
        GLOSS:	thanks

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P71W2
      OFFSETS:	6-8
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P71W3
      OFFSETS:	9-11
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	NOUN_PROP
          VOC:	diy
        GLOSS:	Dy (nick name)

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P72W1
      OFFSETS:	0-2
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P72W2
      OFFSETS:	3-6
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P73W1
      OFFSETS:	0-3
       TOKENS:	P73W1-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	تنك
     IS_TRANS:	tnk
        INDEX:	P73W2
      OFFSETS:	4-7
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tnk)
          POS:	FOREIGN
          VOC:	tnk
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P73W3
      OFFSETS:	8-9
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w)
          POS:	FOREIGN
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	حياها
     IS_TRANS:	HyAhA
        INDEX:	P74W1
      OFFSETS:	0-5
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HyAhA)
          POS:	TYPO
          VOC:	HyAhA
        GLOSS:	nogloss

 INPUT STRING:	بن
     IS_TRANS:	bn
        INDEX:	P75W1
      OFFSETS:	0-2
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bn)
          POS:	FOREIGN
          VOC:	bn
        GLOSS:	nogloss

 INPUT STRING:	نويت
     IS_TRANS:	nwyt
        INDEX:	P75W2
      OFFSETS:	3-7
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nwyt)
          POS:	FOREIGN
          VOC:	nwyt
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P76W1
      OFFSETS:	0-1
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بن
     IS_TRANS:	bn
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bn)
          POS:	FOREIGN
          VOC:	bn
        GLOSS:	nogloss

 INPUT STRING:	نويت
     IS_TRANS:	nwyt
        INDEX:	P77W2
      OFFSETS:	3-7
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nwyt)
          POS:	FOREIGN
          VOC:	nwyt
        GLOSS:	nogloss

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P77W3
      OFFSETS:	8-10
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	وتو
     IS_TRANS:	wtw
        INDEX:	P77W4
      OFFSETS:	11-14
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wtw)
          POS:	FOREIGN
          VOC:	wtw
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P77W5
      OFFSETS:	15-16
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P78W1
      OFFSETS:	0-2
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P78W2
      OFFSETS:	2-3
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

