 INPUT STRING:	ك
     IS_TRANS:	?
        INDEX:	P75W8
      OFFSETS:	23-24
       TOKENS:	P75W9-P75W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P75W9
      OFFSETS:	25-29
       TOKENS:	P75W10-P75W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	كالبوزة
     IS_TRANS:	kAlbwzp
        INDEX:	P75W10
      OFFSETS:	30-37
       TOKENS:	P75W12-P75W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAlobuwz_1]
   UNSPLITVOC:	(kAlobuwzap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kAlobuwz+ap
        GLOSS:	fat+[fem.sg.]

 INPUT STRING:	بالمعنى
     IS_TRANS:	bAlmEnY
        INDEX:	P75W11
      OFFSETS:	38-45
       TOKENS:	P75W13-P75W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(biAlmaEonaY)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+maEonaY
        GLOSS:	with/by+the+meaning/sense/meanings/senses/concepts/nuances

 INPUT STRING:	الآخير
     IS_TRANS:	Al|xyr
        INDEX:	P75W12
      OFFSETS:	46-52
       TOKENS:	P75W15-P75W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(Al>axiyr)
          POS:	DET+ADJ
          VOC:	Al+>axiyr
        GLOSS:	the+last/latest/recent/latter/finally/recently/lately

 INPUT STRING:	الليهو
     IS_TRANS:	Allyhw
        INDEX:	P75W13
      OFFSETS:	53-59
       TOKENS:	P75W16-P75W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Allyhw)
          POS:	NO_FUNC
          VOC:	Allyhw
        GLOSS:	nogloss

 INPUT STRING:	سوسة
     IS_TRANS:	swsp
        INDEX:	P75W14
      OFFSETS:	60-64
       TOKENS:	P75W17-P75W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwsap_1]
   UNSPLITVOC:	(suwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suws+ap
        GLOSS:	sousse+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P75W15
      OFFSETS:	65-68
       TOKENS:	P75W18-P75W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P75W16
      OFFSETS:	69-71
       TOKENS:	P75W19-P75W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P75W17
      OFFSETS:	72-76
       TOKENS:	P75W20-P75W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P75W18
      OFFSETS:	77-80
       TOKENS:	P75W21-P75W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor/neither

 INPUT STRING:	سوسة
     IS_TRANS:	swsp
        INDEX:	P75W19
      OFFSETS:	81-85
       TOKENS:	P75W23-P75W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwsap_1]
   UNSPLITVOC:	(suwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suws+ap
        GLOSS:	sousse+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P75W20
      OFFSETS:	86-89
       TOKENS:	P75W24-P75W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor/neither

 INPUT STRING:	كبي
     IS_TRANS:	kby
        INDEX:	P75W21
      OFFSETS:	90-93
       TOKENS:	P75W26-P75W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kby)
          POS:	FOREIGN
          VOC:	kby
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P75W22
      OFFSETS:	94-95
       TOKENS:	P75W27-P75W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P76W1
      OFFSETS:	0-2
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P76W2
      OFFSETS:	3-5
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dy)
          POS:	FOREIGN
          VOC:	dy
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مو
     IS_TRANS:	mw
        INDEX:	P77W2
      OFFSETS:	3-5
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mw)
          POS:	FOREIGN
          VOC:	mw
        GLOSS:	nogloss

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P78W1
      OFFSETS:	0-5
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	doing+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P78W2
      OFFSETS:	6-9
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	جود
     IS_TRANS:	jwd
        INDEX:	P79W1
      OFFSETS:	0-3
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jwd)
          POS:	FOREIGN
          VOC:	jwd
        GLOSS:	nogloss

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P79W2
      OFFSETS:	4-7
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P79W3
      OFFSETS:	8-9
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P80W1
      OFFSETS:	0-4
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P80W2
      OFFSETS:	5-10
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P80W3
      OFFSETS:	11-14
       TOKENS:	P80W3-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P81W1
      OFFSETS:	0-4
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	وطز
     IS_TRANS:	wTz
        INDEX:	P81W2
      OFFSETS:	5-8
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wTz)
          POS:	FOREIGN
          VOC:	wTz
        GLOSS:	nogloss

 INPUT STRING:	أبو
     IS_TRANS:	>bw
        INDEX:	P81W3
      OFFSETS:	9-12
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>bw)
          POS:	FOREIGN
          VOC:	>bw
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P81W4
      OFFSETS:	12-13
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P82W1
      OFFSETS:	0-2
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dh)
          POS:	FOREIGN
          VOC:	dh
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P82W2
      OFFSETS:	3-5
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yA)
          POS:	FOREIGN
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	هايف
     IS_TRANS:	hAyf
        INDEX:	P82W3
      OFFSETS:	6-10
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hAyf)
          POS:	FOREIGN
          VOC:	hAyf
        GLOSS:	nogloss

 INPUT STRING:	نمرة
     IS_TRANS:	nmrp
        INDEX:	P82W4
      OFFSETS:	11-15
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nimrap_1]
   UNSPLITVOC:	(nimrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nimr+ap
        GLOSS:	number+[fem.sg]

 INPUT STRING:	أنكل
     IS_TRANS:	>nkl
        INDEX:	P82W5
      OFFSETS:	16-20
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>nkl)
          POS:	FOREIGN
          VOC:	>nkl
        GLOSS:	nogloss

 INPUT STRING:	بابا
     IS_TRANS:	bAbA
        INDEX:	P82W6
      OFFSETS:	21-25
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb~A_1]
   UNSPLITVOC:	(bAb~A)
          POS:	NOUN
          VOC:	bAb~A
        GLOSS:	Pope/daddy/father

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P82W7
      OFFSETS:	26-28
       TOKENS:	P82W7-P82W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liy_1]
   UNSPLITVOC:	(liy)
          POS:	NOUN_PROP
          VOC:	liy
        GLOSS:	Lee/Li

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P82W8
      OFFSETS:	28-29
       TOKENS:	P82W8-P82W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P83W1
      OFFSETS:	0-3
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P83W2
      OFFSETS:	4-6
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P83W3
      OFFSETS:	7-9
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P83W4
      OFFSETS:	10-13
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P83W5
      OFFSETS:	14-15
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P84W1
      OFFSETS:	0-2
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	مافيهش
     IS_TRANS:	mAfyh$
        INDEX:	P84W2
      OFFSETS:	3-9
       TOKENS:	P84W2-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mAfiy$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+uh+$
        GLOSS:	not+for/to+it/him+not

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P84W3
      OFFSETS:	9-10
       TOKENS:	P84W6-P84W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	بابايا
     IS_TRANS:	bAbAyA
        INDEX:	P84W4
      OFFSETS:	11-17
       TOKENS:	P84W7-P84W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bAbA+iy
        GLOSS:	father+my

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P84W5
      OFFSETS:	18-21
       TOKENS:	P84W9-P84W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P84W6
      OFFSETS:	22-26
       TOKENS:	P84W10-P84W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	needing/liking/requiring/wanting/desiring

 INPUT STRING:	يكلمه
     IS_TRANS:	yklmh
        INDEX:	P84W7
      OFFSETS:	27-32
       TOKENS:	P84W11-P84W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(yikal~imuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+kal~im+uh
        GLOSS:	he/it+talk/speak/talk to+it/him

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P84W8
      OFFSETS:	33-35
       TOKENS:	P84W13-P84W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P85W2
      OFFSETS:	4-8
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	اوصل
     IS_TRANS:	AwSl
        INDEX:	P85W3
      OFFSETS:	9-13
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(AawoSal)
          POS:	IV1S+IV
          VOC:	Aa+woSal
        GLOSS:	I+connect/arrive/reach

 INPUT STRING:	للي
     IS_TRANS:	lly
        INDEX:	P85W4
      OFFSETS:	14-17
       TOKENS:	P85W5-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liy_1]
   UNSPLITVOC:	(liliy)
          POS:	PREP+NOUN_PROP
          VOC:	li+liy
        GLOSS:	for/to+Lee/Li

 INPUT STRING:	وجيت
     IS_TRANS:	wjyt
        INDEX:	P86W1
      OFFSETS:	0-4
       TOKENS:	P86W1-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(wijiyt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+jiy+t
        GLOSS:	and+came/come+I

 INPUT STRING:	أكلم
     IS_TRANS:	>klm
        INDEX:	P86W2
      OFFSETS:	5-9
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~im)
          POS:	IV1S+IV
          VOC:	Aa+kal~im
        GLOSS:	I+talk/speak/talk to

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P86W3
      OFFSETS:	10-14
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P86W4
      OFFSETS:	15-18
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P86W5
      OFFSETS:	19-22
       TOKENS:	P86W6-P86W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyh)
          POS:	FOREIGN
          VOC:	fyh
        GLOSS:	nogloss

 INPUT STRING:	قالي
     IS_TRANS:	qAly
        INDEX:	P86W6
      OFFSETS:	23-27
       TOKENS:	P86W7-P86W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl~iy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	qAl+(null)+li+iy
        GLOSS:	say+he/it+to/for+me

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P86W7
      OFFSETS:	28-30
       TOKENS:	P86W10-P86W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hy)
          POS:	FOREIGN
          VOC:	hy
        GLOSS:	nogloss

 INPUT STRING:	دويسنعت
     IS_TRANS:	dwysnEt
        INDEX:	P86W8
      OFFSETS:	31-38
       TOKENS:	P86W11-P86W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dwysnEt)
          POS:	FOREIGN
          VOC:	dwysnEt
        GLOSS:	nogloss

 INPUT STRING:	فيل
     IS_TRANS:	fyl
        INDEX:	P86W9
      OFFSETS:	39-42
       TOKENS:	P86W12-P86W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyl)
          POS:	FOREIGN
          VOC:	fyl
        GLOSS:	nogloss

 INPUT STRING:	جود
     IS_TRANS:	jwd
        INDEX:	P86W10
      OFFSETS:	43-46
       TOKENS:	P86W13-P86W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jwd)
          POS:	FOREIGN
          VOC:	jwd
        GLOSS:	nogloss

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P86W11
      OFFSETS:	47-50
       TOKENS:	P86W14-P86W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(End)
          POS:	FOREIGN
          VOC:	End
        GLOSS:	nogloss

 INPUT STRING:	دويسنعت
     IS_TRANS:	dwysnEt
        INDEX:	P86W12
      OFFSETS:	51-58
