 INPUT STRING:	ريم
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.pl.]

 INPUT STRING:	بيبقوا
     IS_TRANS:	bybqwA
        INDEX:	P49W3
      OFFSETS:	11-17
       TOKENS:	P49W4-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(biyiboquwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+boq+uwA
        GLOSS:	[present-tense]+they+become/begin/start/be/begin a new day+we

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P49W4
      OFFSETS:	18-24
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	needing/liking/requiring/wanting/desiring+MASC_PL

 INPUT STRING:	يكتبوا
     IS_TRANS:	yktbwA
        INDEX:	P49W5
      OFFSETS:	25-31
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(yikotibuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+kotib+uwA
        GLOSS:	they+write/be written/be fated/be destined+we

 INPUT STRING:	ادوية
     IS_TRANS:	Adwyp
        INDEX:	P49W6
      OFFSETS:	32-37
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawA_1]
   UNSPLITVOC:	(Adowiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Adowiy+ap
        GLOSS:	medicine+[fem.sg.]

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P49W7
      OFFSETS:	38-42
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P49W8
      OFFSETS:	43-48
       TOKENS:	P49W10-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+its/their/her

 INPUT STRING:	متنفعش
     IS_TRANS:	mtnfE$
        INDEX:	P49W9
      OFFSETS:	49-55
       TOKENS:	P49W12-P49W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(mA_tinofaE$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	mA+ti+nofaE+$
        GLOSS:	not+it/they/she+be of use+not

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P49W10
      OFFSETS:	56-58
       TOKENS:	P49W15-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الحمل
     IS_TRANS:	AlHml
        INDEX:	P49W11
      OFFSETS:	59-64
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamol_1]
   UNSPLITVOC:	(AlHamol)
          POS:	DET+NOUN
          VOC:	Al+Hamol
        GLOSS:	the+carrying/urging/compelling/forcing/pregnancy

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P49W12
      OFFSETS:	65-69
       TOKENS:	P49W17-P49W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P50W1
      OFFSETS:	0-3
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P50W2
      OFFSETS:	4-7
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	باقوم
     IS_TRANS:	bAqwm
        INDEX:	P50W3
      OFFSETS:	8-13
       TOKENS:	P50W3-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(bAaquwm)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwm
        GLOSS:	[present-tense]+I+undertake/carry out/rise/stand/get up/do/be based (on)

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P50W4
      OFFSETS:	14-16
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	النوم
     IS_TRANS:	Alnwm
        INDEX:	P50W5
      OFFSETS:	17-22
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawm_1]
   UNSPLITVOC:	(Alnawm)
          POS:	DET+NOUN
          VOC:	Al+nawm
        GLOSS:	the+sleep

 INPUT STRING:	بلاقي
     IS_TRANS:	blAqy
        INDEX:	P50W6
      OFFSETS:	23-28
       TOKENS:	P50W7-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(bAalAqiy)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+lAqiy
        GLOSS:	[present-tense]+I+meet/encounter/be met/be encountered

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P50W7
      OFFSETS:	29-30
       TOKENS:	P50W9-P50W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	ريالة
     IS_TRANS:	ryAlp
        INDEX:	P50W8
      OFFSETS:	31-36
       TOKENS:	P50W10-P50W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyAlap_1]
   UNSPLITVOC:	(riyAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	riyAl+ap
        GLOSS:	dribble+[fem.sg.]

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P50W9
      OFFSETS:	36-37
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P50W10
      OFFSETS:	38-42
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_1]
   UNSPLITVOC:	(kaviyr)
          POS:	ADJ
          VOC:	kaviyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	نزلت
     IS_TRANS:	nzlt
        INDEX:	P50W11
      OFFSETS:	43-47
       TOKENS:	P50W13-P50W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizolit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	nizol+it
        GLOSS:	descend/come/desend/stay+it/they/she

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P50W12
      OFFSETS:	48-50
       TOKENS:	P50W14-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P50W13
      OFFSETS:	51-54
       TOKENS:	P50W15-P50W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buq~_1]
   UNSPLITVOC:	(buq~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	buq~+iy
        GLOSS:	mouth+my

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P51W1
      OFFSETS:	0-3
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P51W2
      OFFSETS:	4-6
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P51W3
      OFFSETS:	7-11
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	سببها
     IS_TRANS:	sbbhA
        INDEX:	P51W4
      OFFSETS:	12-17
       TOKENS:	P51W4-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sababhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	sabab+hA
        GLOSS:	reason/cause/because of/due to/reasons/causes/circumstances+its/their/her

 INPUT STRING:	البكتريا
     IS_TRANS:	AlbktryA
        INDEX:	P51W5
      OFFSETS:	18-26
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAkotiyriyA_1]
   UNSPLITVOC:	(AlbakotiriyA)
          POS:	DET+NOUN
          VOC:	Al+bakotiriyA
        GLOSS:	the+bacteria

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عمري
     IS_TRANS:	Emry
        INDEX:	P52W2
      OFFSETS:	4-8
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eumor+iy
        GLOSS:	age/life/ages/age groups+my

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P52W3
      OFFSETS:	9-11
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_3]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P52W4
      OFFSETS:	12-15
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P52W5
      OFFSETS:	16-19
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P53W2
      OFFSETS:	5-9
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	الادوية
     IS_TRANS:	AlAdwyp
        INDEX:	P53W3
      OFFSETS:	10-17
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawA_1]
   UNSPLITVOC:	(AlAdowiyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Adowiy+ap
        GLOSS:	the+medicine+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P53W4
      OFFSETS:	18-20
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P53W5
      OFFSETS:	21-25
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(tigay~ar)
          POS:	IV3FS+IV
          VOC:	ti+gay~ar
        GLOSS:	it/they/she+change/modify

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P53W6
      OFFSETS:	26-30
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government/regimes/governments/systems/methodology/system/order

 INPUT STRING:	الأكل
     IS_TRANS:	Al>kl
        INDEX:	P53W7
      OFFSETS:	31-36
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akol_1]
   UNSPLITVOC:	(Al>akol)
          POS:	DET+NOUN
          VOC:	Al+>akol
        GLOSS:	the+eating/consumption/food/meal

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P53W8
      OFFSETS:	37-41
       TOKENS:	P53W8-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	مغيرة
     IS_TRANS:	mgyrp
        INDEX:	P53W9
      OFFSETS:	42-47
       TOKENS:	P53W10-P53W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[migayr_1]
   UNSPLITVOC:	(migayrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	migayr+ap
        GLOSS:	changing+[fem.sg.]

 INPUT STRING:	بقك
     IS_TRANS:	bqk
        INDEX:	P53W10
      OFFSETS:	48-51
       TOKENS:	P53W11-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buq~_1]
   UNSPLITVOC:	(buq~ik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	buq~+ik
        GLOSS:	mouth+your

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P53W11
      OFFSETS:	52-53
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ومع
     IS_TRANS:	wmE
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(wimaE)
          POS:	CONJ+NOUN
          VOC:	wi+maEa
        GLOSS:	and+with

 INPUT STRING:	وجود
     IS_TRANS:	wjwd
        INDEX:	P54W2
      OFFSETS:	4-8
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwd)
          POS:	NOUN
          VOC:	wujuwd
        GLOSS:	presence/existence

 INPUT STRING:	جير
     IS_TRANS:	jyr
        INDEX:	P54W3
      OFFSETS:	9-12
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyr_1]
   UNSPLITVOC:	(jiyr)
          POS:	NOUN
          VOC:	jiyr
        GLOSS:	lime

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P54W4
      OFFSETS:	13-14
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P54W5
      OFFSETS:	15-20
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P54W6
      OFFSETS:	21-23
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بكتريا
     IS_TRANS:	bktryA
        INDEX:	P54W7
      OFFSETS:	24-30
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAkotiyriyA_1]
   UNSPLITVOC:	(bakotiriyA)
          POS:	NOUN
          VOC:	bakotiriyA
        GLOSS:	bacteria

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	استمر
     IS_TRANS:	Astmr
        INDEX:	P55W2
      OFFSETS:	4-9
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(Aisotamar~)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aisotamar~+(null)
        GLOSS:	last (time)/continue+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P55W3
      OFFSETS:	10-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المضمضة
     IS_TRANS:	AlmDmDp
        INDEX:	P55W4
      OFFSETS:	14-21
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDomaDap_1]
   UNSPLITVOC:	(AlmaDomaDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maDomaD+ap
        GLOSS:	the+rinsing/gargling+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P55W5
      OFFSETS:	21-22
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بتستخدميها
     IS_TRANS:	btstxdmyhA
        INDEX:	P56W2
      OFFSETS:	5-15
       TOKENS:	P56W2-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaxodim_1]
   UNSPLITVOC:	(bitisotaxodimiyhA)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3FS
          VOC:	bi+ti+sotaxodim+iy+hA
        GLOSS:	[present-tense]+you+employ/utilize/use+you+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W3
      OFFSETS:	16-18
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P56W4
      OFFSETS:	19-21
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN
          VOC:	qad~
        GLOSS:	size/physique

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P56W5
      OFFSETS:	22-25
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P56W6
      OFFSETS:	26-27
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P57W1
      OFFSETS:	0-6
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimobAriH_1]
   UNSPLITVOC:	(AimobAriH)
          POS:	NOUN
          VOC:	AimobAriH
        GLOSS:	yesterday

 INPUT STRING:	أه
     IS_TRANS:	>h
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Auh_1]
   UNSPLITVOC:	(Auh)
          POS:	INTERJ
          VOC:	Auh
        GLOSS:	ah/qh

 INPUT STRING:	استمري
     IS_TRANS:	Astmry
        INDEX:	P58W2
