 INPUT STRING:	مع
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P120W2
      OFFSETS:	4-7
       TOKENS:	P120W2-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عبيط
     IS_TRANS:	EbyT
        INDEX:	P120W3
      OFFSETS:	8-12
       TOKENS:	P120W3-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EabiyT_1]
   UNSPLITVOC:	(EabiyT)
          POS:	ADJ
          VOC:	EabiyT
        GLOSS:	fool/fools/prematurely dead/fresh

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P120W4
      OFFSETS:	13-17
       TOKENS:	P120W4-P120W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P120W5
      OFFSETS:	18-19
       TOKENS:	P120W5-P120W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عبيط
     IS_TRANS:	EbyT
        INDEX:	P121W1
      OFFSETS:	0-4
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EabiyT_1]
   UNSPLITVOC:	(EabiyT)
          POS:	ADJ
          VOC:	EabiyT
        GLOSS:	fool/fools/prematurely dead/fresh

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P121W2
      OFFSETS:	5-9
       TOKENS:	P121W2-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P121W3
      OFFSETS:	10-11
       TOKENS:	P121W3-P121W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	شفتي
     IS_TRANS:	$fty
        INDEX:	P122W1
      OFFSETS:	0-4
       TOKENS:	P122W1-P122W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	$uf+tiy
        GLOSS:	look+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P122W2
      OFFSETS:	5-8
       TOKENS:	P122W2-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P122W3
      OFFSETS:	8-9
       TOKENS:	P122W3-P122W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P123W1
      OFFSETS:	0-3
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P123W2
      OFFSETS:	4-6
       TOKENS:	P123W2-P123W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	عبيط
     IS_TRANS:	EbyT
        INDEX:	P124W1
      OFFSETS:	0-4
       TOKENS:	P124W1-P124W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EabiyT_1]
   UNSPLITVOC:	(EabiyT)
          POS:	ADJ
          VOC:	EabiyT
        GLOSS:	fool/fools/prematurely dead/fresh

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P124W2
      OFFSETS:	5-9
       TOKENS:	P124W2-P124W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P124W3
      OFFSETS:	10-12
       TOKENS:	P124W3-P124W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P124W4
      OFFSETS:	13-14
       TOKENS:	P124W4-P124W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P124W5
      OFFSETS:	15-16
       TOKENS:	P124W5-P124W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P125W1
      OFFSETS:	0-2
       TOKENS:	P125W1-P125W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P125W2
      OFFSETS:	3-7
       TOKENS:	P125W2-P125W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P125W3
      OFFSETS:	8-9
       TOKENS:	P125W3-P125W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P126W1
      OFFSETS:	0-5
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P126W2
      OFFSETS:	6-10
       TOKENS:	P126W2-P126W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P126W3
      OFFSETS:	11-16
       TOKENS:	P126W3-P126W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P126W4
      OFFSETS:	17-21
       TOKENS:	P126W4-P126W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P127W1
      OFFSETS:	0-5
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P127W2
      OFFSETS:	6-9
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P128W1
      OFFSETS:	0-4
       TOKENS:	P128W1-P128W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P128W2
      OFFSETS:	5-6
       TOKENS:	P128W2-P128W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أهبل
     IS_TRANS:	>hbl
        INDEX:	P129W1
      OFFSETS:	0-4
       TOKENS:	P129W1-P129W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(>ahobal)
          POS:	ADJ
          VOC:	>ahobal
        GLOSS:	dim-witted/imbecile/imbeciles

 INPUT STRING:	وديني
     IS_TRANS:	wdyny
        INDEX:	P129W2
      OFFSETS:	5-10
       TOKENS:	P129W2-P129W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(widiyniy)
          POS:	CONJ+ADJ
          VOC:	wi+diyniy
        GLOSS:	and+greedy

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P129W3
      OFFSETS:	11-12
       TOKENS:	P129W4-P129W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P130W1
      OFFSETS:	0-3
       TOKENS:	P130W1-P130W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	سميلي
     IS_TRANS:	smyly
        INDEX:	P130W2
      OFFSETS:	4-9
       TOKENS:	P130W2-P130W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(smyly)
          POS:	FOREIGN
          VOC:	smyly
        GLOSS:	nogloss

 INPUT STRING:	والنبي
     IS_TRANS:	wAlnby
        INDEX:	P130W3
      OFFSETS:	10-16
       TOKENS:	P130W3-P130W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nabiy~_1]
   UNSPLITVOC:	(win~abiy~)
          POS:	PREP+DET+NOUN
          VOC:	wa+Al+nabiy~
        GLOSS:	with/by+the+prophet

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P130W4
      OFFSETS:	17-18
       TOKENS:	P130W5-P130W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حاضر
     IS_TRANS:	HADr
        INDEX:	P131W1
      OFFSETS:	0-4
       TOKENS:	P131W1-P131W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADir)
          POS:	ADJ
          VOC:	HADir
        GLOSS:	present/attending

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P131W2
      OFFSETS:	5-6
       TOKENS:	P131W2-P131W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P132W1
      OFFSETS:	0-3
       TOKENS:	P132W1-P132W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P132W2
      OFFSETS:	4-7
       TOKENS:	P132W2-P132W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P132W3
      OFFSETS:	8-13
       TOKENS:	P132W3-P132W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P132W4
      OFFSETS:	14-15
       TOKENS:	P132W5-P132W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P133W1
      OFFSETS:	0-5
       TOKENS:	P133W1-P133W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P133W2
      OFFSETS:	6-11
       TOKENS:	P133W2-P133W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P133W3
      OFFSETS:	12-13
       TOKENS:	P133W4-P133W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حيح
     IS_TRANS:	HyH
        INDEX:	P134W1
      OFFSETS:	0-3
       TOKENS:	P134W1-P134W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HiyH_1]
   UNSPLITVOC:	(HiyH)
          POS:	INTERJ
          VOC:	HiyH
        GLOSS:	heh

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P135W1
      OFFSETS:	0-4
       TOKENS:	P135W1-P135W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	أحسن
     IS_TRANS:	>Hsn
        INDEX:	P135W2
      OFFSETS:	5-9
       TOKENS:	P135W2-P135W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P135W3
      OFFSETS:	9-10
       TOKENS:	P135W3-P135W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P136W1
      OFFSETS:	0-2
       TOKENS:	P136W1-P136W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اشطة
     IS_TRANS:	A$Tp
        INDEX:	P136W2
      OFFSETS:	3-7
       TOKENS:	P136W2-P136W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P136W3
      OFFSETS:	8-9
       TOKENS:	P136W3-P136W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P136W4
      OFFSETS:	10-13
       TOKENS:	P136W4-P136W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P136W5
      OFFSETS:	14-18
       TOKENS:	P136W5-P136W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baq+iyt
        GLOSS:	become/begin/start/be/begin a new day+I

 INPUT STRING:	متنكدة
     IS_TRANS:	mtnkdp
        INDEX:	P136W6
      OFFSETS:	19-25
       TOKENS:	P136W6-P136W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mitonakid_1]
   UNSPLITVOC:	(mitonakidap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mitonakid+ap
        GLOSS:	sad+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P137W1
      OFFSETS:	0-3
       TOKENS:	P137W1-P137W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P137W2
      OFFSETS:	4-6
       TOKENS:	P137W2-P137W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>n)
          POS:	FOREIGN
          VOC:	>n
        GLOSS:	nogloss

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P137W3
      OFFSETS:	7-9
       TOKENS:	P137W3-P137W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(zy)
          POS:	FOREIGN
          VOC:	zy
        GLOSS:	nogloss

 INPUT STRING:	كلب
     IS_TRANS:	klb
        INDEX:	P137W4
      OFFSETS:	10-13
       TOKENS:	P137W4-P137W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(klb)
          POS:	FOREIGN
          VOC:	klb
        GLOSS:	nogloss

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P138W1
      OFFSETS:	0-4
       TOKENS:	P138W1-P138W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laugh

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P138W2
      OFFSETS:	5-9
       TOKENS:	P138W2-P138W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P139W1
      OFFSETS:	0-2
       TOKENS:	P139W1-P139W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P139W2
      OFFSETS:	3-8
       TOKENS:	P139W2-P139W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P139W3
      OFFSETS:	9-11
       TOKENS:	P139W4-P139W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P139W4
      OFFSETS:	12-14
       TOKENS:	P139W6-P139W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P139W5
      OFFSETS:	15-18
       TOKENS:	P139W7-P139W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	المركب
     IS_TRANS:	Almrkb
        INDEX:	P139W6
      OFFSETS:	19-25
       TOKENS:	P139W8-P139W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marokib_1]
   UNSPLITVOC:	(Almarokib)
          POS:	DET+NOUN
          VOC:	Al+marokib
        GLOSS:	the+vessels/ships

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P139W7
      OFFSETS:	26-30
       TOKENS:	P139W9-P139W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P139W8
      OFFSETS:	31-32
       TOKENS:	P139W10-P139W10
