 INPUT STRING:	ايه
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P101W1
      OFFSETS:	0-4
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	بليل
     IS_TRANS:	blyl
        INDEX:	P101W2
      OFFSETS:	5-9
       TOKENS:	P101W3-P101W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layl_1]
   UNSPLITVOC:	(bilayl)
          POS:	PREP+NOUN
          VOC:	bi+layl
        GLOSS:	with/by+night/nighttime/at night/by night

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P101W3
      OFFSETS:	10-11
       TOKENS:	P101W5-P101W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P102W1
      OFFSETS:	0-2
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P102W2
      OFFSETS:	3-7
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P102W3
      OFFSETS:	8-11
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P103W1
      OFFSETS:	0-2
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	بليل
     IS_TRANS:	blyl
        INDEX:	P103W2
      OFFSETS:	3-7
       TOKENS:	P103W2-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layl_1]
   UNSPLITVOC:	(bilayl)
          POS:	PREP+NOUN
          VOC:	bi+layl
        GLOSS:	with/by+night/nighttime/at night/by night

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P104W1
      OFFSETS:	0-4
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	INTERJ
          VOC:	mA$iy
        GLOSS:	okey/ok

 INPUT STRING:	هكلمك
     IS_TRANS:	hklmk
        INDEX:	P105W1
      OFFSETS:	0-5
       TOKENS:	P105W1-P105W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak+you

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P105W2
      OFFSETS:	6-9
       TOKENS:	P105W4-P105W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P105W3
      OFFSETS:	10-14
       TOKENS:	P105W5-P105W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P105W4
      OFFSETS:	15-19
       TOKENS:	P105W6-P105W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P105W5
      OFFSETS:	20-22
       TOKENS:	P105W8-P105W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	طيقك
     IS_TRANS:	Tyqk
        INDEX:	P105W6
      OFFSETS:	23-27
       TOKENS:	P105W9-P105W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAyiq_1]
   UNSPLITVOC:	(TAyqik)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_2FS
          VOC:	TAyiq+ap+ik
        GLOSS:	bearing/carrying on+[fem.sg.]+you [fem.sg.]

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P106W1
      OFFSETS:	0-4
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eimil_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	Eamal+t
        GLOSS:	function/make/act/be done/do/did+you

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P106W2
      OFFSETS:	5-7
       TOKENS:	P106W2-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P106W3
      OFFSETS:	8-10
       TOKENS:	P106W3-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	ha (laugh)/ha/oh/laughter/haha/express happiness/laugh

 INPUT STRING:	هاهاها
     IS_TRANS:	hAhAhA
        INDEX:	P107W1
      OFFSETS:	0-6
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hAhAhA)
          POS:	INTERJ
          VOC:	hA
        GLOSS:	laugh

 INPUT STRING:	عك
     IS_TRANS:	Ek
        INDEX:	P107W2
      OFFSETS:	7-9
       TOKENS:	P107W2-P107W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ek)
          POS:	TYPO
          VOC:	Ek
        GLOSS:	nogloss

 INPUT STRING:	كلمني
     IS_TRANS:	klmny
        INDEX:	P107W3
      OFFSETS:	10-15
       TOKENS:	P107W3-P107W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	kal~im+(null)+niy
        GLOSS:	talk/speak+you+me

 INPUT STRING:	هبله
     IS_TRANS:	hblh
        INDEX:	P108W1
      OFFSETS:	0-4
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(habolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	habol+ap
        GLOSS:	dim-witted/imbecile/imbeciles+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P108W2
      OFFSETS:	5-7
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	باحبك
     IS_TRANS:	bAHbk
        INDEX:	P108W3
      OFFSETS:	8-13
       TOKENS:	P108W3-P108W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ik)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	bi+Aa+Hib~+ik
        GLOSS:	[present-tense]+I+love/like/want+you

 INPUT STRING:	مجنونه
     IS_TRANS:	mjnwnh
        INDEX:	P109W1
      OFFSETS:	0-6
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majonuwn_1]
   UNSPLITVOC:	(majonuwnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	majonuwn+ap
        GLOSS:	crazy/insane/mad/crazy men/madmen+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P109W2
      OFFSETS:	7-9
       TOKENS:	P109W2-P109W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بعشقك
     IS_TRANS:	bE$qk
        INDEX:	P109W3
      OFFSETS:	10-15
       TOKENS:	P109W3-P109W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ei$iq_1]
   UNSPLITVOC:	(bAaE$aqik)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	bi+Aa+E$q+ik
        GLOSS:	[present-tense]+I+love/adore+you

 INPUT STRING:	مبوز
     IS_TRANS:	mbwz
        INDEX:	P110W1
      OFFSETS:	0-4
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mibaw~aZ_1]
   UNSPLITVOC:	(mibaw~aZ)
          POS:	ADJ
          VOC:	mibaw~aZ
        GLOSS:	corrupt

 INPUT STRING:	شكل
     IS_TRANS:	$kl
        INDEX:	P110W2
      OFFSETS:	5-8
       TOKENS:	P110W2-P110W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akol)
          POS:	NOUN
          VOC:	$akol
        GLOSS:	manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P110W3
      OFFSETS:	9-11
       TOKENS:	P110W3-P110W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P110W4
      OFFSETS:	12-15
       TOKENS:	P110W4-P110W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(drs)
          POS:	FOREIGN
          VOC:	drs
        GLOSS:	nogloss

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P110W5
      OFFSETS:	16-17
       TOKENS:	P110W5-P110W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P111W1
      OFFSETS:	0-1
       TOKENS:	P111W1-P111W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	مده
     IS_TRANS:	mdh
        INDEX:	P111W2
      OFFSETS:	1-4
       TOKENS:	P111W2-P111W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mdh)
          POS:	FOREIGN
          VOC:	mdh
        GLOSS:	nogloss

 INPUT STRING:	امتد
     IS_TRANS:	Amtd
        INDEX:	P111W3
      OFFSETS:	5-9
       TOKENS:	P111W3-P111W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Amtd)
          POS:	FOREIGN
          VOC:	Amtd
        GLOSS:	nogloss

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P111W4
      OFFSETS:	9-10
       TOKENS:	P111W4-P111W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(>)
          POS:	PUNC
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	حلوو
     IS_TRANS:	Hlww
        INDEX:	P112W1
      OFFSETS:	0-4
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	مبوز
     IS_TRANS:	mbwz
        INDEX:	P113W1
      OFFSETS:	0-4
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mibaw~aZ_1]
   UNSPLITVOC:	(mibaw~aZ)
          POS:	ADJ
          VOC:	mibaw~aZ
        GLOSS:	corrupt

 INPUT STRING:	شكل
     IS_TRANS:	$kl
        INDEX:	P113W2
      OFFSETS:	5-8
       TOKENS:	P113W2-P113W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akol)
          POS:	NOUN
          VOC:	$akol
        GLOSS:	manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P113W3
      OFFSETS:	9-11
       TOKENS:	P113W3-P113W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P113W4
      OFFSETS:	12-15
       TOKENS:	P113W4-P113W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(drs)
          POS:	FOREIGN
          VOC:	drs
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P113W5
      OFFSETS:	16-17
       TOKENS:	P113W5-P113W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P113W6
      OFFSETS:	18-19
       TOKENS:	P113W6-P113W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P113W7
      OFFSETS:	20-21
       TOKENS:	P113W7-P113W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P113W8
      OFFSETS:	22-24
       TOKENS:	P113W8-P113W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P113W9
      OFFSETS:	25-29
       TOKENS:	P113W9-P113W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	اعمل
     IS_TRANS:	AEml
        INDEX:	P113W10
      OFFSETS:	30-34
       TOKENS:	P113W10-P113W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AaEomil)
          POS:	IV1S+IV
          VOC:	Aa+Eomil
        GLOSS:	I+function/make/act/do

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P113W11
      OFFSETS:	35-38
       TOKENS:	P113W11-P113W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P114W1
      OFFSETS:	0-3
       TOKENS:	P114W1-P114W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why/like this

 INPUT STRING:	مقفلوش
     IS_TRANS:	mqflw$
        INDEX:	P114W2
      OFFSETS:	4-10
       TOKENS:	P114W2-P114W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(mAaqfiluh$)
          POS:	NEG_PART+IV1S+IV+IVSUFF_DO:3MS+NEG_PART
          VOC:	mA+Aa+qfil+uh+$
        GLOSS:	not+I+close+it/him+not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P114W3
      OFFSETS:	11-13
       TOKENS:	P114W6-P114W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بعده
     IS_TRANS:	bEdh
        INDEX:	P114W4
      OFFSETS:	14-18
       TOKENS:	P114W7-P114W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baED_1]
   UNSPLITVOC:	(baEDuh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	baED+uh
        GLOSS:	some+his/its

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P114W5
      OFFSETS:	19-23
       TOKENS:	P114W9-P114W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P114W6
      OFFSETS:	24-25
       TOKENS:	P114W10-P114W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P115W1
      OFFSETS:	0-3
       TOKENS:	P115W1-P115W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P115W2
      OFFSETS:	4-5
       TOKENS:	P115W2-P115W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P116W1
      OFFSETS:	0-4
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	بدل
     IS_TRANS:	bdl
        INDEX:	P116W2
      OFFSETS:	5-8
       TOKENS:	P116W2-P116W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badal_1]
   UNSPLITVOC:	(badal)
          POS:	NOUN
          VOC:	badal
        GLOSS:	substitute/substitutes/instead of/in lieu of

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P116W3
      OFFSETS:	9-11
       TOKENS:	P116W3-P116W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P116W4
      OFFSETS:	12-15
       TOKENS:	P116W4-P116W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P116W5
      OFFSETS:	16-18
       TOKENS:	P116W5-P116W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P117W1
      OFFSETS:	0-2
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huwa_1]
   UNSPLITVOC:	(huwa)
          POS:	PRON_3MS
          VOC:	huwa
        GLOSS:	it/he

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P117W2
      OFFSETS:	3-5
       TOKENS:	P117W2-P117W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	ن
     IS_TRANS:	n
        INDEX:	P117W3
      OFFSETS:	6-7
       TOKENS:	P117W3-P117W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(n)
          POS:	NO_FUNC
          VOC:	n
        GLOSS:	nogloss

 INPUT STRING:	e
     IS_TRANS:	e
        INDEX:	P117W4
      OFFSETS:	7-8
       TOKENS:	P117W4-P117W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(e)
          POS:	TRANSLIT_ERR
          VOC:	e
        GLOSS:	e

 INPUT STRING:	شكليني
     IS_TRANS:	$klyny
        INDEX:	P117W5
      OFFSETS:	8-14
       TOKENS:	P117W5-P117W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	($klyny)
          POS:	TYPO
          VOC:	$klyny
        GLOSS:	nogloss

 INPUT STRING:	بتاعت
     IS_TRANS:	btAEt
        INDEX:	P117W6
      OFFSETS:	15-20
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
