 INPUT STRING:	الستودينت
 INPUT STRING:	حأدعي
     IS_TRANS:	H>dEy
        INDEX:	P99W1
      OFFSETS:	0-5
       TOKENS:	P99W1-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(HaAadoEiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+doEiy
        GLOSS:	will+I+call/invite/be called/be invited

 INPUT STRING:	وأصلي
     IS_TRANS:	w>Sly
        INDEX:	P99W2
      OFFSETS:	6-11
       TOKENS:	P99W3-P99W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(wiAaSal~iy)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Sal~iy
        GLOSS:	and+I+pray/worship/be worshiped/be prayed

 INPUT STRING:	حاضر
     IS_TRANS:	HADr
        INDEX:	P99W3
      OFFSETS:	12-16
       TOKENS:	P99W5-P99W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADir)
          POS:	ADJ
          VOC:	HADir
        GLOSS:	present/attending

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P99W4
      OFFSETS:	17-18
       TOKENS:	P99W6-P99W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	INTERJ
          VOC:	mA$iy
        GLOSS:	ok

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P100W2
      OFFSETS:	5-7
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ستي
     IS_TRANS:	sty
        INDEX:	P100W3
      OFFSETS:	8-11
       TOKENS:	P100W3-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	sit~+iy
        GLOSS:	lady/miss/ladies/misses+my

 INPUT STRING:	حتنام
     IS_TRANS:	HtnAm
        INDEX:	P101W1
      OFFSETS:	0-5
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HatinAm)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+nAm
        GLOSS:	will+you+sleep/lie down

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P101W2
      OFFSETS:	6-7
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P102W1
      OFFSETS:	0-2
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P102W2
      OFFSETS:	3-6
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	بدرى
     IS_TRANS:	bdrY
        INDEX:	P102W3
      OFFSETS:	7-11
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badoriy_1]
   UNSPLITVOC:	(badoriy)
          POS:	ADV
          VOC:	badoriy
        GLOSS:	early/some time ago

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P103W1
      OFFSETS:	0-4
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وحأرد
     IS_TRANS:	wH>rd
        INDEX:	P103W2
      OFFSETS:	5-10
       TOKENS:	P103W2-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(wiHaAarud~)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+rud~
        GLOSS:	and+will+I+answer/reply/return/be returned/be given back

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P103W3
      OFFSETS:	11-15
       TOKENS:	P103W5-P103W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P104W1
      OFFSETS:	0-4
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	INTERJ
          VOC:	mA$iy
        GLOSS:	ok

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P104W2
      OFFSETS:	4-5
       TOKENS:	P104W2-P104W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	حأستناكي
     IS_TRANS:	H>stnAky
        INDEX:	P104W3
      OFFSETS:	6-14
       TOKENS:	P104W3-P104W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(HaAasotan~Akiy)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+sotan~A+ik
        GLOSS:	will+I+expect/wait for/be expected/be waited for/keep waiting for a long time/wait+you

 INPUT STRING:	آمين
     IS_TRANS:	|myn
        INDEX:	P105W1
      OFFSETS:	0-4
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|amiyn_1]
   UNSPLITVOC:	(|amiyn)
          POS:	VERB
          VOC:	|amiyn
        GLOSS:	amen!/respond/answer

 INPUT STRING:	خيري
     IS_TRANS:	xyry
        INDEX:	P106W1
      OFFSETS:	0-4
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayriy_1]
   UNSPLITVOC:	(xayriy)
          POS:	NOUN_PROP
          VOC:	xayriy
        GLOSS:	Khairi/Khairy

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P106W2
      OFFSETS:	5-9
       TOKENS:	P106W2-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV2MS+IV
          VOC:	ti+Eoraf
        GLOSS:	you+know

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P106W3
      OFFSETS:	10-12
       TOKENS:	P106W3-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	خيري
     IS_TRANS:	xyry
        INDEX:	P106W4
      OFFSETS:	13-17
       TOKENS:	P106W4-P106W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayriy_1]
   UNSPLITVOC:	(xayriy)
          POS:	NOUN_PROP
          VOC:	xayriy
        GLOSS:	Khairi/Khairy

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P106W5
      OFFSETS:	18-22
       TOKENS:	P106W5-P106W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	لايقة
     IS_TRANS:	lAyqp
        INDEX:	P106W6
      OFFSETS:	23-28
       TOKENS:	P106W7-P106W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lAyiq_1]
   UNSPLITVOC:	(lAyoqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAyoq+ap
        GLOSS:	be suitable for+[fem.sg.]

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P106W7
      OFFSETS:	29-33
       TOKENS:	P106W8-P106W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	NOUN_QUANT
          VOC:	>akovar
        GLOSS:	more/most

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P106W8
      OFFSETS:	33-34
       TOKENS:	P106W9-P106W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	النهارده
     IS_TRANS:	AlnhArdh
        INDEX:	P107W1
      OFFSETS:	0-8
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodap_1]
   UNSPLITVOC:	(AlnahArodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nahArod+ap
        GLOSS:	the+this day/morning/day/today+[fem.sg.]

 INPUT STRING:	رحت
     IS_TRANS:	rHt
        INDEX:	P107W2
      OFFSETS:	9-12
       TOKENS:	P107W2-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ruH+t
        GLOSS:	begin/go+I

 INPUT STRING:	النادي
     IS_TRANS:	AlnAdy
        INDEX:	P107W3
      OFFSETS:	13-19
       TOKENS:	P107W3-P107W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAdiy_1]
   UNSPLITVOC:	(AlnAdiy)
          POS:	DET+NOUN
          VOC:	Al+nAdiy
        GLOSS:	the+club/association/clubs/associations

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P107W4
      OFFSETS:	20-22
       TOKENS:	P107W4-P107W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P107W5
      OFFSETS:	23-25
       TOKENS:	P107W5-P107W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P107W6
      OFFSETS:	26-28
       TOKENS:	P107W6-P107W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	صحابي
     IS_TRANS:	SHAby
        INDEX:	P107W7
      OFFSETS:	29-34
       TOKENS:	P107W7-P107W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SuHAbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SuHAb+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P107W8
      OFFSETS:	35-40
       TOKENS:	P107W9-P107W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(<isomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	<isom+hA
        GLOSS:	name/names+its/their/her

 INPUT STRING:	دينا
     IS_TRANS:	dynA
        INDEX:	P107W9
      OFFSETS:	41-45
       TOKENS:	P107W11-P107W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diynA_1]
   UNSPLITVOC:	(diynA)
          POS:	NOUN_PROP
          VOC:	diynA
        GLOSS:	Dina

 INPUT STRING:	خلصنا
     IS_TRANS:	xlSnA
        INDEX:	P107W10
      OFFSETS:	46-51
       TOKENS:	P107W12-P107W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(xal~aSnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	xal~aS+nA
        GLOSS:	purify/refine/clarify+we

 INPUT STRING:	الجيم
     IS_TRANS:	Aljym
        INDEX:	P107W11
      OFFSETS:	52-57
       TOKENS:	P107W13-P107W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiym_1]
   UNSPLITVOC:	(Aljiym)
          POS:	DET+NOUN
          VOC:	Al+jiym
        GLOSS:	the+gym

 INPUT STRING:	وقعدنا
     IS_TRANS:	wqEdnA
        INDEX:	P107W12
      OFFSETS:	58-64
       TOKENS:	P107W14-P107W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(wiqaEadnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+qaEad+nA
        GLOSS:	and+sit down/be seated/remain+we

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P107W13
      OFFSETS:	65-67
       TOKENS:	P107W16-P107W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كافيه
     IS_TRANS:	kAfyh
        INDEX:	P107W14
      OFFSETS:	68-73
       TOKENS:	P107W17-P107W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kAfyh)
          POS:	FOREIGN
          VOC:	kAfyh
        GLOSS:	nogloss

 INPUT STRING:	فابويا
     IS_TRANS:	fAbwyA
        INDEX:	P107W15
      OFFSETS:	74-80
       TOKENS:	P107W18-P107W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ab~_1]
   UNSPLITVOC:	(faAbuwyA)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	fa+Abuw+iy
        GLOSS:	so/and+father/fathers/ancestors+my

 INPUT STRING:	كلمني
     IS_TRANS:	klmny
        INDEX:	P107W16
      OFFSETS:	81-86
       TOKENS:	P107W21-P107W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imniy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	kal~im+(null)+niy
        GLOSS:	talk/speak/talk to+he/it+me

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P107W17
      OFFSETS:	87-91
       TOKENS:	P107W23-P107W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ally)
          POS:	TYPO
          VOC:	Ally
        GLOSS:	nogloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P107W18
      OFFSETS:	92-96
       TOKENS:	P107W24-P107W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P107W19
      OFFSETS:	97-100
       TOKENS:	P107W25-P107W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	وتأخرتي
     IS_TRANS:	wt>xrty
        INDEX:	P107W20
      OFFSETS:	101-108
       TOKENS:	P107W26-P107W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aito>ax~ar_1]
   UNSPLITVOC:	(wita>ax~artiy)
          POS:	CONJ+PV+PVSUFF_SUBJ:2MS
          VOC:	wi+ta>ax~art+iy
        GLOSS:	and+be late+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P107W21
      OFFSETS:	109-112
       TOKENS:	P107W28-P107W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P107W22
      OFFSETS:	112-113
       TOKENS:	P107W29-P107W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P107W23
      OFFSETS:	113-114
       TOKENS:	P107W30-P107W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P108W1
      OFFSETS:	0-4
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+I

 INPUT STRING:	صوتي
     IS_TRANS:	Swty
        INDEX:	P108W2
      OFFSETS:	5-9
       TOKENS:	P108W2-P108W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Suwt_1]
   UNSPLITVOC:	(Suwtiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Suwt+iy
        GLOSS:	vote/votes/voice/sound/voices/sounds+my

 INPUT STRING:	كأني
     IS_TRANS:	k>ny
        INDEX:	P108W3
      OFFSETS:	10-14
       TOKENS:	P108W4-P108W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ka>an~_1]
   UNSPLITVOC:	(ka>an~iy)
          POS:	PSEUDO_VERB+PRON_1S
          VOC:	ka>an~+iy
        GLOSS:	as if+I

 INPUT STRING:	بأنهج
     IS_TRANS:	b>nhj
        INDEX:	P108W4
      OFFSETS:	15-20
       TOKENS:	P108W6-P108W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nahaj_1]
   UNSPLITVOC:	(bAanohaj)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+nohaj
        GLOSS:	[present-tense]+I+be out of breath

 INPUT STRING:	وبأقول
     IS_TRANS:	wb>qwl
        INDEX:	P108W5
      OFFSETS:	21-27
       TOKENS:	P108W8-P108W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wibAaquwl)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+quwl
        GLOSS:	and+[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P108W6
      OFFSETS:	28-30
       TOKENS:	P108W11-P108W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	أهو
     IS_TRANS:	>hw
        INDEX:	P108W7
      OFFSETS:	31-34
       TOKENS:	P108W13-P108W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix+he/it

 INPUT STRING:	أهو
     IS_TRANS:	>hw
        INDEX:	P108W8
      OFFSETS:	35-38
       TOKENS:	P108W15-P108W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix+he/it

 INPUT STRING:	بأجري
     IS_TRANS:	b>jry
        INDEX:	P108W9
      OFFSETS:	39-44
       TOKENS:	P108W17-P108W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiriy_1]
   UNSPLITVOC:	(bAajoriy)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+joriy
        GLOSS:	[present-tense]+I+run/flow

 INPUT STRING:	أهو
     IS_TRANS:	>hw
        INDEX:	P108W10
      OFFSETS:	45-48
       TOKENS:	P108W19-P108W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix+he/it

 INPUT STRING:	يالله
     IS_TRANS:	yAllh
        INDEX:	P108W11
      OFFSETS:	49-54
       TOKENS:	P108W21-P108W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yAllah)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P108W12
      OFFSETS:	55-57
       TOKENS:	P108W22-P108W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	دينا
     IS_TRANS:	dynA
        INDEX:	P108W13
      OFFSETS:	58-62
       TOKENS:	P108W23-P108W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diynA_1]
   UNSPLITVOC:	(diynA)
          POS:	NOUN_PROP
          VOC:	diynA
        GLOSS:	Dina

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P108W14
      OFFSETS:	63-68
       TOKENS:	P108W24-P108W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
