 INPUT STRING:	طمني
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W8
      OFFSETS:	33-34
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	حأشرب
     IS_TRANS:	H>$rb
        INDEX:	P28W9
      OFFSETS:	34-39
       TOKENS:	P28W15-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$irib_1]
   UNSPLITVOC:	(HaAa$orab)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+$orab
        GLOSS:	will+I+drink/be drunk/be caused absorb/soak up/make drink/sip/water/sate

 INPUT STRING:	شاي
     IS_TRANS:	$Ay
        INDEX:	P28W10
      OFFSETS:	40-43
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ay_1]
   UNSPLITVOC:	($Ay)
          POS:	NOUN
          VOC:	$Ay
        GLOSS:	tea

 INPUT STRING:	بلبن
     IS_TRANS:	blbn
        INDEX:	P28W11
      OFFSETS:	44-48
       TOKENS:	P28W18-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(bilaban)
          POS:	PREP+NOUN
          VOC:	bi+laban
        GLOSS:	with/by+milk/curdled milk/laban/dairy products/milk products

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P28W12
      OFFSETS:	49-50
       TOKENS:	P28W20-P28W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P28W13
      OFFSETS:	51-52
       TOKENS:	P28W21-P28W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حتقعدي
     IS_TRANS:	HtqEdy
        INDEX:	P29W2
      OFFSETS:	3-9
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(HatuqoEudiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+tu+qoEud+iy
        GLOSS:	will+you+sit down/be seated/remain+you

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P29W3
      OFFSETS:	10-11
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[6_1]
   UNSPLITVOC:	(6)
          POS:	NOUN_NUM
          VOC:	6
        GLOSS:	6

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P29W4
      OFFSETS:	12-17
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.pl.]

 INPUT STRING:	تقلبي
     IS_TRANS:	tqlby
        INDEX:	P29W5
      OFFSETS:	18-23
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qal~ib_1]
   UNSPLITVOC:	(taqal~ibiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ta+qal~ib+iy
        GLOSS:	you [fem.sg.]+turn upside down+[fem.sg.]

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P29W6
      OFFSETS:	24-28
       TOKENS:	P29W7-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$aAon)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/matters/case/condition/status/matter/affairs/importance

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P29W7
      OFFSETS:	29-33
       TOKENS:	P29W9-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3P+IV
          VOC:	yi+TolaE
        GLOSS:	they+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	وش
     IS_TRANS:	w$
        INDEX:	P29W8
      OFFSETS:	34-36
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(wi$~)
          POS:	NOUN
          VOC:	wi$~
        GLOSS:	faces

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P29W9
      OFFSETS:	37-41
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyr)
          POS:	ADJ
          VOC:	kibiyr
        GLOSS:	senior/major/large/big/important/great

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P29W10
      OFFSETS:	42-45
       TOKENS:	P29W12-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	الآخر
     IS_TRANS:	Al|xr
        INDEX:	P29W11
      OFFSETS:	46-51
       TOKENS:	P29W14-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(Al|axir)
          POS:	DET+NOUN
          VOC:	Al+|axir
        GLOSS:	the+end/later part

 INPUT STRING:	تشيليه
     IS_TRANS:	t$ylyh
        INDEX:	P29W12
      OFFSETS:	52-58
       TOKENS:	P29W15-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
   UNSPLITVOC:	(ti$iyliyh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	ti+$iyl+iy+uh
        GLOSS:	you+carry/lift+you+it/him

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P29W13
      OFFSETS:	59-63
       TOKENS:	P29W17-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$aAon)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/matters/case/condition/status/matter/affairs/importance

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W14
      OFFSETS:	64-66
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بتحبي
     IS_TRANS:	btHby
        INDEX:	P29W15
      OFFSETS:	67-72
       TOKENS:	P29W20-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~iy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Hib~+iy
        GLOSS:	[present-tense]+you+love/like/want+you

 INPUT STRING:	الوش
     IS_TRANS:	Alw$
        INDEX:	P29W16
      OFFSETS:	73-77
       TOKENS:	P29W22-P29W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(Alwi$~)
          POS:	DET+NOUN
          VOC:	Al+wi$~
        GLOSS:	the+faces

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بأحبه
     IS_TRANS:	b>Hbh
        INDEX:	P30W2
      OFFSETS:	3-8
       TOKENS:	P30W2-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~uh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+Aa+Hib~+uh
        GLOSS:	[present-tense]+I+love/like/want+it/him

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P30W3
      OFFSETS:	9-14
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P30W4
      OFFSETS:	15-18
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بأعمله
     IS_TRANS:	b>Emlh
        INDEX:	P30W5
      OFFSETS:	19-25
       TOKENS:	P30W8-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bAaEomiluh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+Aa+Eomil+uh
        GLOSS:	[present-tense]+I+function/make/act/do+it/him

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P30W6
      OFFSETS:	26-31
       TOKENS:	P30W11-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P30W7
      OFFSETS:	32-33
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P30W8
      OFFSETS:	34-36
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ابني
     IS_TRANS:	Abny
        INDEX:	P30W9
      OFFSETS:	37-41
       TOKENS:	P30W15-P30W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibon_1]
   UNSPLITVOC:	(<iboniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	<ibon+iy
        GLOSS:	son/children/sons+my

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P30W10
      OFFSETS:	42-44
       TOKENS:	P30W17-P30W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P30W11
      OFFSETS:	45-48
       TOKENS:	P30W18-P30W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ست
     IS_TRANS:	st
        INDEX:	P30W12
      OFFSETS:	49-51
       TOKENS:	P30W19-P30W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~)
          POS:	NOUN
          VOC:	sit~
        GLOSS:	lady/miss/ladies/misses

 INPUT STRING:	بيت
     IS_TRANS:	byt
        INDEX:	P30W13
      OFFSETS:	52-55
       TOKENS:	P30W20-P30W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(biyt)
          POS:	NOUN
          VOC:	biyt
        GLOSS:	house/houses/verse/verses

 INPUT STRING:	واعجبك
     IS_TRANS:	wAEjbk
        INDEX:	P30W14
      OFFSETS:	56-62
       TOKENS:	P30W21-P30W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(wiAaEjabak)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:2MS
          VOC:	wi+Aa+Ejab+ak
        GLOSS:	and+I+admire+you

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P32W1
      OFFSETS:	0-1
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P32W2
      OFFSETS:	1-2
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P32W3
      OFFSETS:	2-3
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	إعقلي
     IS_TRANS:	<Eqly
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiqil_1]
   UNSPLITVOC:	(AiEoqaliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiEoqal+iy
        GLOSS:	be sensible/be reasonable/be conceivable+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P33W2
      OFFSETS:	6-8
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مجنونة
     IS_TRANS:	mjnwnp
        INDEX:	P33W3
      OFFSETS:	9-15
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majonuwn_1]
   UNSPLITVOC:	(majonuwnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	majonuwn+ap
        GLOSS:	crazy/insane/mad/crazy men/madmen+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ليكي
     IS_TRANS:	lyky
        INDEX:	P34W2
      OFFSETS:	3-7
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liykiy)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P34W3
      OFFSETS:	8-9
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P35W1
      OFFSETS:	0-3
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فالعربية
     IS_TRANS:	fAlErbyp
        INDEX:	P35W2
      OFFSETS:	4-12
       TOKENS:	P35W2-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(fAlEarabiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	fiy+Al+Earabiy~+ap
        GLOSS:	in+the+car+[fem.sg.]

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P35W3
      OFFSETS:	13-16
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P35W4
      OFFSETS:	17-22
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	اتكلم
     IS_TRANS:	Atklm
        INDEX:	P35W5
      OFFSETS:	23-28
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(Aatokal~im)
          POS:	IV1S+IV
          VOC:	Aa+tokal~im
        GLOSS:	I+speak/talk/discuss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P35W6
      OFFSETS:	29-31
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	أولا
     IS_TRANS:	>wlA
        INDEX:	P35W7
      OFFSETS:	32-36
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first/first-place/best/top/early/beginning/ancients/first of all+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W8
      OFFSETS:	36-37
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W9
      OFFSETS:	37-38
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ثانياً
     IS_TRANS:	vAnyAF
        INDEX:	P35W10
      OFFSETS:	38-44
       TOKENS:	P35W12-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniyAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	vAniy+AF
        GLOSS:	second/next+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P35W11
      OFFSETS:	45-48
       TOKENS:	P35W13-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P35W12
      OFFSETS:	49-53
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	دخلت
     IS_TRANS:	dxlt
        INDEX:	P35W13
      OFFSETS:	54-58
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	daxal+t
        GLOSS:	enter/be entered+I

 INPUT STRING:	فالاحرام
     IS_TRANS:	fAlAHrAm
        INDEX:	P35W14
      OFFSETS:	59-67
       TOKENS:	P35W16-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHorAm_1]
   UNSPLITVOC:	(fAlAiHorAm)
          POS:	PREP+DET+NOUN
          VOC:	fiy+Al+AiHorAm
        GLOSS:	in+the+state of ritual consecration/pilgrimage garments/garments worn while pilgrimage at mecca

 INPUT STRING:	فمش
     IS_TRANS:	fm$
        INDEX:	P35W15
      OFFSETS:	68-71
       TOKENS:	P35W18-P35W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(fami$)
          POS:	CONJ+NEG_PART
          VOC:	fa+mi$
        GLOSS:	so/and+not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P35W16
      OFFSETS:	72-77
       TOKENS:	P35W20-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	إهزر
     IS_TRANS:	<hzr
        INDEX:	P35W17
      OFFSETS:	78-82
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haz~ar_1]
   UNSPLITVOC:	(Aahaz~ar)
          POS:	IV1S+IV
          VOC:	Aa+haz~ar
        GLOSS:	I+joke/make fun

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W18
      OFFSETS:	82-83
