 INPUT STRING:	أحية
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حيوافق
     IS_TRANS:	HywAfq
        INDEX:	P76W3
      OFFSETS:	9-15
       TOKENS:	P76W3-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfiq_1]
   UNSPLITVOC:	(HayiwAfiq)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+wAfiq
        GLOSS:	will+he/it+agree/be in conformity/accept/put in order/repair/be suitable/be fit/reform et right

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P77W1
      OFFSETS:	0-3
       TOKENS:	P77W1-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	وافق
     IS_TRANS:	wAfq
        INDEX:	P77W2
      OFFSETS:	4-8
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfiq_1]
   UNSPLITVOC:	(wAfiq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	wAfiq+(null)
        GLOSS:	agree/be in conformity/accept/put in order/repair/be suitable/be fit/reform et right+he/it

 INPUT STRING:	حيطلع
     IS_TRANS:	HyTlE
        INDEX:	P77W3
      OFFSETS:	9-14
       TOKENS:	P77W4-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tal~aE_1]
   UNSPLITVOC:	(HayiTal~aE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Tal~aE
        GLOSS:	will+he/it+apear/rise/appear

 INPUT STRING:	عيني
     IS_TRANS:	Eyny
        INDEX:	P77W4
      OFFSETS:	15-19
       TOKENS:	P77W6-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eiyn_1]
   UNSPLITVOC:	(Eiyniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eiyn+iy
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/ain (Arabic letter)+my

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P77W5
      OFFSETS:	20-25
       TOKENS:	P77W8-P77W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+its/their/her

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P78W1
      OFFSETS:	0-2
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P78W2
      OFFSETS:	3-5
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	منمون
     IS_TRANS:	mnmwn
        INDEX:	P78W3
      OFFSETS:	6-11
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munmun_1]
   UNSPLITVOC:	(munmuwn)
          POS:	NOUN_PROP
          VOC:	munmuwn
        GLOSS:	Monmon

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P79W2
      OFFSETS:	5-8
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P79W3
      OFFSETS:	9-12
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P79W4
      OFFSETS:	13-17
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	مضايقك
     IS_TRANS:	mDAyqk
        INDEX:	P79W5
      OFFSETS:	18-24
       TOKENS:	P79W5-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miDAyiq_1]
   UNSPLITVOC:	(miDAyoqik)
          POS:	ADJ+POSS_PRON_2FS
          VOC:	miDAyoq+ik
        GLOSS:	troublesome/annoying/disturbing/irritating/upsetting+you

 INPUT STRING:	الولد
     IS_TRANS:	Alwld
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(Alwalad)
          POS:	DET+NOUN
          VOC:	Al+walad
        GLOSS:	the+child/son/children

 INPUT STRING:	والأصول
     IS_TRANS:	wAl>Swl
        INDEX:	P81W1
      OFFSETS:	0-7
       TOKENS:	P81W1-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(wiAl>uSuwl)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>uSuwl
        GLOSS:	and+the+origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P81W2
      OFFSETS:	8-14
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(AlrAjil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man/men/pedestrian/pedestrians

 INPUT STRING:	يجي
     IS_TRANS:	yjy
        INDEX:	P81W3
      OFFSETS:	15-18
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+occur/came/come/reach/arrive

 INPUT STRING:	يلاقي
     IS_TRANS:	ylAqy
        INDEX:	P81W4
      OFFSETS:	19-24
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(yilAqiy)
          POS:	IV3MS+IV
          VOC:	yi+lAqiy
        GLOSS:	he/it+meet/encounter/be met/be encountered

 INPUT STRING:	مراته
     IS_TRANS:	mrAth
        INDEX:	P81W5
      OFFSETS:	25-30
       TOKENS:	P81W6-P81W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mirAt_1]
   UNSPLITVOC:	(mirAtuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	mirAt+uh
        GLOSS:	wife+his/its

 INPUT STRING:	فال
     IS_TRANS:	fAl
        INDEX:	P81W6
      OFFSETS:	31-34
       TOKENS:	P81W8-P81W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fAl)
          POS:	PREP+DET
          VOC:	fiy+Al
        GLOSS:	in+the/for

 INPUT STRING:	بيت
     IS_TRANS:	byt
        INDEX:	P81W7
      OFFSETS:	35-38
       TOKENS:	P81W10-P81W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(biyt)
          POS:	NOUN
          VOC:	biyt
        GLOSS:	house/houses/verse/verses

 INPUT STRING:	وعاملة
     IS_TRANS:	wEAmlp
        INDEX:	P82W1
      OFFSETS:	0-6
       TOKENS:	P82W1-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(wiEAmolap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+EAmol+ap
        GLOSS:	and+active/operating/working+[fem.sg.]

 INPUT STRING:	الغدا
     IS_TRANS:	AlgdA
        INDEX:	P82W2
      OFFSETS:	7-12
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gadA_1]
   UNSPLITVOC:	(AlgadA)
          POS:	DET+NOUN
          VOC:	Al+gadA
        GLOSS:	the+lunch

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P83W1
      OFFSETS:	0-2
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P83W2
      OFFSETS:	3-7
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P83W3
      OFFSETS:	8-12
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	حيطلع
     IS_TRANS:	HyTlE
        INDEX:	P83W4
      OFFSETS:	13-18
       TOKENS:	P83W4-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tal~aE_1]
   UNSPLITVOC:	(HayiTal~aE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Tal~aE
        GLOSS:	will+he/it+apear/rise/appear

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P83W5
      OFFSETS:	19-21
       TOKENS:	P83W6-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P83W6
      OFFSETS:	22-26
       TOKENS:	P83W8-P83W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P83W7
      OFFSETS:	27-30
       TOKENS:	P83W9-P83W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	غلطانة
     IS_TRANS:	glTAnp
        INDEX:	P83W8
      OFFSETS:	31-37
       TOKENS:	P83W10-P83W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galoTAn_1]
   UNSPLITVOC:	(galoTAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	galoTAn+ap
        GLOSS:	wrong/erring+[fem.sg.]

 INPUT STRING:	انزل
     IS_TRANS:	Anzl
        INDEX:	P83W9
      OFFSETS:	38-42
       TOKENS:	P83W11-P83W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(Aanozil)
          POS:	IV1S+IV
          VOC:	Aa+nozil
        GLOSS:	I+descend/come/desend/stay

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P83W10
      OFFSETS:	43-48
       TOKENS:	P83W12-P83W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+NOUN
          VOC:	wi+xalAS
        GLOSS:	and+deliverance/salvation/settlement

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P84W1
      OFFSETS:	0-3
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	جربت
     IS_TRANS:	jrbt
        INDEX:	P84W2
      OFFSETS:	4-8
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	jar~ab+t
        GLOSS:	test/try/attempt+I

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P84W3
      OFFSETS:	9-13
       TOKENS:	P84W3-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kaviyr)
          POS:	ADJ
          VOC:	kaviyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P85W1
      OFFSETS:	0-2
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P85W2
      OFFSETS:	3-7
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P85W3
      OFFSETS:	8-10
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لوحدك
     IS_TRANS:	lwHdk
        INDEX:	P85W4
      OFFSETS:	11-16
       TOKENS:	P85W4-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	li+waHod+ik
        GLOSS:	for/to+alone/only+your

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P85W5
      OFFSETS:	17-19
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P85W6
      OFFSETS:	20-22
       TOKENS:	P85W8-P85W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P85W7
      OFFSETS:	23-25
       TOKENS:	P85W9-P85W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P85W8
      OFFSETS:	26-30
       TOKENS:	P85W10-P85W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	تحسيه
     IS_TRANS:	tHsyh
        INDEX:	P85W9
      OFFSETS:	31-36
       TOKENS:	P85W11-P85W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(tiHis~iyh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	ti+His~+iy+uh
        GLOSS:	you+feel+you+himit

 INPUT STRING:	مشغول
     IS_TRANS:	m$gwl
        INDEX:	P85W10
      OFFSETS:	37-42
       TOKENS:	P85W13-P85W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$oguwl_1]
   UNSPLITVOC:	(ma$oguwl)
          POS:	ADJ
          VOC:	ma$oguwl
        GLOSS:	busy/occupied

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P85W11
      OFFSETS:	43-45
       TOKENS:	P85W14-P85W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P85W12
      OFFSETS:	46-50
       TOKENS:	P85W15-P85W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P86W1
      OFFSETS:	0-2
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P86W2
      OFFSETS:	3-6
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	بينا
     IS_TRANS:	bynA
        INDEX:	P86W3
      OFFSETS:	7-11
       TOKENS:	P86W3-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biynA)
          POS:	PREP+PRON_1P
          VOC:	bi+nA
        GLOSS:	with/by/him/them/her+us

 INPUT STRING:	نرجع
     IS_TRANS:	nrjE
        INDEX:	P86W4
      OFFSETS:	12-16
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(nirojaE)
          POS:	IV1P+IV
          VOC:	ni+rojaE
        GLOSS:	we+come back/go back/return back/return

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P86W5
      OFFSETS:	17-19
       TOKENS:	P86W6-P86W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P86W6
      OFFSETS:	20-24
       TOKENS:	P86W7-P86W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration/times/durations

 INPUT STRING:	ونحدد
     IS_TRANS:	wnHdd
        INDEX:	P87W1
      OFFSETS:	0-5
       TOKENS:	P87W1-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~id_1]
   UNSPLITVOC:	(winiHad~id)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+Had~id
        GLOSS:	and+we+determine/define/limit

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P87W2
      OFFSETS:	6-9
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwm)
          POS:	NOUN
          VOC:	yuwm
        GLOSS:	today/day/some day/ever/days

 INPUT STRING:	فال
     IS_TRANS:	fAl
        INDEX:	P87W3
      OFFSETS:	10-13
       TOKENS:	P87W4-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fAl)
          POS:	PREP+DET
          VOC:	fiy+Al
        GLOSS:	in+the/for

 INPUT STRING:	أسبوع
     IS_TRANS:	>sbwE
        INDEX:	P87W4
      OFFSETS:	14-19
       TOKENS:	P87W6-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usobuwE_1]
   UNSPLITVOC:	(>usobuwE)
          POS:	NOUN
          VOC:	>usobuwE
        GLOSS:	week/weeks

 INPUT STRING:	نخرج
     IS_TRANS:	nxrj
        INDEX:	P87W5
      OFFSETS:	20-24
       TOKENS:	P87W7-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(nuxoruj)
          POS:	IV1P+IV
          VOC:	nu+xoruj
        GLOSS:	we+go out/exit/leave

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P87W6
      OFFSETS:	25-28
       TOKENS:	P87W8-P87W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P87W7
      OFFSETS:	29-33
       TOKENS:	P87W10-P87W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	ونتغدا
     IS_TRANS:	wntgdA
        INDEX:	P87W8
      OFFSETS:	34-40
       TOKENS:	P87W12-P87W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitogad~A_1]
   UNSPLITVOC:	(winitogad~A)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+togad~A
        GLOSS:	and+we+have lunch

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P87W9
      OFFSETS:	41-43
       TOKENS:	P87W14-P87W14
