 INPUT STRING:	طب
        INDEX:	P284W7
      OFFSETS:	28-32
       TOKENS:	P284W10-P284W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amal_1]
   UNSPLITVOC:	(>amaliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>amal+iy
        GLOSS:	hope/wish/hopes/wishes+my

 INPUT STRING:	الوحيد
     IS_TRANS:	AlwHyd
        INDEX:	P284W8
      OFFSETS:	33-39
       TOKENS:	P284W12-P284W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(AlwaHiyd)
          POS:	DET+ADJ
          VOC:	Al+waHiyd
        GLOSS:	the+only/sole/alone/exclusive

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P284W9
      OFFSETS:	39-40
       TOKENS:	P284W13-P284W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كلمه
     IS_TRANS:	klmh
        INDEX:	P284W10
      OFFSETS:	41-45
       TOKENS:	P284W14-P284W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imuh)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	kal~im+(null)+uh
        GLOSS:	talk/speak/talk to+you+it/him

 INPUT STRING:	وفهمه
     IS_TRANS:	wfhmh
        INDEX:	P284W11
      OFFSETS:	46-51
       TOKENS:	P284W16-P284W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fah~im_1]
   UNSPLITVOC:	(wifah~imuh)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	wi+fah~im+(null)+uh
        GLOSS:	and+make understand/explain to+you+it/him

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P284W12
      OFFSETS:	52-56
       TOKENS:	P284W19-P284W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/she/they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P284W13
      OFFSETS:	57-59
       TOKENS:	P284W21-P284W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادرة
     IS_TRANS:	qAdrp
        INDEX:	P284W14
      OFFSETS:	60-65
       TOKENS:	P284W22-P284W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdorap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	qAdor+ap
        GLOSS:	capable/able+[fem.sg.]

 INPUT STRING:	تصاحب
     IS_TRANS:	tSAHb
        INDEX:	P284W15
      OFFSETS:	66-71
       TOKENS:	P284W23-P284W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(tiSAHib)
          POS:	IV3FS+IV
          VOC:	ti+SAHib
        GLOSS:	it/they/she+be friend

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P284W16
      OFFSETS:	72-75
       TOKENS:	P284W24-P284W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wimA)
          POS:	CONJ+NEG_PART
          VOC:	wi+mA
        GLOSS:	and+not

 INPUT STRING:	تعرفش
     IS_TRANS:	tErf$
        INDEX:	P284W17
      OFFSETS:	76-81
       TOKENS:	P284W26-P284W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEoraf$)
          POS:	IV3FS+IV+NEG_PART
          VOC:	ti+Eoraf+$
        GLOSS:	it/they/she+know+not

 INPUT STRING:	تحب
     IS_TRANS:	tHb
        INDEX:	P284W18
      OFFSETS:	82-85
       TOKENS:	P284W28-P284W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(tiHib~)
          POS:	IV3FS+IV
          VOC:	ti+Hib~
        GLOSS:	it/they/she+love/like/want

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P284W19
      OFFSETS:	86-88
       TOKENS:	P284W29-P284W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كثر
     IS_TRANS:	kvr
        INDEX:	P284W20
      OFFSETS:	89-92
       TOKENS:	P284W30-P284W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuvor_1]
   UNSPLITVOC:	(kuvor)
          POS:	NOUN
          VOC:	kuvor
        GLOSS:	abundance/frequency

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P284W21
      OFFSETS:	93-97
       TOKENS:	P284W31-P284W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P284W22
      OFFSETS:	98-101
       TOKENS:	P284W32-P284W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P284W23
      OFFSETS:	102-105
       TOKENS:	P284W33-P284W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her

 INPUT STRING:	وبلا
     IS_TRANS:	wblA
        INDEX:	P284W24
      OFFSETS:	106-110
       TOKENS:	P284W35-P284W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wblA)
          POS:	FOREIGN
          VOC:	wblA
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P284W25
      OFFSETS:	111-114
       TOKENS:	P284W36-P284W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	وتكلموا
     IS_TRANS:	wtklmwA
        INDEX:	P285W1
      OFFSETS:	0-7
       TOKENS:	P285W1-P285W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(witokal~imuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+tokal~im+uwA
        GLOSS:	and+talk/speak/discuss+they

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P285W2
      OFFSETS:	8-12
       TOKENS:	P285W3-P285W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	very/much/numerous/so much/a lot/more/alot/many

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P286W1
      OFFSETS:	0-4
       TOKENS:	P286W1-P286W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	wiSil+t
        GLOSS:	connect/arrive/reach+I

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P286W2
      OFFSETS:	5-8
       TOKENS:	P286W2-P286W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لقرار
     IS_TRANS:	lqrAr
        INDEX:	P286W3
      OFFSETS:	9-14
       TOKENS:	P286W3-P286W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(liqarAr)
          POS:	PREP+NOUN
          VOC:	li+qarAr
        GLOSS:	for/to+decision/resolution/decisions/resolutions

 INPUT STRING:	فالآخر
     IS_TRANS:	fAl|xr
        INDEX:	P286W4
      OFFSETS:	15-21
       TOKENS:	P286W5-P286W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(fiAl|axir)
          POS:	PREP+DET+ADJ
          VOC:	fi+Al+|axir
        GLOSS:	in+the+last/end

 INPUT STRING:	لقيتها
     IS_TRANS:	lqythA
        INDEX:	P287W1
      OFFSETS:	0-6
       TOKENS:	P287W1-P287W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liqiy_1]
   UNSPLITVOC:	(laqiythA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	laq+iyt+hA
        GLOSS:	find/be found/exist/ascertain/come upon/modal of probability/encounter/discover+I+it/them/her

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P287W2
      OFFSETS:	7-11
       TOKENS:	P287W3-P287W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	بتقلول
     IS_TRANS:	btqlwl
        INDEX:	P287W3
      OFFSETS:	12-18
       TOKENS:	P287W4-P287W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(btqlwl)
          POS:	TYPO
          VOC:	btqlwl
        GLOSS:	nogloss

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P287W4
      OFFSETS:	19-21
       TOKENS:	P287W5-P287W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me/I

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P287W5
      OFFSETS:	22-26
       TOKENS:	P287W7-P287W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P287W6
      OFFSETS:	27-31
       TOKENS:	P287W8-P287W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	يريحك
     IS_TRANS:	yryHk
        INDEX:	P287W7
      OFFSETS:	32-37
       TOKENS:	P287W9-P287W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~aH_1]
   UNSPLITVOC:	(yiray~aHik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+ray~aH+ik
        GLOSS:	he/it+make rest/make relax+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P287W8
      OFFSETS:	37-38
       TOKENS:	P287W11-P287W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P288W1
      OFFSETS:	0-4
       TOKENS:	P288W1-P288W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P288W2
      OFFSETS:	5-7
       TOKENS:	P288W2-P288W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P288W3
      OFFSETS:	8-11
       TOKENS:	P288W3-P288W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P288W4
      OFFSETS:	12-14
       TOKENS:	P288W4-P288W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	راضية
     IS_TRANS:	rADyp
        INDEX:	P288W5
      OFFSETS:	15-20
       TOKENS:	P288W5-P288W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rADiy_1]
   UNSPLITVOC:	(rADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rADoy+ap
        GLOSS:	pleased/accepting/consenting+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P288W6
      OFFSETS:	21-25
       TOKENS:	P288W6-P288W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P289W1
      OFFSETS:	0-2
       TOKENS:	P289W1-P289W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الموبايل
     IS_TRANS:	AlmwbAyl
        INDEX:	P289W2
      OFFSETS:	3-11
       TOKENS:	P289W2-P289W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(AlmuwbAyil)
          POS:	DET+NOUN
          VOC:	Al+muwbAyil
        GLOSS:	the+mobile phone/Mobile/cell phones/mobiles

 INPUT STRING:	فصل
     IS_TRANS:	fSl
        INDEX:	P289W3
      OFFSETS:	12-15
       TOKENS:	P289W3-P289W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faSal_1]
   UNSPLITVOC:	(faSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	faSal+(null)
        GLOSS:	separate/detach/set apart+he/it

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P289W4
      OFFSETS:	16-20
       TOKENS:	P289W4-P289W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+yet

 INPUT STRING:	راجع
     IS_TRANS:	rAjE
        INDEX:	P289W5
      OFFSETS:	21-25
       TOKENS:	P289W6-P289W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rAjiE)
          POS:	ADJ
          VOC:	rAjiE
        GLOSS:	returning/reverting/attributed

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P289W6
      OFFSETS:	26-31
       TOKENS:	P289W7-P289W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	نكمل
     IS_TRANS:	nkml
        INDEX:	P289W7
      OFFSETS:	32-36
       TOKENS:	P289W8-P289W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(nikam~il)
          POS:	IV1P+IV
          VOC:	ni+kam~il
        GLOSS:	we+complete/finish

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P289W8
      OFFSETS:	37-40
       TOKENS:	P289W9-P289W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P289W9
      OFFSETS:	41-44
       TOKENS:	P289W10-P289W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	and+it/they/she

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P289W10
      OFFSETS:	45-51
       TOKENS:	P289W12-P289W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	بعثت
     IS_TRANS:	bEvt
        INDEX:	P290W1
      OFFSETS:	0-4
       TOKENS:	P290W1-P290W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(baEavt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baEav+t
        GLOSS:	send/emit+I [verb]

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P290W2
      OFFSETS:	5-8
       TOKENS:	P290W2-P290W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P290W3
      OFFSETS:	9-13
       TOKENS:	P290W4-P290W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+yet

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P290W4
      OFFSETS:	14-16
       TOKENS:	P290W6-P290W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ردتش
     IS_TRANS:	rdt$
        INDEX:	P290W5
      OFFSETS:	17-21
       TOKENS:	P290W7-P290W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~it$)
          POS:	PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	rad~+it+$
        GLOSS:	answer/reply/return/be returned/be given back+it/they/she+not

 INPUT STRING:	بص
     IS_TRANS:	bS
        INDEX:	P291W1
      OFFSETS:	0-2
       TOKENS:	P291W1-P291W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	buS~+(null)
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P291W2
      OFFSETS:	3-5
       TOKENS:	P291W2-P291W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رأيي
     IS_TRANS:	r>yy
        INDEX:	P291W3
      OFFSETS:	6-10
       TOKENS:	P291W3-P291W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ra>oy+iy
        GLOSS:	opinion/view/idea/opinions/views/ideas+my

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P291W4
      OFFSETS:	11-15
       TOKENS:	P291W5-P291W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	يريحك
     IS_TRANS:	yryHk
        INDEX:	P291W5
      OFFSETS:	16-21
       TOKENS:	P291W6-P291W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~aH_1]
   UNSPLITVOC:	(yiray~aHak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+ray~aH+ak
        GLOSS:	he/it+make rest/make relax+you

 INPUT STRING:	اعمله
     IS_TRANS:	AEmlh
        INDEX:	P291W6
      OFFSETS:	22-27
       TOKENS:	P291W8-P291W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AiEomiluh)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	AiEomil+(null)+uh
        GLOSS:	function/make/act/do+you+it/him

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P291W7
      OFFSETS:	28-30
       TOKENS:	P291W10-P291W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	لكش
     IS_TRANS:	lk$
        INDEX:	P291W8
      OFFSETS:	31-34
       TOKENS:	P291W11-P291W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lk$)
          POS:	NO_FUNC
          VOC:	lk$
        GLOSS:	nogloss

 INPUT STRING:	دعوة
     IS_TRANS:	dEwp
        INDEX:	P291W9
      OFFSETS:	35-39
       TOKENS:	P291W12-P291W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daEow+ap
        GLOSS:	call/invitation/supplication/calls/invitations/supplications/(Islamic) missionary work/propaganda+[fem.sg.]

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P291W10
      OFFSETS:	40-43
       TOKENS:	P291W13-P291W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[miyn_2]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P291W11
      OFFSETS:	44-48
       TOKENS:	P291W14-P291W14
