 INPUT STRING:	اميرة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P484W1
      OFFSETS:	0-2
       TOKENS:	P484W1-P484W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	اكتبها
     IS_TRANS:	AktbhA
        INDEX:	P485W1
      OFFSETS:	0-6
       TOKENS:	P485W1-P485W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(AakotibhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	Aa+kotib+hA
        GLOSS:	I+write/be written/be fated/be destined+it/them/her

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P485W2
      OFFSETS:	7-12
       TOKENS:	P485W3-P485W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P485W3
      OFFSETS:	13-16
       TOKENS:	P485W4-P485W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wal~A_]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P485W4
      OFFSETS:	17-22
       TOKENS:	P485W5-P485W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(Al|axir)
          POS:	DET+ADJ
          VOC:	Al+|axir
        GLOSS:	the+other/another/last/end/the last/extreme/utmost/second

 INPUT STRING:	متشكرة
     IS_TRANS:	mt$krp
        INDEX:	P485W5
      OFFSETS:	23-29
       TOKENS:	P485W6-P485W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muto$ak~ir_1]
   UNSPLITVOC:	(muto$ak~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mito$ak~ir+ap
        GLOSS:	thankful/thanking+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P486W1
      OFFSETS:	0-2
       TOKENS:	P486W1-P486W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P486W2
      OFFSETS:	3-8
       TOKENS:	P486W2-P486W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	متشكره
     IS_TRANS:	mt$krh
        INDEX:	P487W1
      OFFSETS:	0-6
       TOKENS:	P487W1-P487W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muta$ak~ir_1]
   UNSPLITVOC:	(muta$ak~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mito$ak~ir+ap
        GLOSS:	thankful/thanking+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P487W2
      OFFSETS:	7-8
       TOKENS:	P487W2-P487W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P487W3
      OFFSETS:	8-9
       TOKENS:	P487W3-P487W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P487W4
      OFFSETS:	10-14
       TOKENS:	P487W4-P487W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يحفظك
     IS_TRANS:	yHfZk
        INDEX:	P487W5
      OFFSETS:	15-20
       TOKENS:	P487W6-P487W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HafaZ_1]
   UNSPLITVOC:	(yiHofaZak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+HofaZ+ak
        GLOSS:	he/it+keep/preserve/protect/memorize+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P487W6
      OFFSETS:	21-22
       TOKENS:	P487W8-P487W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	يوفقك
     IS_TRANS:	ywfqk
        INDEX:	P487W7
      OFFSETS:	23-28
       TOKENS:	P487W9-P487W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(yiwaf~aqak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+waf~aq+ak
        GLOSS:	he/it+grant success/be granted success/be successful+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P487W8
      OFFSETS:	28-29
       TOKENS:	P487W11-P487W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P487W9
      OFFSETS:	29-30
       TOKENS:	P487W12-P487W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P488W1
      OFFSETS:	0-3
       TOKENS:	P488W1-P488W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	متشكره
     IS_TRANS:	mt$krh
        INDEX:	P489W1
      OFFSETS:	0-6
       TOKENS:	P489W1-P489W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muta$ak~ir_1]
   UNSPLITVOC:	(muta$ak~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mito$ak~ir+ap
        GLOSS:	thankful/thanking+[fem.sg.]

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P489W2
      OFFSETS:	7-10
       TOKENS:	P489W2-P489W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P489W3
      OFFSETS:	11-12
       TOKENS:	P489W3-P489W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P489W4
      OFFSETS:	12-13
       TOKENS:	P489W4-P489W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P489W5
      OFFSETS:	14-18
       TOKENS:	P489W5-P489W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يحفظك
     IS_TRANS:	yHfZk
        INDEX:	P489W6
      OFFSETS:	19-24
       TOKENS:	P489W7-P489W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HafaZ_1]
   UNSPLITVOC:	(yiHofaZak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+HofaZ+ak
        GLOSS:	he/it+keep/preserve/protect/memorize+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P489W7
      OFFSETS:	25-26
       TOKENS:	P489W9-P489W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	يوفقك
     IS_TRANS:	ywfqk
        INDEX:	P489W8
      OFFSETS:	27-32
       TOKENS:	P489W10-P489W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(yiwaf~aqak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+waf~aq+ak
        GLOSS:	he/it+grant success/be granted success/be successful+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P489W9
      OFFSETS:	33-34
       TOKENS:	P489W12-P489W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P489W10
      OFFSETS:	34-35
       TOKENS:	P489W13-P489W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P490W1
      OFFSETS:	0-3
       TOKENS:	P490W1-P490W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wal~A_]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P490W2
      OFFSETS:	4-7
       TOKENS:	P490W2-P490W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P491W1
      OFFSETS:	0-2
       TOKENS:	P491W1-P491W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	انهي
     IS_TRANS:	Anhy
        INDEX:	P492W1
      OFFSETS:	0-4
       TOKENS:	P492W1-P492W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anohiy_1]
   UNSPLITVOC:	(>anohiy)
          POS:	INTERROG_PRON
          VOC:	>anohiy
        GLOSS:	which

 INPUT STRING:	الاولى
     IS_TRANS:	AlAwlY
        INDEX:	P493W1
      OFFSETS:	0-6
       TOKENS:	P493W1-P493W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(AlAuwlaY)
          POS:	DET+ADJ
          VOC:	Al+AuwlaY
        GLOSS:	the+first/first-place/best/top/early/beginning/ancients/first of all

 INPUT STRING:	ةلا
     IS_TRANS:	plA
        INDEX:	P493W2
      OFFSETS:	7-10
       TOKENS:	P493W2-P493W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(plA)
          POS:	TYPO
          VOC:	plA
        GLOSS:	nogloss

 INPUT STRING:	التانية
     IS_TRANS:	AltAnyp
        INDEX:	P493W3
      OFFSETS:	11-18
       TOKENS:	P493W3-P493W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(AltAnoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAnoy+ap
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	التانيه
     IS_TRANS:	AltAnyh
        INDEX:	P494W1
      OFFSETS:	0-7
       TOKENS:	P494W1-P494W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(AltAnoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAnoy+ap
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P495W1
      OFFSETS:	0-4
       TOKENS:	P495W1-P495W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P496W1
      OFFSETS:	0-2
       TOKENS:	P496W1-P496W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيزعل
     IS_TRANS:	hyzEl
        INDEX:	P496W2
      OFFSETS:	3-8
       TOKENS:	P496W2-P496W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(HayizoEal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+zoEal
        GLOSS:	will+he/it+be angry

 INPUT STRING:	هيزعل
     IS_TRANS:	hyzEl
        INDEX:	P497W1
      OFFSETS:	0-5
       TOKENS:	P497W1-P497W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(HayizoEal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+zoEal
        GLOSS:	will+he/it+be angry

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P497W2
      OFFSETS:	6-9
       TOKENS:	P497W3-P497W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P498W1
      OFFSETS:	0-5
       TOKENS:	P498W1-P498W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	بردع
     IS_TRANS:	brdE
        INDEX:	P498W2
      OFFSETS:	6-10
       TOKENS:	P498W3-P498W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(brdE)
          POS:	TYPO
          VOC:	brdE
        GLOSS:	nogloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P499W1
      OFFSETS:	0-4
       TOKENS:	P499W1-P499W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	دعيتي
     IS_TRANS:	dEyty
        INDEX:	P499W2
      OFFSETS:	5-10
       TOKENS:	P499W2-P499W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(daEytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	daEiy+tiy
        GLOSS:	call/invite+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P499W3
      OFFSETS:	11-14
       TOKENS:	P499W3-P499W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P500W1
      OFFSETS:	0-4
       TOKENS:	P500W1-P500W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(brdh)
          POS:	TYPO
          VOC:	brdh
        GLOSS:	nogloss

 INPUT STRING:	وكان
     IS_TRANS:	wkAn
        INDEX:	P501W1
      OFFSETS:	0-4
       TOKENS:	P501W1-P501W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+kAn+(null)
        GLOSS:	and+be/was/were+he/it

 INPUT STRING:	محصلش
     IS_TRANS:	mHSl$
        INDEX:	P501W2
      OFFSETS:	5-10
       TOKENS:	P501W3-P501W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(mA_HaSal$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+HaSal+(null)+$
        GLOSS:	not+obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P501W3
      OFFSETS:	11-15
       TOKENS:	P501W6-P501W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P502W1
      OFFSETS:	0-3
       TOKENS:	P502W1-P502W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	ليكي
     IS_TRANS:	lyky
        INDEX:	P502W2
      OFFSETS:	4-8
       TOKENS:	P502W2-P502W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liykiy)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/for+you

 INPUT STRING:	اتمني
     IS_TRANS:	Atmny
        INDEX:	P502W3
      OFFSETS:	9-14
       TOKENS:	P502W4-P502W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitoman~aY-1]
   UNSPLITVOC:	(Aitoman~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aitoman~+iy
        GLOSS:	wish+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P502W4
      OFFSETS:	15-18
       TOKENS:	P502W5-P502W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+he/it

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P502W5
      OFFSETS:	19-24
       TOKENS:	P502W7-P502W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(Alxayr)
          POS:	DET+NOUN
          VOC:	Al+xayr
        GLOSS:	the+good

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P503W1
      OFFSETS:	0-4
       TOKENS:	P503W1-P503W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P503W2
      OFFSETS:	5-8
       TOKENS:	P503W2-P503W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P503W3
      OFFSETS:	9-12
       TOKENS:	P503W3-P503W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	NOUN
          VOC:	galaT
        GLOSS:	error/blunder/mistakes/blunders

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P504W1
      OFFSETS:	0-4
       TOKENS:	P504W1-P504W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الرحمة
     IS_TRANS:	AlrHmp
        INDEX:	P504W2
      OFFSETS:	5-11
       TOKENS:	P504W3-P504W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHomap_1]
   UNSPLITVOC:	(AlraHomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+raHom+ap
        GLOSS:	the+compassion/mercy+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P505W1
      OFFSETS:	0-2
       TOKENS:	P505W1-P505W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P505W2
      OFFSETS:	3-7
       TOKENS:	P505W2-P505W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P505W3
      OFFSETS:	8-11
       TOKENS:	P505W4-P505W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	الرحمة
     IS_TRANS:	AlrHmp
        INDEX:	P506W1
      OFFSETS:	0-6
       TOKENS:	P506W1-P506W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
