 INPUT STRING:	نقول
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P704W8
      OFFSETS:	29-30
       TOKENS:	P704W8-P704W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P704W9
      OFFSETS:	31-35
       TOKENS:	P704W9-P704W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الكنفوس
     IS_TRANS:	Alknfws
        INDEX:	P704W10
      OFFSETS:	36-43
       TOKENS:	P704W11-P704W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alknfws)
          POS:	FOREIGN
          VOC:	Alknfws
        GLOSS:	nogloss

 INPUT STRING:	بتبقى
     IS_TRANS:	btbqY
        INDEX:	P704W11
      OFFSETS:	44-49
       TOKENS:	P704W12-P704W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	بتضحك
     IS_TRANS:	btDHk
        INDEX:	P704W12
      OFFSETS:	50-55
       TOKENS:	P704W14-P704W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daH~ak_1]
   UNSPLITVOC:	(bitiDaH~ak)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+DaH~ak
        GLOSS:	[present-tense]+it/they/she+make laugh

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P704W13
      OFFSETS:	56-59
       TOKENS:	P704W16-P704W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P704W14
      OFFSETS:	60-61
       TOKENS:	P704W17-P704W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	تحفة
     IS_TRANS:	tHfp
        INDEX:	P705W1
      OFFSETS:	0-4
       TOKENS:	P705W1-P705W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P705W2
      OFFSETS:	5-8
       TOKENS:	P705W2-P705W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P705W3
      OFFSETS:	9-10
       TOKENS:	P705W3-P705W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	مالك
     IS_TRANS:	mAlk
        INDEX:	P706W1
      OFFSETS:	0-4
       TOKENS:	P706W1-P706W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_3]
   UNSPLITVOC:	(mAlik)
          POS:	INTERROG_PRON+PREP+PRON_2FS
          VOC:	mA+li+ik
        GLOSS:	which/what+for/to+you

 INPUT STRING:	مقروفة
     IS_TRANS:	mqrwfp
        INDEX:	P706W2
      OFFSETS:	5-11
       TOKENS:	P706W4-P706W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maqoruwf_1]
   UNSPLITVOC:	(maqoruwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqoruwf+ap
        GLOSS:	feeling disgust+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P706W3
      OFFSETS:	12-15
       TOKENS:	P706W5-P706W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P706W4
      OFFSETS:	15-16
       TOKENS:	P706W6-P706W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P706W5
      OFFSETS:	17-18
       TOKENS:	P706W7-P706W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P707W1
      OFFSETS:	0-3
       TOKENS:	P707W1-P707W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P707W2
      OFFSETS:	4-6
       TOKENS:	P707W2-P707W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ممقروفة
     IS_TRANS:	mmqrwfp
        INDEX:	P707W3
      OFFSETS:	7-14
       TOKENS:	P707W3-P707W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mmqrwfp)
          POS:	TYPO
          VOC:	mmqrwfp
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P707W4
      OFFSETS:	15-16
       TOKENS:	P707W4-P707W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P708W1
      OFFSETS:	0-5
       TOKENS:	P708W1-P708W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P709W1
      OFFSETS:	0-3
       TOKENS:	P709W1-P709W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P709W2
      OFFSETS:	4-6
       TOKENS:	P709W2-P709W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مقروفة
     IS_TRANS:	mqrwfp
        INDEX:	P709W3
      OFFSETS:	7-13
       TOKENS:	P709W3-P709W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maqoruwf_1]
   UNSPLITVOC:	(maqoruwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqoruwf+ap
        GLOSS:	feeling disgust+[fem.sg.]

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P710W1
      OFFSETS:	0-4
       TOKENS:	P710W1-P710W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	SUB_CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P710W2
      OFFSETS:	5-7
       TOKENS:	P710W2-P710W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ضحكتك
     IS_TRANS:	DHktk
        INDEX:	P710W3
      OFFSETS:	8-13
       TOKENS:	P710W3-P710W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DaHokap_1]
   UNSPLITVOC:	(DaHokatki)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	DaHok+at+ki
        GLOSS:	laugh/laughter+[fem.sg.]+your [fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P710W4
      OFFSETS:	13-14
       TOKENS:	P710W5-P710W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P710W5
      OFFSETS:	15-16
       TOKENS:	P710W6-P710W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ضحكتي
     IS_TRANS:	DHkty
        INDEX:	P711W1
      OFFSETS:	0-5
       TOKENS:	P711W1-P711W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DaHokap_1]
   UNSPLITVOC:	(DaHokatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	DaHok+at+iy
        GLOSS:	laugh/laughter+[fem.sg.]+my

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P711W2
      OFFSETS:	6-7
       TOKENS:	P711W3-P711W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	نامي
     IS_TRANS:	nAmy
        INDEX:	P712W1
      OFFSETS:	0-4
       TOKENS:	P712W1-P712W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	nAm+iy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	نامي
     IS_TRANS:	nAmy
        INDEX:	P712W2
      OFFSETS:	5-9
       TOKENS:	P712W2-P712W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	nAm+iy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P713W1
      OFFSETS:	0-4
       TOKENS:	P713W1-P713W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P713W2
      OFFSETS:	5-10
       TOKENS:	P713W2-P713W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P713W3
      OFFSETS:	10-11
       TOKENS:	P713W3-P713W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P713W4
      OFFSETS:	12-15
       TOKENS:	P713W4-P713W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	برنس
     IS_TRANS:	brns
        INDEX:	P713W5
      OFFSETS:	16-20
       TOKENS:	P713W5-P713W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[birinos_1]
   UNSPLITVOC:	(birinos)
          POS:	NOUN
          VOC:	birinos
        GLOSS:	prince

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P714W1
      OFFSETS:	0-4
       TOKENS:	P714W1-P714W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P714W2
      OFFSETS:	5-6
       TOKENS:	P714W2-P714W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حاسح
     IS_TRANS:	HAsH
        INDEX:	P715W1
      OFFSETS:	0-4
       TOKENS:	P715W1-P715W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAsH)
          POS:	TYPO
          VOC:	HAsH
        GLOSS:	nogloss

 INPUT STRING:	بره
     IS_TRANS:	brh
        INDEX:	P715W2
      OFFSETS:	5-8
       TOKENS:	P715W2-P715W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brh)
          POS:	FOREIGN
          VOC:	brh
        GLOSS:	nogloss

 INPUT STRING:	ثلثاية
     IS_TRANS:	vlvAyp
        INDEX:	P715W3
      OFFSETS:	9-15
       TOKENS:	P715W3-P715W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(vlvAyp)
          POS:	TYPO
          VOC:	vlvAyp
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P715W4
      OFFSETS:	16-19
       TOKENS:	P715W4-P715W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	متخانق
     IS_TRANS:	mtxAnq
        INDEX:	P716W1
      OFFSETS:	0-6
       TOKENS:	P716W1-P716W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoxAniq_1]
   UNSPLITVOC:	(mitoxAniq)
          POS:	ADJ.VN
          VOC:	mitoxAniq
        GLOSS:	fighting

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P716W2
      OFFSETS:	7-9
       TOKENS:	P716W2-P716W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P716W3
      OFFSETS:	10-12
       TOKENS:	P716W3-P716W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	أقرب
     IS_TRANS:	>qrb
        INDEX:	P716W4
      OFFSETS:	13-17
       TOKENS:	P716W4-P716W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqorab_1]
   UNSPLITVOC:	(>aqorab)
          POS:	ADJ_COMP
          VOC:	>aqorab
        GLOSS:	soonest/nearer/nearest/more/most likely

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P716W5
      OFFSETS:	18-20
       TOKENS:	P716W5-P716W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P716W6
      OFFSETS:	21-24
       TOKENS:	P716W6-P716W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~A)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P717W1
      OFFSETS:	0-3
       TOKENS:	P717W1-P717W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P717W2
      OFFSETS:	4-6
       TOKENS:	P717W2-P717W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P717W3
      OFFSETS:	7-10
       TOKENS:	P717W3-P717W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P717W4
      OFFSETS:	11-14
       TOKENS:	P717W4-P717W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P717W5
      OFFSETS:	15-19
       TOKENS:	P717W5-P717W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P717W6
      OFFSETS:	20-23
       TOKENS:	P717W6-P717W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	ليلى
     IS_TRANS:	lylY
        INDEX:	P718W1
      OFFSETS:	0-4
       TOKENS:	P718W1-P718W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laylaY_1]
   UNSPLITVOC:	(laylaY)
          POS:	NOUN_PROP
          VOC:	laylaY
        GLOSS:	Leila/Laila/Layla

 INPUT STRING:	مي
     IS_TRANS:	my
        INDEX:	P718W2
      OFFSETS:	5-7
       TOKENS:	P718W2-P718W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(my)
          POS:	FOREIGN
          VOC:	my
        GLOSS:	nogloss

 INPUT STRING:	بست
     IS_TRANS:	bst
        INDEX:	P718W3
      OFFSETS:	8-11
       TOKENS:	P718W3-P718W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bst)
          POS:	FOREIGN
          VOC:	bst
        GLOSS:	nogloss

 INPUT STRING:	فرند
     IS_TRANS:	frnd
        INDEX:	P718W4
      OFFSETS:	12-16
       TOKENS:	P718W4-P718W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(frnd)
          POS:	FOREIGN
          VOC:	frnd
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P718W5
      OFFSETS:	17-19
       TOKENS:	P718W5-P718W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اتسلحنا
     IS_TRANS:	AtslHnA
        INDEX:	P718W6
      OFFSETS:	20-27
       TOKENS:	P718W6-P718W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtslHnA)
          POS:	TYPO
          VOC:	AtslHnA
        GLOSS:	nogloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P719W1
      OFFSETS:	0-3
       TOKENS:	P719W1-P719W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P719W2
      OFFSETS:	4-7
       TOKENS:	P719W2-P719W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P720W1
      OFFSETS:	0-2
       TOKENS:	P720W1-P720W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P720W2
      OFFSETS:	3-5
       TOKENS:	P720W2-P720W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	no

 INPUT STRING:	تصلحناش
     IS_TRANS:	tSlHnA$
        INDEX:	P720W3
      OFFSETS:	6-13
       TOKENS:	P720W3-P720W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SalaH_1]
   UNSPLITVOC:	(tiSaliHnA$)
          POS:	IV3FS+IV+IVSUFF_DO:1P+NEG_PART
          VOC:	ti+SaliH+nA+$
