 INPUT STRING:	يمكن
        INDEX:	P141W2
      OFFSETS:	6-7
       TOKENS:	P141W4-P141W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W3
      OFFSETS:	8-9
       TOKENS:	P141W5-P141W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W4
      OFFSETS:	10-11
       TOKENS:	P141W6-P141W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W5
      OFFSETS:	12-13
       TOKENS:	P141W7-P141W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W6
      OFFSETS:	14-15
       TOKENS:	P141W8-P141W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W7
      OFFSETS:	16-17
       TOKENS:	P141W9-P141W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P141W8
      OFFSETS:	18-19
       TOKENS:	P141W10-P141W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أه
     IS_TRANS:	>h
        INDEX:	P142W1
      OFFSETS:	0-2
       TOKENS:	P142W1-P142W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	مانا
     IS_TRANS:	mAnA
        INDEX:	P142W2
      OFFSETS:	3-7
       TOKENS:	P142W2-P142W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(mA_nA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	mA+AnA
        GLOSS:	that+I

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P142W3
      OFFSETS:	8-12
       TOKENS:	P142W4-P142W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P142W4
      OFFSETS:	13-16
       TOKENS:	P142W6-P142W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	زعلت
     IS_TRANS:	zElt
        INDEX:	P142W5
      OFFSETS:	17-21
       TOKENS:	P142W7-P142W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(ziEilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ziEil+t
        GLOSS:	be angry+I

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P142W6
      OFFSETS:	22-25
       TOKENS:	P142W8-P142W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P142W7
      OFFSETS:	26-28
       TOKENS:	P142W9-P142W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hw)
          POS:	FOREIGN
          VOC:	hw
        GLOSS:	nogloss

 INPUT STRING:	كود
     IS_TRANS:	kwd
        INDEX:	P142W8
      OFFSETS:	29-32
       TOKENS:	P142W10-P142W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwd)
          POS:	FOREIGN
          VOC:	kwd
        GLOSS:	nogloss

 INPUT STRING:	شي
     IS_TRANS:	$y
        INDEX:	P142W9
      OFFSETS:	33-35
       TOKENS:	P142W11-P142W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	($y)
          POS:	FOREIGN
          VOC:	$y
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P142W10
      OFFSETS:	36-38
       TOKENS:	P142W12-P142W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	نكد
     IS_TRANS:	nkd
        INDEX:	P142W11
      OFFSETS:	39-42
       TOKENS:	P142W13-P142W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nkd)
          POS:	FOREIGN
          VOC:	nkd
        GLOSS:	nogloss

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P142W12
      OFFSETS:	43-45
       TOKENS:	P142W14-P142W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	سي
     IS_TRANS:	sy
        INDEX:	P142W13
      OFFSETS:	46-48
       TOKENS:	P142W15-P142W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(sy)
          POS:	FOREIGN
          VOC:	sy
        GLOSS:	nogloss

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P142W14
      OFFSETS:	49-51
       TOKENS:	P142W16-P142W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hr)
          POS:	FOREIGN
          VOC:	Hr
        GLOSS:	nogloss

 INPUT STRING:	غرادوات
     IS_TRANS:	grAdwAt
        INDEX:	P142W15
      OFFSETS:	52-59
       TOKENS:	P142W17-P142W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(grAdwAt)
          POS:	FOREIGN
          VOC:	grAdwAt
        GLOSS:	nogloss

 INPUT STRING:	حياتي
     IS_TRANS:	HyAty
        INDEX:	P143W1
      OFFSETS:	0-5
       TOKENS:	P143W1-P143W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HayA+ap+iy
        GLOSS:	life/lives+[fem.sg.]+my

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P144W1
      OFFSETS:	0-5
       TOKENS:	P144W1-P144W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P144W2
      OFFSETS:	6-10
       TOKENS:	P144W2-P144W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AaHokiy)
          POS:	IV1S+IV
          VOC:	Aa+Hokiy
        GLOSS:	I+relate/report/tell/be related/be reported/be told

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P144W3
      OFFSETS:	11-13
       TOKENS:	P144W3-P144W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	2
     IS_TRANS:	2
        INDEX:	P144W4
      OFFSETS:	14-15
       TOKENS:	P144W5-P144W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2)
          POS:	NOUN_NUM
          VOC:	2
        GLOSS:	2

 INPUT STRING:	ثينغس
     IS_TRANS:	vyngs
        INDEX:	P144W5
      OFFSETS:	16-21
       TOKENS:	P144W6-P144W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(vyngs)
          POS:	FOREIGN
          VOC:	vyngs
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P145W1
      OFFSETS:	0-2
       TOKENS:	P145W1-P145W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(En)
          POS:	FOREIGN
          VOC:	En
        GLOSS:	nogloss

 INPUT STRING:	عبط
     IS_TRANS:	EbT
        INDEX:	P145W2
      OFFSETS:	3-6
       TOKENS:	P145W2-P145W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(EbT)
          POS:	FOREIGN
          VOC:	EbT
        GLOSS:	nogloss

 INPUT STRING:	مروان
     IS_TRANS:	mrwAn
        INDEX:	P145W3
      OFFSETS:	7-12
       TOKENS:	P145W3-P145W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marawAn_1]
   UNSPLITVOC:	(marawAn)
          POS:	NOUN_PROP
          VOC:	marawAn
        GLOSS:	Marawan

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P145W4
      OFFSETS:	13-16
       TOKENS:	P145W4-P145W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AnA)
          POS:	FOREIGN
          VOC:	AnA
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P145W5
      OFFSETS:	17-19
       TOKENS:	P145W5-P145W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(En)
          POS:	FOREIGN
          VOC:	En
        GLOSS:	nogloss

 INPUT STRING:	جداوى
     IS_TRANS:	jdAwY
        INDEX:	P145W6
      OFFSETS:	20-25
       TOKENS:	P145W6-P145W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~Awiy_1]
   UNSPLITVOC:	(jid~Awiy)
          POS:	NOUN_PROP
          VOC:	jid~Awiy
        GLOSS:	Geddawy

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P146W1
      OFFSETS:	0-3
       TOKENS:	P146W1-P146W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P146W2
      OFFSETS:	4-6
       TOKENS:	P146W2-P146W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P146W3
      OFFSETS:	7-11
       TOKENS:	P146W3-P146W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AiHokiy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiHokiy+(null)
        GLOSS:	relate/report/tell/be related/be reported/be told+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P146W4
      OFFSETS:	12-14
       TOKENS:	P146W4-P146W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P147W1
      OFFSETS:	0-4
       TOKENS:	P147W1-P147W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry/never mind

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P147W2
      OFFSETS:	5-8
       TOKENS:	P147W2-P147W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بأتغدى
     IS_TRANS:	b>tgdY
        INDEX:	P147W3
      OFFSETS:	9-15
       TOKENS:	P147W3-P147W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogad~aY_1]
   UNSPLITVOC:	(bAatogad~aY)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+togad~aY
        GLOSS:	[present-tense]+I+have breakfast/eat for lunch

 INPUT STRING:	حاجات
     IS_TRANS:	HAjAt
        INDEX:	P148W1
      OFFSETS:	0-5
       TOKENS:	P148W1-P148W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P148W2
      OFFSETS:	6-10
       TOKENS:	P148W2-P148W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P148W3
      OFFSETS:	10-11
       TOKENS:	P148W3-P148W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P149W1
      OFFSETS:	0-2
       TOKENS:	P149W1-P149W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	برفع
     IS_TRANS:	brfE
        INDEX:	P149W2
      OFFSETS:	3-7
       TOKENS:	P149W2-P149W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(brfE)
          POS:	TYPO
          VOC:	brfE
        GLOSS:	nogloss

 INPUT STRING:	حأكلمك
     IS_TRANS:	H>klmk
        INDEX:	P150W1
      OFFSETS:	0-6
       TOKENS:	P150W1-P150W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak/talk to+you

 INPUT STRING:	كلميني
     IS_TRANS:	klmyny
        INDEX:	P151W1
      OFFSETS:	0-6
       TOKENS:	P151W1-P151W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	kal~im+iy+niy
        GLOSS:	talk/speak/talk to+you+me

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P151W2
      OFFSETS:	7-10
       TOKENS:	P151W3-P151W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تتعشي
     IS_TRANS:	ttE$y
        INDEX:	P151W3
      OFFSETS:	11-16
       TOKENS:	P151W4-P151W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitoEa$~aY_1]
   UNSPLITVOC:	(titoEa$~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+toEa$~+iy
        GLOSS:	you+have dinner/dine/sup/take an evening meal+you

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P152W1
      OFFSETS:	0-5
       TOKENS:	P152W1-P152W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P152W2
      OFFSETS:	6-8
       TOKENS:	P152W3-P152W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P152W3
      OFFSETS:	9-12
       TOKENS:	P152W5-P152W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	تعرفي
     IS_TRANS:	tErfy
        INDEX:	P153W1
      OFFSETS:	0-5
       TOKENS:	P153W1-P153W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEorafiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Eoraf+iy
        GLOSS:	you+know+you

 INPUT STRING:	إيطالي
     IS_TRANS:	<yTAly
        INDEX:	P153W2
      OFFSETS:	6-12
       TOKENS:	P153W2-P153W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiyTAliy_1]
   UNSPLITVOC:	(AiyTAliy)
          POS:	NOUN
          VOC:	AiyTAliy
        GLOSS:	Italian

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P153W3
      OFFSETS:	13-15
       TOKENS:	P153W3-P153W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lw)
          POS:	FOREIGN
          VOC:	lw
        GLOSS:	nogloss

 INPUT STRING:	1
     IS_TRANS:	1
        INDEX:	P153W4
      OFFSETS:	16-17
       TOKENS:	P153W4-P153W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1)
          POS:	NOUN_NUM
          VOC:	1
        GLOSS:	1

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P154W1
      OFFSETS:	0-4
       TOKENS:	P154W1-P154W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	فرح
     IS_TRANS:	frH
        INDEX:	P154W2
      OFFSETS:	5-8
       TOKENS:	P154W3-P154W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraH_1]
   UNSPLITVOC:	(faraH)
          POS:	NOUN_PROP
          VOC:	faraH
        GLOSS:	Farah

 INPUT STRING:	ل
     IS_TRANS:	l
        INDEX:	P154W3
      OFFSETS:	9-10
       TOKENS:	P154W4-P154W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(l)
          POS:	NO_FUNC
          VOC:	l
        GLOSS:	nogloss

 INPUT STRING:	12
     IS_TRANS:	12
        INDEX:	P154W4
      OFFSETS:	10-12
       TOKENS:	P154W5-P154W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(12)
          POS:	NOUN_NUM
          VOC:	12
        GLOSS:	12

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P155W1
      OFFSETS:	0-4
       TOKENS:	P155W1-P155W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P155W2
      OFFSETS:	5-10
       TOKENS:	P155W2-P155W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+its/their/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P156W1
      OFFSETS:	0-2
       TOKENS:	P156W1-P156W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P156W2
      OFFSETS:	3-5
       TOKENS:	P156W2-P156W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P156W3
      OFFSETS:	6-9
       TOKENS:	P156W3-P156W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	ومع
     IS_TRANS:	wmE
        INDEX:	P156W4
      OFFSETS:	10-13
       TOKENS:	P156W4-P156W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(wimaEa)
          POS:	CONJ+NOUN
          VOC:	wi+maEa
        GLOSS:	and+with

