 INPUT STRING:	أزيك
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P33W7
      OFFSETS:	27-29
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P33W8
      OFFSETS:	30-34
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P33W9
      OFFSETS:	35-38
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	الأسد
     IS_TRANS:	Al>sd
        INDEX:	P33W10
      OFFSETS:	39-44
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asad_1]
   UNSPLITVOC:	(Al>asad)
          POS:	DET+NOUN
          VOC:	Al+>asad
        GLOSS:	the+lion/lions/lioness

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P33W11
      OFFSETS:	45-48
       TOKENS:	P33W12-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	CONJ+ADV
          VOC:	wi+bas~
        GLOSS:	and+enough

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	باين
     IS_TRANS:	bAyn
        INDEX:	P34W2
      OFFSETS:	3-7
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAyin_1]
   UNSPLITVOC:	(bAyin)
          POS:	ADJ
          VOC:	bAyin
        GLOSS:	evident/plain

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P34W3
      OFFSETS:	8-10
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P34W4
      OFFSETS:	11-14
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/he

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P34W5
      OFFSETS:	15-17
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حيوانات
     IS_TRANS:	HywAnAt
        INDEX:	P34W6
      OFFSETS:	18-25
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayawAn_1]
   UNSPLITVOC:	(HayawAnAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HayawAn+At
        GLOSS:	animal/creature+[fem.pl.]

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P34W7
      OFFSETS:	26-30
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W8
      OFFSETS:	30-31
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W9
      OFFSETS:	32-34
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P34W10
      OFFSETS:	35-38
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	few

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P34W11
      OFFSETS:	39-42
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwm)
          POS:	NOUN
          VOC:	yuwm
        GLOSS:	today/day/some day/ever/days

 INPUT STRING:	وصلوني
     IS_TRANS:	wSlwny
        INDEX:	P34W12
      OFFSETS:	43-49
       TOKENS:	P34W13-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(waS~aluwniy)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:1S
          VOC:	waS~al+uwA+niy
        GLOSS:	connect+they+me

 INPUT STRING:	بحد
     IS_TRANS:	bHd
        INDEX:	P34W13
      OFFSETS:	50-53
       TOKENS:	P34W15-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(biHad~)
          POS:	PREP+NOUN
          VOC:	bi+Had~
        GLOSS:	with/by+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P34W14
      OFFSETS:	54-57
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P34W15
      OFFSETS:	58-60
       TOKENS:	P34W18-P34W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كانشحيوان
     IS_TRANS:	kAn$HywAn
        INDEX:	P34W16
      OFFSETS:	61-70
       TOKENS:	P34W19-P34W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(kAn$HywAn)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART+NOUN
          VOC:	kAn+(null)+$+HayawAn
        GLOSS:	be/was/were + he/it [verb]+not+animal

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W17
      OFFSETS:	70-71
       TOKENS:	P34W22-P34W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P34W18
      OFFSETS:	72-75
       TOKENS:	P34W23-P34W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بعتله
     IS_TRANS:	bEtlh
        INDEX:	P34W19
      OFFSETS:	76-81
       TOKENS:	P34W24-P34W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(baEa~iluh)
          POS:	PV+PVSUFF_SUBJ:1S+PREP+PRON_3MS
          VOC:	baEat+t+li+uh
        GLOSS:	send+I+to/for+him

 INPUT STRING:	رساله
     IS_TRANS:	rsAlh
        INDEX:	P34W20
      OFFSETS:	82-87
       TOKENS:	P34W27-P34W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation/letters/messages/mission/task+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P34W21
      OFFSETS:	88-93
       TOKENS:	P34W28-P34W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P34W22
      OFFSETS:	94-97
       TOKENS:	P34W29-P34W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	ماردش
     IS_TRANS:	mArd$
        INDEX:	P34W23
      OFFSETS:	98-103
       TOKENS:	P34W31-P34W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(mA_rad~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+rad~+(null)+$
        GLOSS:	not+answer/reply/return/be returned/be given back+he/it+not

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P34W24
      OFFSETS:	104-107
       TOKENS:	P34W34-P34W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~a)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on/above+I

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P34W25
      OFFSETS:	108-112
       TOKENS:	P34W36-P34W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W26
      OFFSETS:	112-113
       TOKENS:	P34W37-P34W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يعجبك
     IS_TRANS:	yEjbk
        INDEX:	P34W27
      OFFSETS:	114-119
       TOKENS:	P34W38-P34W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(yiEojibak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+Eojib+ak
        GLOSS:	he/it+delight/admire/like/be amazed/liked/arouse admiration/please+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P34W28
      OFFSETS:	120-123
       TOKENS:	P34W40-P34W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P34W29
      OFFSETS:	124-126
       TOKENS:	P34W41-P34W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اسديا
     IS_TRANS:	AsdyA
        INDEX:	P34W30
      OFFSETS:	127-132
       TOKENS:	P34W42-P34W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AsdyA)
          POS:	NOUN+VOC_PART
          VOC:	Aasad+yA
        GLOSS:	lion+oh

 INPUT STRING:	ريسنا
     IS_TRANS:	rysnA
        INDEX:	P34W31
      OFFSETS:	133-138
       TOKENS:	P34W44-P34W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~isnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ray~is+nA
        GLOSS:	captain/chief/boss+our

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P35W1
      OFFSETS:	0-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P35W2
      OFFSETS:	3-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P35W3
      OFFSETS:	8-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	قلة
     IS_TRANS:	qlp
        INDEX:	P35W4
      OFFSETS:	11-14
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qil~+ap
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	أدب
     IS_TRANS:	>db
        INDEX:	P35W5
      OFFSETS:	15-18
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(>adab)
          POS:	NOUN
          VOC:	>adab
        GLOSS:	literature/good manners/etiquette

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P36W1
      OFFSETS:	0-6
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+ones

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P36W2
      OFFSETS:	7-11
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يرد
     IS_TRANS:	yrd
        INDEX:	P36W3
      OFFSETS:	12-15
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(yirud~)
          POS:	IV3MS+IV
          VOC:	yi+rud~
        GLOSS:	he/it+answer/reply/return/be returned/be given back

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P36W4
      OFFSETS:	16-19
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أى
     IS_TRANS:	>Y
        INDEX:	P36W5
      OFFSETS:	20-22
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P36W6
      OFFSETS:	23-25
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	يبعنله
     IS_TRANS:	ybEnlh
        INDEX:	P36W7
      OFFSETS:	26-32
       TOKENS:	P36W7-P36W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ybEnlh)
          POS:	TYPO+PREP+PRON_3MS
          VOC:	ybEn+l+uh
        GLOSS:	nogloss+to/for+him/it

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P36W8
      OFFSETS:	33-38
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P36W9
      OFFSETS:	39-41
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مشتركين
     IS_TRANS:	m$trkyn
        INDEX:	P36W10
      OFFSETS:	42-49
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$otarik_1]
   UNSPLITVOC:	(mu$otarikiyn)
          POS:	NOUN.VN+NSUFF_MASC_PL
          VOC:	mu$otarik+iyn
        GLOSS:	participant/subscriber+[pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P36W11
      OFFSETS:	50-52
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دراسة
     IS_TRANS:	drAsp
        INDEX:	P36W12
      OFFSETS:	53-58
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(dirAsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dirAs+ap
        GLOSS:	study/studies/research+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P36W13
      OFFSETS:	59-64
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	Gloss:TBA+[fem.sg.]

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$uf+t
        GLOSS:	look+you

 INPUT STRING:	التواضع
     IS_TRANS:	AltwADE
        INDEX:	P37W2
      OFFSETS:	4-11
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawADuE_1]
   UNSPLITVOC:	(AltawADuE)
          POS:	DET+NOUN
          VOC:	Al+tawADuE
        GLOSS:	the+modesty/humility/lowliness

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P37W3
      OFFSETS:	11-12
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P38W2
      OFFSETS:	6-9
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اسد
     IS_TRANS:	Asd
        INDEX:	P38W3
      OFFSETS:	10-13
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asad_1]
   UNSPLITVOC:	(>asad)
          POS:	NOUN
          VOC:	>asad
        GLOSS:	lion/lions/lioness

 INPUT STRING:	مافيش
     IS_TRANS:	mAfy$
        INDEX:	P38W4
      OFFSETS:	14-19
       TOKENS:	P38W5-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mAfiyh$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+h+$
        GLOSS:	not+in+it/he+not

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P38W5
      OFFSETS:	20-23
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/he

 INPUT STRING:	خسارة
     IS_TRANS:	xsArp
        INDEX:	P39W1
      OFFSETS:	0-5
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xusArap_1]
   UNSPLITVOC:	(xusArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xusAr+ap
        GLOSS:	casualty/losses/damage/loss+[fem.sg.]

 INPUT STRING:	فيكم
     IS_TRANS:	fykm
        INDEX:	P39W2
      OFFSETS:	6-10
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykum)
          POS:	PREP+PRON_2P
          VOC:	fiy+kum
        GLOSS:	in+you

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	None
