 INPUT STRING:	بتصحي
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(fElAF)
          POS:	NO_FUNC
          VOC:	fElAF
        GLOSS:	nogloss

 INPUT STRING:	فيكي
     IS_TRANS:	fyky
        INDEX:	P56W5
      OFFSETS:	15-19
       TOKENS:	P56W5-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykiy)
          POS:	PREP+PRON_2FS
          VOC:	fiy+ik
        GLOSS:	in+you

 INPUT STRING:	الحوار
     IS_TRANS:	AlHwAr
        INDEX:	P56W6
      OFFSETS:	20-26
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiwAr_1]
   UNSPLITVOC:	(AlHiwAr)
          POS:	DET+NOUN
          VOC:	Al+HiwAr
        GLOSS:	the+conversation/dialogue/discussion/discussions/talks

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P56W7
      OFFSETS:	27-29
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P56W8
      OFFSETS:	29-30
       TOKENS:	P56W9-P56W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P56W9
      OFFSETS:	31-35
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لقيتيه
     IS_TRANS:	lqytyh
        INDEX:	P56W10
      OFFSETS:	36-42
       TOKENS:	P56W11-P56W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqaytiyh)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:3MS
          VOC:	laq+aytiy+uh
        GLOSS:	find/be found/exist/ascertain/come upon/modal of probability/encounter/discover+you+it/him

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P56W11
      OFFSETS:	43-47
       TOKENS:	P56W13-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P56W12
      OFFSETS:	47-48
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P57W1
      OFFSETS:	0-1
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P58W1
      OFFSETS:	0-3
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	شفته
     IS_TRANS:	$fth
        INDEX:	P58W2
      OFFSETS:	4-8
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	$uf+t+uh
        GLOSS:	look+I+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P58W3
      OFFSETS:	9-11
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P58W4
      OFFSETS:	12-15
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	some

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P58W5
      OFFSETS:	16-19
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P59W2
      OFFSETS:	5-7
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P59W3
      OFFSETS:	8-10
       TOKENS:	P59W3-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~)
          POS:	NOUN
          VOC:	Eam~
        GLOSS:	paternal uncle/paternal uncles

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W4
      OFFSETS:	10-11
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P59W5
      OFFSETS:	12-14
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لسوبجيكت
     IS_TRANS:	lswbjykt
        INDEX:	P59W6
      OFFSETS:	15-23
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lswbjykt)
          POS:	FOREIGN
          VOC:	lswbjykt
        GLOSS:	nogloss

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P59W7
      OFFSETS:	24-27
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	كوم
     IS_TRANS:	kwm
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwm)
          POS:	FOREIGN
          VOC:	kwm
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P60W2
      OFFSETS:	3-4
       TOKENS:	P60W2-P60W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(.)
          POS:	FOREIGN
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	توريس
     IS_TRANS:	twrys
        INDEX:	P60W3
      OFFSETS:	5-10
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twrys)
          POS:	FOREIGN
          VOC:	twrys
        GLOSS:	nogloss

 INPUT STRING:	وحتعملي
     IS_TRANS:	wHtEmly
        INDEX:	P61W1
      OFFSETS:	0-7
       TOKENS:	P61W1-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiHatiEomiliy)
          POS:	CONJ+FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+Ha+ti+Eomil+iy
        GLOSS:	and+will+you+function/make/act/do+you

 INPUT STRING:	باوربوينت
     IS_TRANS:	bAwrbwynt
        INDEX:	P61W2
      OFFSETS:	8-17
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAwrbwynt)
          POS:	FOREIGN
          VOC:	bAwrbwynt
        GLOSS:	nogloss

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P61W3
      OFFSETS:	18-21
       TOKENS:	P61W5-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P61W4
      OFFSETS:	22-26
       TOKENS:	P61W6-P61W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P61W5
      OFFSETS:	27-31
       TOKENS:	P61W8-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAl~A_1]
   UNSPLITVOC:	(wAl~A)
          POS:	CONJ
          VOC:	wAl~A
        GLOSS:	or

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P61W6
      OFFSETS:	32-35
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P61W7
      OFFSETS:	36-42
       TOKENS:	P61W10-P61W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P61W8
      OFFSETS:	42-43
       TOKENS:	P61W11-P61W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

