 INPUT STRING:	بست
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(bAafak~ar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+fak~ar
        GLOSS:	[present-tense]+I+think/consider/ponder

 INPUT STRING:	حاديه
     IS_TRANS:	HAdyh
        INDEX:	P308W3
      OFFSETS:	10-15
       TOKENS:	P308W4-P308W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(HaAad~iyh)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	Ha+Aa+d~iy+uh
        GLOSS:	will+I+give/provide/hand over/be given/be provided/carry out/perform/lead+it/him

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P308W4
      OFFSETS:	16-18
       TOKENS:	P308W7-P308W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P308W5
      OFFSETS:	19-22
       TOKENS:	P308W9-P308W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/he

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P308W6
      OFFSETS:	23-24
       TOKENS:	P308W11-P308W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P309W1
      OFFSETS:	0-1
       TOKENS:	P309W1-P309W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P309W2
      OFFSETS:	1-2
       TOKENS:	P309W2-P309W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	<

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P310W1
      OFFSETS:	0-2
       TOKENS:	P310W1-P310W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laugh

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P311W1
      OFFSETS:	0-1
       TOKENS:	P311W1-P311W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(E)
          POS:	NO_FUNC
          VOC:	E
        GLOSS:	nogloss

 INPUT STRING:	[
     IS_TRANS:	[
        INDEX:	P311W2
      OFFSETS:	1-2
       TOKENS:	P311W2-P311W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	([)
          POS:	PUNC
          VOC:	[
        GLOSS:	nogloss

 INPUT STRING:	]
     IS_TRANS:	]
        INDEX:	P311W3
      OFFSETS:	2-3
       TOKENS:	P311W3-P311W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(])
          POS:	PUNC
          VOC:	]
        GLOSS:	nogloss

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P311W4
      OFFSETS:	3-4
       TOKENS:	P311W4-P311W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	|
     IS_TRANS:	|
        INDEX:	P311W5
      OFFSETS:	4-5
       TOKENS:	P311W5-P311W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(|)
          POS:	PUNC
          VOC:	|
        GLOSS:	|

 INPUT STRING:	محتار
     IS_TRANS:	mHtAr
        INDEX:	P312W1
      OFFSETS:	0-5
       TOKENS:	P312W1-P312W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAr_1]
   UNSPLITVOC:	(miHotAr)
          POS:	ADJ
          VOC:	miHotAr
        GLOSS:	be confused/confused/worried/baffled

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P312W2
      OFFSETS:	6-8
       TOKENS:	P312W2-P312W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P312W3
      OFFSETS:	9-13
       TOKENS:	P312W3-P312W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	أصلي
     IS_TRANS:	>Sly
        INDEX:	P312W4
      OFFSETS:	14-18
       TOKENS:	P312W4-P312W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>aSol+iy
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+my

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P312W5
      OFFSETS:	19-20
       TOKENS:	P312W6-P312W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[3_1]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P312W6
      OFFSETS:	20-21
       TOKENS:	P312W7-P312W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	|
     IS_TRANS:	|
        INDEX:	P312W7
      OFFSETS:	21-22
       TOKENS:	P312W8-P312W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(|)
          POS:	PUNC
          VOC:	|
        GLOSS:	|

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P313W1
      OFFSETS:	0-2
       TOKENS:	P313W1-P313W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حارد
     IS_TRANS:	HArd
        INDEX:	P313W2
      OFFSETS:	3-7
       TOKENS:	P313W2-P313W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(HaAarud~)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+rud~
        GLOSS:	will+I+answer/reply/return/be returned/be given back

 INPUT STRING:	علك
     IS_TRANS:	Elk
        INDEX:	P313W3
      OFFSETS:	8-11
       TOKENS:	P313W4-P313W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealik)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ik
        GLOSS:	on+you

 INPUT STRING:	عأمتن
     IS_TRANS:	E>mtn
        INDEX:	P313W4
      OFFSETS:	12-17
       TOKENS:	P313W6-P313W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(E>mtn)
          POS:	TYPO
          VOC:	E>mtn
        GLOSS:	nogloss

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P314W1
      OFFSETS:	0-4
       TOKENS:	P314W1-P314W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(E$>n)
          POS:	TYPO
          VOC:	E$>n
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P314W2
      OFFSETS:	5-7
       TOKENS:	P314W2-P314W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	اشتمكش
     IS_TRANS:	A$tmk$
        INDEX:	P314W3
      OFFSETS:	8-14
       TOKENS:	P314W3-P314W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(Aa$otimak$)
          POS:	IV1S+IV+IVSUFF_DO:2MS+NEG_PART
          VOC:	Aa+$otim+ak+$
        GLOSS:	I+revile/curse+you+not

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P315W1
      OFFSETS:	0-4
       TOKENS:	P315W1-P315W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P315W2
      OFFSETS:	5-9
       TOKENS:	P315W2-P315W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P315W3
      OFFSETS:	10-12
       TOKENS:	P315W3-P315W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P315W4
      OFFSETS:	13-15
       TOKENS:	P315W4-P315W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~)
          POS:	NOUN
          VOC:	Eam~
        GLOSS:	paternal uncle/paternal uncles

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P316W1
      OFFSETS:	0-2
       TOKENS:	P316W1-P316W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اشده
     IS_TRANS:	A$dh
        INDEX:	P316W2
      OFFSETS:	3-7
       TOKENS:	P316W2-P316W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$dap_1]
   UNSPLITVOC:	(qi$dap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$d+ap
        GLOSS:	cream+[sg.fem.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P316W3
      OFFSETS:	8-10
       TOKENS:	P316W3-P316W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	لحقت
     IS_TRANS:	lHqt
        INDEX:	P316W4
      OFFSETS:	11-15
       TOKENS:	P316W4-P316W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(liHiqt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	liHiq+t
        GLOSS:	follow/be attached/[help!]/reach+I

 INPUT STRING:	ارجع
     IS_TRANS:	ArjE
        INDEX:	P316W5
      OFFSETS:	16-20
       TOKENS:	P316W5-P316W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(AarojaE)
          POS:	IV1S+IV
          VOC:	Aa+rojaE
        GLOSS:	I+come back/go back/return back/return

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P316W6
      OFFSETS:	21-24
       TOKENS:	P316W6-P316W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	9
     IS_TRANS:	9
        INDEX:	P316W7
      OFFSETS:	25-26
       TOKENS:	P316W7-P316W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[9_1]
   UNSPLITVOC:	(9)
          POS:	NOUN_NUM
          VOC:	9
        GLOSS:	9

 INPUT STRING:	ننزل
     IS_TRANS:	nnzl
        INDEX:	P316W8
      OFFSETS:	27-31
       TOKENS:	P316W8-P316W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(ninozil)
          POS:	IV1P+IV
          VOC:	ni+nozil
        GLOSS:	we+descend/come/desend/stay

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P317W1
      OFFSETS:	0-4
       TOKENS:	P317W1-P317W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P317W2
      OFFSETS:	5-8
       TOKENS:	P317W2-P317W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P317W3
      OFFSETS:	9-14
       TOKENS:	P317W3-P317W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	HaDor+ap+ak
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your

 INPUT STRING:	شيراتون
     IS_TRANS:	$yrAtwn
        INDEX:	P318W1
      OFFSETS:	0-7
       TOKENS:	P318W1-P318W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iyrAtuwn_1]
   UNSPLITVOC:	($iyrAtuwn)
          POS:	NOUN_PROP
          VOC:	$iyrAtuwn
        GLOSS:	Shiraton

 INPUT STRING:	يهبل
     IS_TRANS:	yhbl
        INDEX:	P319W1
      OFFSETS:	0-4
       TOKENS:	P319W1-P319W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[habal_1]
   UNSPLITVOC:	(yihobil)
          POS:	IV3MS+IV
          VOC:	yi+hobil
        GLOSS:	he/it+make crzy

 INPUT STRING:	بره
     IS_TRANS:	brh
        INDEX:	P320W1
      OFFSETS:	0-3
       TOKENS:	P320W1-P320W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~ah_1]
   UNSPLITVOC:	(bar~ah)
          POS:	NOUN
          VOC:	bar~ah
        GLOSS:	outside/outer part/overseas/exterior/out of play/leaving/departing/exiting

 INPUT STRING:	حاستاحمة
     IS_TRANS:	HAstAHmp
        INDEX:	P320W2
      OFFSETS:	4-12
       TOKENS:	P320W2-P320W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAstAHmp)
          POS:	TYPO
          VOC:	HAstAHmp
        GLOSS:	nogloss

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P320W3
      OFFSETS:	13-16
       TOKENS:	P320W3-P320W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P320W4
      OFFSETS:	16-17
       TOKENS:	P320W4-P320W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P320W5
      OFFSETS:	18-21
       TOKENS:	P320W5-P320W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P320W6
      OFFSETS:	22-24
       TOKENS:	P320W6-P320W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزك
     IS_TRANS:	EAyzk
        INDEX:	P320W7
      OFFSETS:	25-30
       TOKENS:	P320W7-P320W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyizik)
          POS:	ADJ.VN+PRON_2FS
          VOC:	EAyiz+ik
        GLOSS:	needing/liking/requiring/wanting/desiring+you

 INPUT STRING:	تخشي
     IS_TRANS:	tx$y
        INDEX:	P320W8
      OFFSETS:	31-35
       TOKENS:	P320W9-P320W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xa$~_1]
   UNSPLITVOC:	(tixu$~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+xu$~+iy
        GLOSS:	you+enter+you

 INPUT STRING:	معايا
     IS_TRANS:	mEAyA
        INDEX:	P320W9
      OFFSETS:	36-41
       TOKENS:	P320W10-P320W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	with+my

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P320W10
      OFFSETS:	41-42
       TOKENS:	P320W12-P320W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P320W11
      OFFSETS:	42-43
       TOKENS:	P320W13-P320W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P320W12
      OFFSETS:	43-44
       TOKENS:	P320W14-P320W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	nogloss

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P321W1
      OFFSETS:	0-4
       TOKENS:	P321W1-P321W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P321W2
      OFFSETS:	5-8
       TOKENS:	P321W2-P321W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	الخسران
     IS_TRANS:	AlxsrAn
        INDEX:	P321W3
      OFFSETS:	9-16
       TOKENS:	P321W3-P321W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xasorAn_1]
   UNSPLITVOC:	(AlxasorAn)
          POS:	DET+ADJ
          VOC:	Al+xasorAn
        GLOSS:	the+loser

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P321W4
      OFFSETS:	17-20
       TOKENS:	P321W4-P321W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P322W1
      OFFSETS:	0-1
       TOKENS:	P322W1-P322W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	[
     IS_TRANS:	[
        INDEX:	P322W2
      OFFSETS:	1-2
       TOKENS:	P322W2-P322W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	([)
          POS:	PUNC
          VOC:	[
        GLOSS:	nogloss

 INPUT STRING:	كس
     IS_TRANS:	ks
        INDEX:	P322W3
      OFFSETS:	2-4
       TOKENS:	P322W3-P322W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ks)
          POS:	FOREIGN
          VOC:	ks
        GLOSS:	nogloss

 INPUT STRING:	لل
     IS_TRANS:	ll
        INDEX:	P323W1
      OFFSETS:	0-2
       TOKENS:	P323W1-P323W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ll)
          POS:	TYPO
          VOC:	ll
        GLOSS:	nogloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P324W1
      OFFSETS:	0-4
       TOKENS:	P324W1-P324W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	الفيتك
     IS_TRANS:	Alfytk
        INDEX:	P324W2
      OFFSETS:	5-11
       TOKENS:	P324W2-P324W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alfytk)
          POS:	TYPO
          VOC:	Alfytk
        GLOSS:	nogloss

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P324W3
      OFFSETS:	12-16
       TOKENS:	P324W3-P324W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	نوح
     IS_TRANS:	nwH
        INDEX:	P325W1
      OFFSETS:	0-3
       TOKENS:	P325W1-P325W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nwH)
          POS:	TYPO
          VOC:	nwH
        GLOSS:	nogloss

 INPUT STRING:	برحتك
     IS_TRANS:	brHtk
        INDEX:	P326W1
      OFFSETS:	0-5
       TOKENS:	P326W1-P326W3
