 INPUT STRING:	منووسا
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P83W1
      OFFSETS:	0-5
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P83W2
      OFFSETS:	6-8
       TOKENS:	P83W3-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P83W3
      OFFSETS:	9-12
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	وند
     IS_TRANS:	wnd
        INDEX:	P83W4
      OFFSETS:	13-16
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wnd)
          POS:	FOREIGN
          VOC:	wnd
        GLOSS:	nogloss

 INPUT STRING:	نكتب
     IS_TRANS:	nktb
        INDEX:	P83W5
      OFFSETS:	17-21
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(nikotib)
          POS:	IV1P+IV
          VOC:	ni+kotib
        GLOSS:	we+write/be written/be fated/be destined

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P83W6
      OFFSETS:	22-26
       TOKENS:	P83W8-P83W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	حيعلي
     IS_TRANS:	HyEly
        INDEX:	P83W7
      OFFSETS:	27-32
       TOKENS:	P83W9-P83W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HyEly)
          POS:	TYPO
          VOC:	HyEly
        GLOSS:	nogloss

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P83W8
      OFFSETS:	33-37
       TOKENS:	P83W10-P83W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P83W9
      OFFSETS:	38-39
       TOKENS:	P83W11-P83W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P84W1
      OFFSETS:	0-3
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P84W2
      OFFSETS:	4-9
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	فلس
     IS_TRANS:	fls
        INDEX:	P84W3
      OFFSETS:	10-13
       TOKENS:	P84W3-P84W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fls)
          POS:	FOREIGN
          VOC:	fls
        GLOSS:	nogloss

 INPUT STRING:	سامحيني
     IS_TRANS:	sAmHyny
        INDEX:	P85W1
      OFFSETS:	0-7
       TOKENS:	P85W1-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(sAmoHiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	sAmoH+iy+niy
        GLOSS:	treat kindly/forgive/pardon+you+me

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P85W2
      OFFSETS:	8-13
       TOKENS:	P85W3-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P85W3
      OFFSETS:	14-16
       TOKENS:	P85W5-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P85W4
      OFFSETS:	17-20
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	حينفع
     IS_TRANS:	HynfE
        INDEX:	P85W5
      OFFSETS:	21-26
       TOKENS:	P85W8-P85W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(HayinofaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+nofaE
        GLOSS:	will+he/it+be of use

 INPUT STRING:	ترميها
     IS_TRANS:	trmyhA
        INDEX:	P85W6
      OFFSETS:	27-33
       TOKENS:	P85W10-P85W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaY_1]
   UNSPLITVOC:	(tiromiyhA)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3FS
          VOC:	ti+rom+iy+hA
        GLOSS:	you+throw/fling/shoot/be thrown/be flung/be shot+you+it/them/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P85W7
      OFFSETS:	34-35
       TOKENS:	P85W12-P85W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P86W1
      OFFSETS:	0-3
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بآكل
     IS_TRANS:	b|kl
        INDEX:	P86W2
      OFFSETS:	4-8
       TOKENS:	P86W2-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akal_1]
   UNSPLITVOC:	(bAakul)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+kul
        GLOSS:	[present-tense]+I+eat/consume/be eaten/be consumed

 INPUT STRING:	حأعملها
     IS_TRANS:	H>EmlhA
        INDEX:	P86W3
      OFFSETS:	9-16
       TOKENS:	P86W4-P86W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomilhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+Eomil+hA
        GLOSS:	will+I+function/make/act/do+it/them/her

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P86W4
      OFFSETS:	17-19
       TOKENS:	P86W7-P86W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	موهة
     IS_TRANS:	mwhp
        INDEX:	P87W1
      OFFSETS:	0-4
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwah_1]
   UNSPLITVOC:	(muwah)
          POS:	INTERJ
          VOC:	muwah
        GLOSS:	kissing

 INPUT STRING:	ياي
     IS_TRANS:	yAy
        INDEX:	P87W2
      OFFSETS:	5-8
       TOKENS:	P87W2-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAy_1]
   UNSPLITVOC:	(yAy)
          POS:	INTERJ
          VOC:	yAy
        GLOSS:	yay

 INPUT STRING:	تنك
     IS_TRANS:	tnk
        INDEX:	P87W3
      OFFSETS:	9-12
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tnk)
          POS:	FOREIGN
          VOC:	tnk
        GLOSS:	nogloss

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P87W4
      OFFSETS:	13-15
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>w)
          POS:	FOREIGN
          VOC:	>w
        GLOSS:	nogloss

 INPUT STRING:	يالا
     IS_TRANS:	yAlA
        INDEX:	P87W5
      OFFSETS:	16-20
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAl~A_1]
   UNSPLITVOC:	(yAl~A)
          POS:	INTERJ
          VOC:	yAl~A
        GLOSS:	come on

 INPUT STRING:	واكتبي
     IS_TRANS:	wAktby
        INDEX:	P87W6
      OFFSETS:	21-27
       TOKENS:	P87W6-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(wiAikotibiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+Aikotib+iy
        GLOSS:	and+write/be written/be fated/be destined+you

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P87W7
      OFFSETS:	28-31
       TOKENS:	P87W8-P87W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P88W1
      OFFSETS:	0-2
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laughing

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P88W2
      OFFSETS:	3-5
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	بروبلم
     IS_TRANS:	brwblm
        INDEX:	P88W3
      OFFSETS:	6-12
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brwblm)
          POS:	FOREIGN
          VOC:	brwblm
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P89W1
      OFFSETS:	0-1
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حيعلي
     IS_TRANS:	HyEly
        INDEX:	P89W2
      OFFSETS:	2-7
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HyEly)
          POS:	TYPO
          VOC:	HyEly
        GLOSS:	nogloss

 INPUT STRING:	بنفس
     IS_TRANS:	bnfs
        INDEX:	P90W1
      OFFSETS:	0-4
       TOKENS:	P90W1-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafos)
          POS:	PREP+NOUN
          VOC:	bi+nafos
        GLOSS:	with/by+same/self/selves/soul/souls

 INPUT STRING:	اللون
     IS_TRANS:	Allwn
        INDEX:	P90W2
      OFFSETS:	5-10
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[luwn_1]
   UNSPLITVOC:	(Alluwn)
          POS:	DET+NOUN
          VOC:	Al+luwn
        GLOSS:	the+color/tint/colors/tints/type/sort/types/sorts

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P90W3
      OFFSETS:	11-15
       TOKENS:	P90W4-P90W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P90W4
      OFFSETS:	16-19
       TOKENS:	P90W5-P90W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P90W5
      OFFSETS:	20-22
       TOKENS:	P90W6-P90W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P90W6
      OFFSETS:	23-27
       TOKENS:	P90W8-P90W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P91W1
      OFFSETS:	0-5
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P92W1
      OFFSETS:	0-2
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تناميش
     IS_TRANS:	tnAmy$
        INDEX:	P92W2
      OFFSETS:	3-9
       TOKENS:	P92W2-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(tinAmiy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+nAm+iy+$
        GLOSS:	you+sleep/lie down+you+not

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P93W1
      OFFSETS:	0-4
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P93W2
      OFFSETS:	5-8
       TOKENS:	P93W2-P93W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P93W3
      OFFSETS:	8-9
       TOKENS:	P93W3-P93W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	أمج
     IS_TRANS:	>mj
        INDEX:	P94W1
      OFFSETS:	0-3
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>mj)
          POS:	FOREIGN
          VOC:	>mj
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P94W2
      OFFSETS:	4-6
       TOKENS:	P94W2-P94W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	لففي
     IS_TRANS:	lffy
        INDEX:	P94W3
      OFFSETS:	7-11
       TOKENS:	P94W3-P94W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lffy)
          POS:	FOREIGN
          VOC:	lffy
        GLOSS:	nogloss

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P94W4
      OFFSETS:	12-14
       TOKENS:	P94W4-P94W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>w)
          POS:	FOREIGN
          VOC:	>w
        GLOSS:	nogloss

 INPUT STRING:	ابعتيه
     IS_TRANS:	AbEtyh
        INDEX:	P95W1
      OFFSETS:	0-6
       TOKENS:	P95W1-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(AiboEatiyuh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	AiboEat+iy+uh
        GLOSS:	send+you+it/him

 INPUT STRING:	أحها
     IS_TRANS:	>HhA
        INDEX:	P96W1
      OFFSETS:	0-4
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hahA_1]
   UNSPLITVOC:	(>aHahA)
          POS:	INTERJ
          VOC:	>aHahA
        GLOSS:	laughing

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P96W2
      OFFSETS:	5-10
       TOKENS:	P96W2-P96W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	ميناس
     IS_TRANS:	mynAs
        INDEX:	P97W1
      OFFSETS:	0-5
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miynAs_1]
   UNSPLITVOC:	(miynAs)
          POS:	NOUN_PROP
          VOC:	miynAs
        GLOSS:	Minas

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P97W2
      OFFSETS:	6-10
       TOKENS:	P97W2-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry/never mind

 INPUT STRING:	آخر
     IS_TRANS:	|xr
        INDEX:	P97W3
      OFFSETS:	11-14
       TOKENS:	P97W3-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xir)
          POS:	ADJ_COMP
          VOC:	|xir
        GLOSS:	last/end

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P97W4
      OFFSETS:	15-19
       TOKENS:	P97W4-P97W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	الفن
     IS_TRANS:	Alfn
        INDEX:	P97W5
      OFFSETS:	20-24
       TOKENS:	P97W5-P97W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alfn)
          POS:	FOREIGN
          VOC:	Alfn
        GLOSS:	nogloss

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P97W6
      OFFSETS:	25-28
       TOKENS:	P97W6-P97W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mnk)
          POS:	FOREIGN
          VOC:	mnk
        GLOSS:	nogloss

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P97W7
      OFFSETS:	29-32
       TOKENS:	P97W7-P97W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>yh)
          POS:	FOREIGN
          VOC:	>yh
        GLOSS:	nogloss

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P97W8
      OFFSETS:	33-36
       TOKENS:	P97W8-P97W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bld)
          POS:	FOREIGN
          VOC:	bld
        GLOSS:	nogloss

 INPUT STRING:	وغيري
     IS_TRANS:	wgyry
        INDEX:	P97W9
      OFFSETS:	37-42
       TOKENS:	P97W9-P97W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(wigay~ariy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+gay~ar+iy
        GLOSS:	and+change/modify+you

 INPUT STRING:	شكل
     IS_TRANS:	$kl
        INDEX:	P97W10
      OFFSETS:	43-46
       TOKENS:	P97W11-P97W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akol)
          POS:	NOUN
          VOC:	$akol
        GLOSS:	manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	الح
     IS_TRANS:	AlH
        INDEX:	P97W11
      OFFSETS:	47-50
       TOKENS:	P97W12-P97W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlH)
          POS:	TYPO
          VOC:	AlH
        GLOSS:	nogloss

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P97W12
      OFFSETS:	51-55
       TOKENS:	P97W13-P97W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
