 INPUT STRING:	انزل
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	منة
     IS_TRANS:	mnp
        INDEX:	P752W2
      OFFSETS:	3-6
       TOKENS:	P752W2-P752W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min~ap_2]
   UNSPLITVOC:	(min~ap)
          POS:	NOUN_PROP
          VOC:	min~ap
        GLOSS:	Menna

 INPUT STRING:	راجعة
     IS_TRANS:	rAjEp
        INDEX:	P752W3
      OFFSETS:	7-12
       TOKENS:	P752W3-P752W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rAjoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rAjoE+ap
        GLOSS:	returning/reverting/attributed+[fem.sg.]

 INPUT STRING:	معاكي
     IS_TRANS:	mEAky
        INDEX:	P752W4
      OFFSETS:	13-18
       TOKENS:	P752W4-P752W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P752W5
      OFFSETS:	18-19
       TOKENS:	P752W6-P752W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P753W1
      OFFSETS:	0-3
       TOKENS:	P753W1-P753W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اخبار
     IS_TRANS:	AxbAr
        INDEX:	P753W2
      OFFSETS:	4-9
       TOKENS:	P753W2-P753W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(>axobAr)
          POS:	NOUN
          VOC:	>axobAr
        GLOSS:	news/report/reports

 INPUT STRING:	هاجر
     IS_TRANS:	hAjr
        INDEX:	P753W3
      OFFSETS:	10-14
       TOKENS:	P753W3-P753W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAjar_1]
   UNSPLITVOC:	(hAjar)
          POS:	NOUN_PROP
          VOC:	hAjar
        GLOSS:	hagar

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P753W4
      OFFSETS:	15-16
       TOKENS:	P753W4-P753W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	اقشدة
     IS_TRANS:	Aq$dp
        INDEX:	P754W1
      OFFSETS:	0-5
       TOKENS:	P754W1-P754W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Aq$dp)
          POS:	TYPO
          VOC:	Aq$dp
        GLOSS:	nogloss

 INPUT STRING:	بنتكلم
     IS_TRANS:	bntklm
        INDEX:	P754W2
      OFFSETS:	6-12
       TOKENS:	P754W2-P754W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(binitokal~im)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+tokal~im
        GLOSS:	[present-tense]+we+speak/talk/discuss

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P754W3
      OFFSETS:	13-17
       TOKENS:	P754W4-P754W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P755W1
      OFFSETS:	0-2
       TOKENS:	P755W1-P755W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P756W1
      OFFSETS:	0-4
       TOKENS:	P756W1-P756W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$odap_1]
   UNSPLITVOC:	(qi$odap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$od+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	وماذا
     IS_TRANS:	wmA*A
        INDEX:	P757W1
      OFFSETS:	0-5
       TOKENS:	P757W1-P757W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(wimA*A)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+mA*A
        GLOSS:	and+what

 INPUT STRING:	تفعل
     IS_TRANS:	tfEl
        INDEX:	P757W2
      OFFSETS:	6-10
       TOKENS:	P757W3-P757W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faEal_1]
   UNSPLITVOC:	(tifoEal)
          POS:	IV2MS+IV
          VOC:	ti+foEal
        GLOSS:	you+do/act

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P758W1
      OFFSETS:	0-4
       TOKENS:	P758W1-P758W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P758W2
      OFFSETS:	4-5
       TOKENS:	P758W2-P758W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P758W3
      OFFSETS:	6-9
       TOKENS:	P758W3-P758W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	صاحي
     IS_TRANS:	SAHy
        INDEX:	P758W4
      OFFSETS:	10-14
       TOKENS:	P758W4-P758W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHiy_1]
   UNSPLITVOC:	(SAHiy)
          POS:	ADJ
          VOC:	SAHiy
        GLOSS:	bright/serene/vigilant/wakeful

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P759W1
      OFFSETS:	0-4
       TOKENS:	P759W1-P759W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	فالسوبر
     IS_TRANS:	fAlswbr
        INDEX:	P759W2
      OFFSETS:	5-12
       TOKENS:	P759W2-P759W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwbar_2]
   UNSPLITVOC:	(fiAlsuwbar)
          POS:	PREP+DET+NOUN_PROP
          VOC:	fi+Al+suwbar
        GLOSS:	in+the+Super

 INPUT STRING:	جت
     IS_TRANS:	jt
        INDEX:	P759W3
      OFFSETS:	13-15
       TOKENS:	P759W4-P759W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jit_1]
   UNSPLITVOC:	(jit)
          POS:	NOUN_PROP
          VOC:	jit
        GLOSS:	Jet

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P759W4
      OFFSETS:	16-18
       TOKENS:	P759W5-P759W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P759W5
      OFFSETS:	19-21
       TOKENS:	P759W6-P759W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN
          VOC:	qad~
        GLOSS:	size/physique

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P759W6
      OFFSETS:	22-25
       TOKENS:	P759W7-P759W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P759W7
      OFFSETS:	26-29
       TOKENS:	P759W8-P759W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P759W8
      OFFSETS:	29-30
       TOKENS:	P759W9-P759W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P760W1
      OFFSETS:	0-2
       TOKENS:	P760W1-P760W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	12
     IS_TRANS:	12
        INDEX:	P760W2
      OFFSETS:	3-5
       TOKENS:	P760W2-P760W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(12)
          POS:	NOUN_NUM
          VOC:	12
        GLOSS:	12

 INPUT STRING:	ونص
     IS_TRANS:	wnS
        INDEX:	P760W3
      OFFSETS:	6-9
       TOKENS:	P760W3-P760W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(winuS~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+nuS~
        GLOSS:	and+halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P761W1
      OFFSETS:	0-4
       TOKENS:	P761W1-P761W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	قربتي
     IS_TRANS:	qrbty
        INDEX:	P761W2
      OFFSETS:	5-10
       TOKENS:	P761W2-P761W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ab_1]
   UNSPLITVOC:	(qar~abtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	qar~ab+tiy
        GLOSS:	bring close/approximate+you

 INPUT STRING:	توصلي
     IS_TRANS:	twSly
        INDEX:	P761W3
      OFFSETS:	11-16
       TOKENS:	P761W3-P761W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(twSly)
          POS:	NO_FUNC
          VOC:	twSly
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P761W4
      OFFSETS:	16-17
       TOKENS:	P761W4-P761W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P762W1
      OFFSETS:	0-2
       TOKENS:	P762W1-P762W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	السوبر
     IS_TRANS:	Alswbr
        INDEX:	P762W2
      OFFSETS:	3-9
       TOKENS:	P762W2-P762W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwbar_2]
   UNSPLITVOC:	(Alsuwbar)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwbar
        GLOSS:	the+Super

 INPUT STRING:	جيتز
     IS_TRANS:	jytz
        INDEX:	P762W3
      OFFSETS:	10-14
       TOKENS:	P762W3-P762W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jytz)
          POS:	FOREIGN
          VOC:	jytz
        GLOSS:	nogloss

 INPUT STRING:	بينزلوا
     IS_TRANS:	bynzlwA
        INDEX:	P762W4
      OFFSETS:	15-22
       TOKENS:	P762W4-P762W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naz~il_1]
   UNSPLITVOC:	(biyinaz~iluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+naz~il+uwA
        GLOSS:	[present-tense]+they+release/make descend/descend/bring down/lower/put on the market+[pl.]

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P762W5
      OFFSETS:	23-26
       TOKENS:	P762W6-P762W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P762W6
      OFFSETS:	26-27
       TOKENS:	P762W7-P762W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ألماظة
     IS_TRANS:	>lmAZp
        INDEX:	P763W1
      OFFSETS:	0-6
       TOKENS:	P763W1-P763W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alomAZap_1]
   UNSPLITVOC:	(>alomAZap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>alomAZ+ap
        GLOSS:	Almaza+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P764W1
      OFFSETS:	0-2
       TOKENS:	P764W1-P764W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قربت
     IS_TRANS:	qrbt
        INDEX:	P764W2
      OFFSETS:	3-7
       TOKENS:	P764W2-P764W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ab_1]
   UNSPLITVOC:	(qar~abt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qar~ab+t
        GLOSS:	bring close/approximate+I

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P764W3
      OFFSETS:	8-11
       TOKENS:	P764W3-P764W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	مم
     IS_TRANS:	mm
        INDEX:	P765W1
      OFFSETS:	0-2
       TOKENS:	P765W1-P765W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mom_1]
   UNSPLITVOC:	(mom)
          POS:	INTERJ
          VOC:	mom
        GLOSS:	hush/filled pause

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P765W2
      OFFSETS:	3-8
       TOKENS:	P765W2-P765W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<uwk~iyh_1]
   UNSPLITVOC:	(<uwk~iyh)
          POS:	INTERJ
          VOC:	<uwk~iyh
        GLOSS:	ok

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P765W3
      OFFSETS:	8-9
       TOKENS:	P765W3-P765W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P765W4
      OFFSETS:	10-16
       TOKENS:	P765W4-P765W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P765W5
      OFFSETS:	17-20
       TOKENS:	P765W6-P765W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P765W6
      OFFSETS:	20-21
       TOKENS:	P765W7-P765W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ببم
     IS_TRANS:	bbm
        INDEX:	P765W7
      OFFSETS:	22-25
       TOKENS:	P765W8-P765W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bbm)
          POS:	FOREIGN
          VOC:	bbm
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P765W8
      OFFSETS:	25-26
       TOKENS:	P765W9-P765W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P766W1
      OFFSETS:	0-2
       TOKENS:	P766W1-P766W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	وبأسمع
     IS_TRANS:	wb>smE
        INDEX:	P766W2
      OFFSETS:	3-9
       TOKENS:	P766W2-P766W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(wibAasomaE)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+somaE
        GLOSS:	and+[present-tense]+I+listen/hear

 INPUT STRING:	أغاني
     IS_TRANS:	>gAny
        INDEX:	P766W3
      OFFSETS:	10-15
       TOKENS:	P766W5-P766W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ugAniy~ap_1]
   UNSPLITVOC:	(>agAniy)
          POS:	NOUN
          VOC:	>agAniy
        GLOSS:	songs

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P767W1
      OFFSETS:	0-2
       TOKENS:	P767W1-P767W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P767W2
      OFFSETS:	3-4
       TOKENS:	P767W2-P767W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P768W1
      OFFSETS:	0-2
       TOKENS:	P768W1-P768W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	لل
     IS_TRANS:	ll
        INDEX:	P768W2
      OFFSETS:	3-5
       TOKENS:	P768W2-P768W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ll)
          POS:	TYPO
          VOC:	ll
        GLOSS:	nogloss

 INPUT STRING:	هول
     IS_TRANS:	hwl
        INDEX:	P768W3
      OFFSETS:	6-9
       TOKENS:	P768W3-P768W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawl_1]
   UNSPLITVOC:	(hawl)
          POS:	NOUN
          VOC:	hawl
        GLOSS:	fright/shock

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P769W1
      OFFSETS:	0-3
       TOKENS:	P769W1-P769W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahaha)
          POS:	INTERJ
          VOC:	hahaha
        GLOSS:	laughing

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P770W1
      OFFSETS:	0-2
       TOKENS:	P770W1-P770W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P770W2
      OFFSETS:	3-6
       TOKENS:	P770W2-P770W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P770W3
      OFFSETS:	7-11
       TOKENS:	P770W3-P770W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P770W4
      OFFSETS:	12-15
       TOKENS:	P770W4-P770W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P770W5
      OFFSETS:	16-19
       TOKENS:	P770W5-P770W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kAm_2]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
