 INPUT STRING:	الوو
   UNSPLITVOC:	(biHuruwf)
          POS:	PREP+NOUN
          VOC:	bi+Huruwf
        GLOSS:	with/by+letters

 INPUT STRING:	مدببه
     IS_TRANS:	mdbbh
        INDEX:	P225W8
      OFFSETS:	33-38
       TOKENS:	P225W10-P225W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mudab~ab_1]
   UNSPLITVOC:	(mudab~abap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mudab~ab+ap
        GLOSS:	pointed/tapered+[fem.sg.]

 INPUT STRING:	خشم
     IS_TRANS:	x$m
        INDEX:	P225W9
      OFFSETS:	39-42
       TOKENS:	P225W11-P225W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(x$m)
          POS:	TYPO
          VOC:	x$m
        GLOSS:	nogloss

 INPUT STRING:	وسرحي
     IS_TRANS:	wsrHy
        INDEX:	P225W10
      OFFSETS:	43-48
       TOKENS:	P225W12-P225W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sar~aH_1]
   UNSPLITVOC:	(wisar~aHiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+sar~aH+iy
        GLOSS:	and+comb+you

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P225W11
      OFFSETS:	49-53
       TOKENS:	P225W14-P225W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bihA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by/him/them/her+it

 INPUT STRING:	شعرك
     IS_TRANS:	$Erk
        INDEX:	P225W12
      OFFSETS:	54-58
       TOKENS:	P225W16-P225W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	($aEorik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	$aEor+ik
        GLOSS:	hair/hairs/hair-piece+your

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P225W13
      OFFSETS:	59-61
       TOKENS:	P225W18-P225W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P225W14
      OFFSETS:	62-65
       TOKENS:	P225W19-P225W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yuwm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/day/some day/ever/days

 INPUT STRING:	مرتين
     IS_TRANS:	mrtyn
        INDEX:	P225W15
      OFFSETS:	66-71
       TOKENS:	P225W20-P225W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~itiyn)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	mar~+itiyn
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+two

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P226W1
      OFFSETS:	0-4
       TOKENS:	P226W1-P226W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+uh+$
        GLOSS:	dont+in+it+not

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P226W2
      OFFSETS:	5-7
       TOKENS:	P226W5-P226W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P226W3
      OFFSETS:	8-10
       TOKENS:	P226W6-P226W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	هتطري
     IS_TRANS:	htTry
        INDEX:	P227W1
      OFFSETS:	0-5
       TOKENS:	P227W1-P227W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tiriy_1]
   UNSPLITVOC:	(HatiToraY)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+ToraY
        GLOSS:	will+it/they/she+become soft

 INPUT STRING:	شعرك
     IS_TRANS:	$Erk
        INDEX:	P227W2
      OFFSETS:	6-10
       TOKENS:	P227W3-P227W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	($aEorik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	$aEor+ik
        GLOSS:	hair/hairs/hair-piece+your

 INPUT STRING:	هاتيلي
     IS_TRANS:	hAtyly
        INDEX:	P228W1
      OFFSETS:	0-6
       TOKENS:	P228W1-P228W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtiy_liy)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	hAt+iy+li+iy
        GLOSS:	give+you+to/for+I

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P228W2
      OFFSETS:	7-12
       TOKENS:	P228W4-P228W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P229W1
      OFFSETS:	0-3
       TOKENS:	P229W1-P229W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	هبعتلك
     IS_TRANS:	hbEtlk
        INDEX:	P229W2
      OFFSETS:	4-10
       TOKENS:	P229W2-P229W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(HaAaboEat_lik)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	Ha+Aa+boEat+li+ik
        GLOSS:	will+I+send+to/for+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P229W3
      OFFSETS:	11-14
       TOKENS:	P229W6-P229W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P230W1
      OFFSETS:	0-4
       TOKENS:	P230W1-P230W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P230W2
      OFFSETS:	5-7
       TOKENS:	P230W2-P230W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سالتي
     IS_TRANS:	sAlty
        INDEX:	P230W3
      OFFSETS:	8-13
       TOKENS:	P230W3-P230W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(sa>altiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	sa>al+tiy
        GLOSS:	ask/inquire/request/be asked+you

 INPUT STRING:	هتلاقي
     IS_TRANS:	htlAqy
        INDEX:	P230W4
      OFFSETS:	14-20
       TOKENS:	P230W4-P230W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HatilAqiy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+lAqiy
        GLOSS:	will+it/they/she+meet/encounter/be met/be encountered

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P231W1
      OFFSETS:	0-4
       TOKENS:	P231W1-P231W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	بيقولة
     IS_TRANS:	byqwlp
        INDEX:	P231W2
      OFFSETS:	5-11
       TOKENS:	P231W2-P231W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+yi+quwl+uh
        GLOSS:	[present-tense]+he/it+said/say/be said/(for example)+it/him

 INPUT STRING:	البلاستك
     IS_TRANS:	AlblAstk
        INDEX:	P231W3
      OFFSETS:	12-20
       TOKENS:	P231W5-P231W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlblAstk)
          POS:	FOREIGN
          VOC:	AlblAstk
        GLOSS:	nogloss

 INPUT STRING:	بيعمل
     IS_TRANS:	byEml
        INDEX:	P231W4
      OFFSETS:	21-26
       TOKENS:	P231W6-P231W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eomil
        GLOSS:	[present-tense]+he/it+function/make/act/do

 INPUT STRING:	موجات
     IS_TRANS:	mwjAt
        INDEX:	P231W5
      OFFSETS:	27-32
       TOKENS:	P231W8-P231W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawojap_1]
   UNSPLITVOC:	(mawojAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mawoj+At
        GLOSS:	waves+[fem.pl.]

 INPUT STRING:	مغنطسية
     IS_TRANS:	mgnTsyp
        INDEX:	P231W6
      OFFSETS:	33-40
       TOKENS:	P231W9-P231W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mgnTsyp)
          POS:	TYPO
          VOC:	mgnTsyp
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P231W7
      OFFSETS:	41-43
       TOKENS:	P231W10-P231W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشعر
     IS_TRANS:	Al$Er
        INDEX:	P231W8
      OFFSETS:	44-49
       TOKENS:	P231W11-P231W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	(Al$aEor)
          POS:	DET+NOUN
          VOC:	Al+$aEor
        GLOSS:	the+hair/hairs/hair-piece

 INPUT STRING:	بتنشفة
     IS_TRANS:	btn$fp
        INDEX:	P231W9
      OFFSETS:	50-56
       TOKENS:	P231W12-P231W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ni$if_1]
   UNSPLITVOC:	(bitino$afuh)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	bi+ti+no$af+uh
        GLOSS:	[present-tense]+it/they/she+dry+it/him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P231W10
      OFFSETS:	57-58
       TOKENS:	P231W15-P231W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بتحرقة
     IS_TRANS:	btHrqp
        INDEX:	P231W11
      OFFSETS:	59-65
       TOKENS:	P231W16-P231W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haraq_1]
   UNSPLITVOC:	(bitiHoraquh)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	bi+ti+Horaq+uh
        GLOSS:	[present-tense]+it/they/she+burn/hurt/rub/grind+it/him

 INPUT STRING:	حولي
     IS_TRANS:	Hwly
        INDEX:	P232W1
      OFFSETS:	0-4
       TOKENS:	P232W1-P232W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Hwly)
          POS:	TYPO
          VOC:	Hwly
        GLOSS:	nogloss

 INPUT STRING:	تسالي
     IS_TRANS:	tsAly
        INDEX:	P232W2
      OFFSETS:	5-10
       TOKENS:	P232W2-P232W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(tiso>aliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+so>al+iy
        GLOSS:	you+ask/inquire/request/be asked+you

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P232W3
      OFFSETS:	11-13
       TOKENS:	P232W3-P232W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الخشب
     IS_TRANS:	Alx$b
        INDEX:	P232W4
      OFFSETS:	14-19
       TOKENS:	P232W4-P232W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[xa$ab_1]
   UNSPLITVOC:	(Alxa$ab)
          POS:	DET+NOUN
          VOC:	Al+xa$ab
        GLOSS:	the+wood

 INPUT STRING:	فورش
     IS_TRANS:	fwr$
        INDEX:	P232W5
      OFFSETS:	20-24
       TOKENS:	P232W5-P232W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fwr$)
          POS:	TYPO
          VOC:	fwr$
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P232W6
      OFFSETS:	25-26
       TOKENS:	P232W6-P232W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	امشاط
     IS_TRANS:	Am$AT
        INDEX:	P232W7
      OFFSETS:	27-32
       TOKENS:	P232W7-P232W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$oT_1]
   UNSPLITVOC:	(>amo$AT)
          POS:	NOUN
          VOC:	>amo$AT
        GLOSS:	combs

 INPUT STRING:	ابقي
     IS_TRANS:	Abqy
        INDEX:	P233W1
      OFFSETS:	0-4
       TOKENS:	P233W1-P233W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(Aiboqiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aiboq+iy
        GLOSS:	become/begin/start/be/begin a new day+you

 INPUT STRING:	هاتيلي
     IS_TRANS:	hAtyly
        INDEX:	P233W2
      OFFSETS:	5-11
       TOKENS:	P233W2-P233W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtiy_liy)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	hAt+iy+li+iy
        GLOSS:	give+you+to/for+I

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P234W1
      OFFSETS:	0-3
       TOKENS:	P234W1-P234W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	شعري
     IS_TRANS:	$Ery
        INDEX:	P234W2
      OFFSETS:	4-8
       TOKENS:	P234W3-P234W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	($aEoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	$aEor+iy
        GLOSS:	hair/hairs/hair-piece+my

 INPUT STRING:	اتحسن
     IS_TRANS:	AtHsn
        INDEX:	P234W3
      OFFSETS:	9-14
       TOKENS:	P234W5-P234W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHas~in_1]
   UNSPLITVOC:	(AitoHas~in)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AitoHas~in+(null)
        GLOSS:	improve+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P234W4
      OFFSETS:	15-17
       TOKENS:	P234W6-P234W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هلال
     IS_TRANS:	hlAl
        INDEX:	P234W5
      OFFSETS:	18-22
       TOKENS:	P234W7-P234W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hlAl)
          POS:	TYPO
          VOC:	hlAl
        GLOSS:	nogloss

 INPUT STRING:	تجربتين
     IS_TRANS:	tjrbtyn
        INDEX:	P234W6
      OFFSETS:	23-30
       TOKENS:	P234W8-P234W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tjrbtyn)
          POS:	NO_FUNC
          VOC:	tjrbtyn
        GLOSS:	nogloss

 INPUT STRING:	لزيت
     IS_TRANS:	lzyt
        INDEX:	P234W7
      OFFSETS:	31-35
       TOKENS:	P234W9-P234W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(liziyt)
          POS:	PREP+NOUN
          VOC:	li+zayt
        GLOSS:	for/to+oil/oils

 INPUT STRING:	جونسون
     IS_TRANS:	jwnswn
        INDEX:	P234W8
      OFFSETS:	36-42
       TOKENS:	P234W11-P234W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juwnosuwn_1]
   UNSPLITVOC:	(juwnosuwn)
          POS:	NOUN_PROP
          VOC:	juwnosuwn
        GLOSS:	Johnson

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P234W9
      OFFSETS:	43-45
       TOKENS:	P234W12-P234W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	تحفة
     IS_TRANS:	tHfp
        INDEX:	P235W1
      OFFSETS:	0-4
       TOKENS:	P235W1-P235W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	تحفة
     IS_TRANS:	tHfp
        INDEX:	P235W2
      OFFSETS:	5-9
       TOKENS:	P235W2-P235W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	القرايل
     IS_TRANS:	AlqrAyl
        INDEX:	P236W1
      OFFSETS:	0-7
       TOKENS:	P236W1-P236W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlqrAyl)
          POS:	TYPO
          VOC:	AlqrAyl
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P236W2
      OFFSETS:	8-9
       TOKENS:	P236W2-P236W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	القرون
     IS_TRANS:	Alqrwn
        INDEX:	P236W3
      OFFSETS:	10-16
       TOKENS:	P236W3-P236W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaron_2]
   UNSPLITVOC:	(Alquruwn)
          POS:	DET+NOUN
          VOC:	Al+quruwn
        GLOSS:	the+horns

 INPUT STRING:	نامت
     IS_TRANS:	nAmt
        INDEX:	P236W4
      OFFSETS:	17-21
       TOKENS:	P236W4-P236W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	nAm+it
        GLOSS:	sleep/lie down+it/they/she

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P236W5
      OFFSETS:	22-26
       TOKENS:	P236W5-P236W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient+[fem.sg.]

 INPUT STRING:	هههههههه
     IS_TRANS:	hhhhhhhh
        INDEX:	P236W6
      OFFSETS:	27-35
       TOKENS:	P236W6-P236W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	to express happiness

 INPUT STRING:	وطري
     IS_TRANS:	wTry
        INDEX:	P237W1
      OFFSETS:	0-4
       TOKENS:	P237W1-P237W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tariy~_1]
   UNSPLITVOC:	(waTariy~)
          POS:	CONJ+ADJ.VN
          VOC:	wa+Tariy~
        GLOSS:	and+fresh/tender

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P237W2
      OFFSETS:	5-9
       TOKENS:	P237W3-P237W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient+[fem.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P238W1
      OFFSETS:	0-3
       TOKENS:	P238W1-P238W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	سلك
     IS_TRANS:	slk
        INDEX:	P238W2
      OFFSETS:	4-7
       TOKENS:	P238W2-P238W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silok_1]
   UNSPLITVOC:	(silok)
          POS:	NOUN
          VOC:	silok
        GLOSS:	wire/thread/wires/threads/corps/cadre/cadres
