 INPUT STRING:	اهلا
     IS_TRANS:	m*Akrh
        INDEX:	P50W19
      OFFSETS:	71-77
       TOKENS:	P50W21-P50W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi*Akorap_1]
   UNSPLITVOC:	(mi*Akorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mi*Akor+ap
        GLOSS:	negotiation/memorization+[fem.sg.]

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P50W20
      OFFSETS:	78-82
       TOKENS:	P50W22-P50W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P50W21
      OFFSETS:	83-84
       TOKENS:	P50W23-P50W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	اهو
     IS_TRANS:	Ahw
        INDEX:	P50W22
      OFFSETS:	85-88
       TOKENS:	P50W24-P50W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw~a)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix+gloss

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P50W23
      OFFSETS:	89-93
       TOKENS:	P50W26-P50W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	ever/period/day/today/some days/some day/days

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P50W24
      OFFSETS:	94-95
       TOKENS:	P50W27-P50W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بنعيشها
     IS_TRANS:	bnEy$hA
        INDEX:	P50W25
      OFFSETS:	96-103
       TOKENS:	P50W28-P50W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(biniEiy$hA)
          POS:	PROG_PART+IV1P+IV+IVSUFF_DO:3FS
          VOC:	bi+ni+Eiy$+hA
        GLOSS:	[present-tense]+we+live/experience/long live!/be lived/be experienced+it/them/her

 INPUT STRING:	هنعمل
     IS_TRANS:	hnEml
        INDEX:	P50W26
      OFFSETS:	104-109
       TOKENS:	P50W31-P50W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaniEomil)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Eomil
        GLOSS:	will+we+function/make/act/do

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P50W27
      OFFSETS:	110-113
       TOKENS:	P50W33-P50W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P50W28
      OFFSETS:	114-116
       TOKENS:	P50W34-P50W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سوسو
     IS_TRANS:	swsw
        INDEX:	P50W29
      OFFSETS:	117-121
       TOKENS:	P50W35-P50W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwsuw_1]
   UNSPLITVOC:	(suwsuw)
          POS:	NOUN_PROP
          VOC:	suwsuw
        GLOSS:	Soso

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P50W30
      OFFSETS:	122-123
       TOKENS:	P50W36-P50W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P50W31
      OFFSETS:	124-127
       TOKENS:	P50W37-P50W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P50W32
      OFFSETS:	128-129
       TOKENS:	P50W38-P50W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	صدقيني
     IS_TRANS:	Sdqyny
        INDEX:	P51W1
      OFFSETS:	0-6
       TOKENS:	P51W1-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(Sad~aqiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	Sad~aq+iy+niy
        GLOSS:	believe/give credence to/confirm/be believed/ratify/adopt+you+me

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P51W2
      OFFSETS:	7-11
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be/was/were

 INPUT STRING:	اسهل
     IS_TRANS:	Ashl
        INDEX:	P51W3
      OFFSETS:	12-16
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asohal_1]
   UNSPLITVOC:	(>asohal)
          POS:	ADJ_COMP
          VOC:	>asohal
        GLOSS:	easier/easiest

 INPUT STRING:	نعملنا
     IS_TRANS:	nEmlnA
        INDEX:	P51W4
      OFFSETS:	17-23
       TOKENS:	P51W5-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(niEomilinA)
          POS:	IV1P+IV+IVSUFF_DO:1P
          VOC:	ni+Eomil+nA
        GLOSS:	we+function/make/act/do+us

 INPUT STRING:	عربيت
     IS_TRANS:	Erbyt
        INDEX:	P51W5
      OFFSETS:	24-29
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiyt)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earabiy+ap
        GLOSS:	car+[fem.sg.]

 INPUT STRING:	ورق
     IS_TRANS:	wrq
        INDEX:	P51W6
      OFFSETS:	30-33
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraqap_1]
   UNSPLITVOC:	(waraq)
          POS:	NOUN
          VOC:	waraq
        GLOSS:	sheet/leaf/documents papers sheets/paper

 INPUT STRING:	عنب
     IS_TRANS:	Enb
        INDEX:	P51W7
      OFFSETS:	34-37
       TOKENS:	P51W9-P51W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einabap_1]
   UNSPLITVOC:	(Einab)
          POS:	NOUN
          VOC:	Einab
        GLOSS:	grape

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P51W8
      OFFSETS:	38-40
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P51W9
      OFFSETS:	41-43
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	يرق
     IS_TRANS:	yrq
        INDEX:	P51W10
      OFFSETS:	44-47
       TOKENS:	P51W12-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raq~_1]
   UNSPLITVOC:	(yiriq~)
          POS:	IV3MS+IV
          VOC:	yi+riq~
        GLOSS:	he/it+be thin/be delicate

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P51W11
      OFFSETS:	48-49
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P51W12
      OFFSETS:	50-52
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P51W13
      OFFSETS:	53-56
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	هتكون
     IS_TRANS:	htkwn
        INDEX:	P51W14
      OFFSETS:	57-62
       TOKENS:	P51W16-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hatikuwn)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+kuwn
        GLOSS:	will+it/they/she+be/was/were

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P51W15
      OFFSETS:	63-65
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P51W16
      OFFSETS:	66-68
       TOKENS:	P51W19-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	رز
     IS_TRANS:	rz
        INDEX:	P51W17
      OFFSETS:	69-71
       TOKENS:	P51W20-P51W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruz~ap_1]
   UNSPLITVOC:	(ruz~)
          POS:	NOUN
          VOC:	ruz~
        GLOSS:	a grain of rice

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P52W1
      OFFSETS:	0-1
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P52W2
      OFFSETS:	2-5
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P52W3
      OFFSETS:	6-10
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	يودينا
     IS_TRANS:	ywdynA
        INDEX:	P52W4
      OFFSETS:	11-17
       TOKENS:	P52W4-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wad~aY_1]
   UNSPLITVOC:	(yiwad~iynA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+wad~iy+nA
        GLOSS:	he/it+puts us+us

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P52W5
      OFFSETS:	18-20
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	يرك
     IS_TRANS:	yrk
        INDEX:	P52W6
      OFFSETS:	21-24
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yrk)
          POS:	FOREIGN
          VOC:	yrk
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P52W7
      OFFSETS:	25-26
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P52W8
      OFFSETS:	27-31
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	نعمله
     IS_TRANS:	nEmlh
        INDEX:	P52W9
      OFFSETS:	32-37
       TOKENS:	P52W10-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(niEomiluh)
          POS:	IV1P+IV+IVSUFF_DO:3MS
          VOC:	ni+Eomil+uh
        GLOSS:	we+function/make/act/do+it/him

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P52W10
      OFFSETS:	38-41
       TOKENS:	P52W12-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P52W11
      OFFSETS:	42-43
       TOKENS:	P52W13-P52W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	philadelphia
     IS_TRANS:	philadelphia
        INDEX:	P52W12
      OFFSETS:	44-56
       TOKENS:	P52W14-P52W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(philadelphia)
          POS:	TRANSLIT_ERR
          VOC:	philadelphia
        GLOSS:	philadelphia

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P52W13
      OFFSETS:	57-58
       TOKENS:	P52W15-P52W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ندور
     IS_TRANS:	ndwr
        INDEX:	P52W14
      OFFSETS:	59-63
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daw~ar_1]
   UNSPLITVOC:	(nidaw~ar)
          POS:	IV1P+IV
          VOC:	ni+daw~ar
        GLOSS:	we+rotate/wind

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P52W15
      OFFSETS:	64-67
       TOKENS:	P52W17-P52W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حته
     IS_TRANS:	Hth
        INDEX:	P52W16
      OFFSETS:	68-71
       TOKENS:	P52W18-P52W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hit~ap_1]
   UNSPLITVOC:	(Hit~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	Hit~+ap
        GLOSS:	morsel/piece/morsels/pieces/small piece/part/hair/hairs+[fem.sg.]

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P52W17
      OFFSETS:	72-76
       TOKENS:	P52W19-P52W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[fiyhA]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/she

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P52W18
      OFFSETS:	77-83
       TOKENS:	P52W21-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	maSoriy~+iyn
        GLOSS:	Egyptian+pl.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P52W19
      OFFSETS:	84-85
       TOKENS:	P52W22-P52W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	عرب
     IS_TRANS:	Erb
        INDEX:	P52W20
      OFFSETS:	86-89
       TOKENS:	P52W23-P52W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(Earab)
          POS:	NOUN
          VOC:	Earab
        GLOSS:	Arab/Arabs/bedouins

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P52W21
      OFFSETS:	90-94
       TOKENS:	P52W24-P52W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P52W22
      OFFSETS:	95-96
       TOKENS:	P52W25-P52W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	نحطها
     IS_TRANS:	nHThA
        INDEX:	P52W23
      OFFSETS:	97-102
       TOKENS:	P52W26-P52W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(nuHuT~ahA)
          POS:	IV1P+IV+IVSUFF_DO:3FS
          VOC:	nu+HuT~+hA
        GLOSS:	we+descend/land/set down/lower+it/them/her

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P52W24
      OFFSETS:	103-107
       TOKENS:	P52W28-P52W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P52W25
      OFFSETS:	108-109
       TOKENS:	P52W29-P52W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P52W26
      OFFSETS:	110-112
       TOKENS:	P52W30-P52W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	نعمل
     IS_TRANS:	nEml
        INDEX:	P52W27
      OFFSETS:	113-117
       TOKENS:	P52W31-P52W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(niEomil)
          POS:	IV1P+IV
          VOC:	ni+Eomil
        GLOSS:	we+function/make/act/do

 INPUT STRING:	تروسك
     IS_TRANS:	trwsk
        INDEX:	P52W28
      OFFSETS:	118-123
       TOKENS:	P52W32-P52W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(trwsk)
          POS:	FOREIGN
          VOC:	trwsk
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P52W29
      OFFSETS:	124-127
       TOKENS:	P52W33-P52W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	ميدل
     IS_TRANS:	mydl
        INDEX:	P52W30
      OFFSETS:	128-132
       TOKENS:	P52W34-P52W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mydl)
          POS:	FOREIGN
          VOC:	mydl
        GLOSS:	nogloss

 INPUT STRING:	استرنا
     IS_TRANS:	AstrnA
        INDEX:	P52W31
      OFFSETS:	133-139
       TOKENS:	P52W35-P52W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AstrnA)
          POS:	FOREIGN
          VOC:	AstrnA
        GLOSS:	nogloss

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P52W32
      OFFSETS:	140-143
       TOKENS:	P52W36-P52W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	mediterranean
     IS_TRANS:	mediterranean
        INDEX:	P52W33
      OFFSETS:	144-157
       TOKENS:	P52W37-P52W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(mediterranean)
          POS:	TRANSLIT_ERR
          VOC:	mediterranean
        GLOSS:	mediterranean

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P52W34
      OFFSETS:	158-159
       TOKENS:	P52W38-P52W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	وسط
     IS_TRANS:	wsT
        INDEX:	P52W35
      OFFSETS:	160-163
       TOKENS:	P52W39-P52W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
